name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_date_str,correct_answer
Hunter,2019-07-20,William,2019-06-24,Peter,2019-07-03,Hunter cleaned the shed on the 20th of July. William cleaned the shed on the 24th of June. Peter cleaned the shed on the 3rd of July. The first person that cleaned the shed was,2019-06-24,24th of June,William
Maria,2019-07-07,Bob,2019-07-03,Mark,2019-07-17,Maria visited their family on the 7th of July. Bob visited their family on the 3rd of July. Mark visited their family on the 17th of July. The first person that visited their family was,2019-07-03,3rd of July,Bob
April,2019-06-13,Maria,2019-07-22,Josh,2019-06-25,April renovated the kitchen on the 13th of June. Maria renovated the kitchen on the 22nd of July. Josh renovated the kitchen on the 25th of June. The first person that renovated the kitchen was,2019-06-13,13th of June,April
Emily,2019-07-18,Robert,2019-06-23,Tyler,2019-06-19,Emily painted a portrait on the 18th of July. Robert painted a portrait on the 23rd of June. Tyler painted a portrait on the 19th of June. The first person that painted a portrait was,2019-06-19,19th of June,Tyler
Maria,2019-07-07,Hunter,2019-07-20,Brandon,2019-06-27,Maria attended a graduation on the 7th of July. Hunter attended a graduation on the 20th of July. Brandon attended a graduation on the 27th of June. The first person that attended a graduation was,2019-06-27,27th of June,Brandon
Aaron,2019-07-27,Joy,2019-07-11,Frank,2019-06-21,Aaron attended a wedding on the 27th of July. Joy attended a wedding on the 11th of July. Frank attended a wedding on the 21st of June. The first person that attended a wedding was,2019-06-21,21st of June,Frank
Laura,2019-07-25,Matt,2019-06-04,Henry,2019-07-31,Laura reorganized the closet on the 25th of July. Matt reorganized the closet on the 4th of June. Henry reorganized the closet on the 31st of July. The first person that reorganized the closet was,2019-06-04,4th of June,Matt
Brandon,2019-06-04,Charlie,2019-06-20,Ian,2019-07-14,Brandon cleaned the garage on the 4th of June. Charlie cleaned the garage on the 20th of June. Ian cleaned the garage on the 14th of July. The first person that cleaned the garage was,2019-06-04,4th of June,Brandon
Tyler,2019-07-03,Aaron,2019-06-29,Dean,2019-06-13,Tyler donated toys on the 3rd of July. Aaron donated toys on the 29th of June. Dean donated toys on the 13th of June. The first person that donated toys was,2019-06-13,13th of June,Dean
Henry,2019-06-16,Bob,2019-07-26,William,2019-06-25,Henry moved to a new city on the 16th of June. Bob moved to a new city on the 26th of July. William moved to a new city on the 25th of June. The first person that moved to a new city was,2019-06-16,16th of June,Henry
Andrew,2019-06-07,Matt,2019-07-15,Jack,2019-07-30,Andrew moved to a new city on the 7th of June. Matt moved to a new city on the 15th of July. Jack moved to a new city on the 30th of July. The first person that moved to a new city was,2019-06-07,7th of June,Andrew
Walker,2019-07-06,Scott,2019-06-19,Neil,2019-06-17,Walker arrived in Italy on the 6th of July. Scott arrived in Italy on the 19th of June. Neil arrived in Italy on the 17th of June. The first person that arrived in Italy was,2019-06-17,17th of June,Neil
Jerry,2019-07-01,Tyler,2019-06-17,Brandon,2019-06-26,Jerry renovated the kitchen on the 1st of July. Tyler renovated the kitchen on the 17th of June. Brandon renovated the kitchen on the 26th of June. The first person that renovated the kitchen was,2019-06-17,17th of June,Tyler
Rachel,2019-06-22,George,2019-06-07,Mark,2019-06-01,Rachel passed an exam on the 22nd of June. George passed an exam on the 7th of June. Mark passed an exam on the 1st of June. The first person that passed an exam was,2019-06-01,1st of June,Mark
Josh,2019-06-25,Tyler,2019-07-05,Joy,2019-07-11,Josh built a desktop computer on the 25th of June. Tyler built a desktop computer on the 5th of July. Joy built a desktop computer on the 11th of July. The first person that built a desktop computer was,2019-06-25,25th of June,Josh
Richard,2019-06-09,Scott,2019-07-26,William,2019-06-23,Richard called a friend on the 9th of June. Scott called a friend on the 26th of July. William called a friend on the 23rd of June. The first person that called a friend was,2019-06-09,9th of June,Richard
William,2019-06-17,Martin,2019-07-29,Hunter,2019-07-20,William arrived in Spain on the 17th of June. Martin arrived in Spain on the 29th of July. Hunter arrived in Spain on the 20th of July. The first person that arrived in Spain was,2019-06-17,17th of June,William
Luke,2019-07-06,Martin,2019-06-01,Matt,2019-07-10,Luke arrived in France on the 6th of July. Martin arrived in France on the 1st of June. Matt arrived in France on the 10th of July. The first person that arrived in France was,2019-06-01,1st of June,Martin
Laura,2019-07-10,Jack,2019-06-24,Scott,2019-06-08,Laura attended a funeral on the 10th of July. Jack attended a funeral on the 24th of June. Scott attended a funeral on the 8th of June. The first person that attended a funeral was,2019-06-08,8th of June,Scott
Frank,2019-06-21,Dean,2019-06-10,Andrew,2019-06-17,Frank moved to a new city on the 21st of June. Dean moved to a new city on the 10th of June. Andrew moved to a new city on the 17th of June. The first person that moved to a new city was,2019-06-10,10th of June,Dean
Ryan,2019-06-05,Andrew,2019-06-14,Marco,2019-07-21,Ryan mowed the lawn on the 5th of June. Andrew mowed the lawn on the 14th of June. Marco mowed the lawn on the 21st of July. The first person that mowed the lawn was,2019-06-05,5th of June,Ryan
Andrew,2019-06-02,Steve,2019-06-16,Marco,2019-06-07,Andrew played beer pong on the 2nd of June. Steve played beer pong on the 16th of June. Marco played beer pong on the 7th of June. The first person that played beer pong was,2019-06-02,2nd of June,Andrew
Bob,2019-07-03,Marco,2019-07-16,Neil,2019-07-30,Bob watered the plants on the 3rd of July. Marco watered the plants on the 16th of July. Neil watered the plants on the 30th of July. The first person that watered the plants was,2019-07-03,3rd of July,Bob
Grant,2019-06-04,Marco,2019-06-07,Blake,2019-06-10,Grant cleaned the attic on the 4th of June. Marco cleaned the attic on the 7th of June. Blake cleaned the attic on the 10th of June. The first person that cleaned the attic was,2019-06-04,4th of June,Grant
Maria,2019-07-07,Aaron,2019-07-01,Blake,2019-06-10,Maria purchased a new laptop on the 7th of July. Aaron purchased a new laptop on the 1st of July. Blake purchased a new laptop on the 10th of June. The first person that purchased a new laptop was,2019-06-10,10th of June,Blake
Maria,2019-07-07,Neil,2019-07-11,Ian,2019-06-12,Maria cooked cheesecake on the 7th of July. Neil cooked cheesecake on the 11th of July. Ian cooked cheesecake on the 12th of June. The first person that cooked cheesecake was,2019-06-12,12th of June,Ian
Andrew,2019-06-02,Charlie,2019-06-20,Jerry,2019-07-24,Andrew took a plane on the 2nd of June. Charlie took a plane on the 20th of June. Jerry took a plane on the 24th of July. The first person that took a plane was,2019-06-02,2nd of June,Andrew
Hunter,2019-07-31,Matt,2019-06-22,Frank,2019-07-13,Hunter cleaned the attic on the 31st of July. Matt cleaned the attic on the 22nd of June. Frank cleaned the attic on the 13th of July. The first person that cleaned the attic was,2019-06-22,22nd of June,Matt
Josh,2019-06-14,Mark,2019-07-24,Marco,2019-07-19,Josh got a manicure on the 14th of June. Mark got a manicure on the 24th of July. Marco got a manicure on the 19th of July. The first person that got a manicure was,2019-06-14,14th of June,Josh
Emily,2019-06-01,John,2019-06-20,George,2019-07-28,Emily went hiking on the 1st of June. John went hiking on the 20th of June. George went hiking on the 28th of July. The first person that went hiking was,2019-06-01,1st of June,Emily
Jason,2019-07-26,Frank,2019-06-09,Kevin,2019-06-04,Jason bought a new car on the 26th of July. Frank bought a new car on the 9th of June. Kevin bought a new car on the 4th of June. The first person that bought a new car was,2019-06-04,4th of June,Kevin
Martin,2019-06-15,Tyler,2019-06-28,Mark,2019-07-17,Martin went to an Indian restaurant on the 15th of June. Tyler went to an Indian restaurant on the 28th of June. Mark went to an Indian restaurant on the 17th of July. The first person that went to an Indian restaurant was,2019-06-15,15th of June,Martin
Robert,2019-06-23,Marco,2019-07-21,Laura,2019-07-11,Robert sent a postcard on the 23rd of June. Marco sent a postcard on the 21st of July. Laura sent a postcard on the 11th of July. The first person that sent a postcard was,2019-06-23,23rd of June,Robert
William,2019-07-07,Dean,2019-06-10,Peter,2019-07-29,William repaired the bike on the 7th of July. Dean repaired the bike on the 10th of June. Peter repaired the bike on the 29th of July. The first person that repaired the bike was,2019-06-10,10th of June,Dean
William,2019-06-25,Aaron,2019-06-29,Michael,2019-07-22,William went to a festival on the 25th of June. Aaron went to a festival on the 29th of June. Michael went to a festival on the 22nd of July. The first person that went to a festival was,2019-06-25,25th of June,William
Josh,2019-07-21,Scott,2019-06-08,Michael,2019-07-22,Josh had a barbecue on the 21st of July. Scott had a barbecue on the 8th of June. Michael had a barbecue on the 22nd of July. The first person that had a barbecue was,2019-06-08,8th of June,Scott
Josh,2019-07-01,Ryan,2019-06-06,Walker,2019-07-05,Josh watered the plants on the 1st of July. Ryan watered the plants on the 6th of June. Walker watered the plants on the 5th of July. The first person that watered the plants was,2019-06-06,6th of June,Ryan
Maria,2019-07-22,Grant,2019-06-04,Brandon,2019-06-26,Maria refinanced the mortgage on the 22nd of July. Grant refinanced the mortgage on the 4th of June. Brandon refinanced the mortgage on the 26th of June. The first person that refinanced the mortgage was,2019-06-04,4th of June,Grant
Neil,2019-07-31,Michael,2019-07-24,Henry,2019-06-28,Neil repaired the bike on the 31st of July. Michael repaired the bike on the 24th of July. Henry repaired the bike on the 28th of June. The first person that repaired the bike was,2019-06-28,28th of June,Henry
Maria,2019-07-07,Peter,2019-07-03,Michael,2019-07-24,Maria took an exam on the 7th of July. Peter took an exam on the 3rd of July. Michael took an exam on the 24th of July. The first person that took an exam was,2019-07-03,3rd of July,Peter
Leon,2019-07-28,Aaron,2019-07-27,Bob,2019-07-03,Leon visited a new city on the 28th of July. Aaron visited a new city on the 27th of July. Bob visited a new city on the 3rd of July. The first person that visited a new city was,2019-07-03,3rd of July,Bob
Kevin,2019-07-08,Joy,2019-06-16,Fred,2019-06-21,Kevin painted a portrait on the 8th of July. Joy painted a portrait on the 16th of June. Fred painted a portrait on the 21st of June. The first person that painted a portrait was,2019-06-16,16th of June,Joy
Rose,2019-06-08,Steve,2019-06-29,Henry,2019-06-16,Rose had a picnic on the 8th of June. Steve had a picnic on the 29th of June. Henry had a picnic on the 16th of June. The first person that had a picnic was,2019-06-08,8th of June,Rose
Hunter,2019-06-02,Richard,2019-06-05,Brandon,2019-06-29,Hunter took a train on the 2nd of June. Richard took a train on the 5th of June. Brandon took a train on the 29th of June. The first person that took a train was,2019-06-02,2nd of June,Hunter
Henry,2019-06-28,Joy,2019-07-07,Mark,2019-07-01,Henry arrived in Canada on the 28th of June. Joy arrived in Canada on the 7th of July. Mark arrived in Canada on the 1st of July. The first person that arrived in Canada was,2019-06-28,28th of June,Henry
Mark,2019-07-24,Blake,2019-06-10,Marco,2019-07-16,Mark left for vacation on the 24th of July. Blake left for vacation on the 10th of June. Marco left for vacation on the 16th of July. The first person that left for vacation was,2019-06-10,10th of June,Blake
Peter,2019-06-13,Kevin,2019-06-04,Brandon,2019-06-26,Peter returned from vacation on the 13th of June. Kevin returned from vacation on the 4th of June. Brandon returned from vacation on the 26th of June. The first person that returned from vacation was,2019-06-04,4th of June,Kevin
Jerry,2019-06-01,Connor,2019-06-07,Luke,2019-07-06,Jerry ironed the clothes on the 1st of June. Connor ironed the clothes on the 7th of June. Luke ironed the clothes on the 6th of July. The first person that ironed the clothes was,2019-06-01,1st of June,Jerry
Marco,2019-07-21,Bob,2019-07-23,Luke,2019-07-06,Marco went camping on the 21st of July. Bob went camping on the 23rd of July. Luke went camping on the 6th of July. The first person that went camping was,2019-07-06,6th of July,Luke
Peter,2019-07-16,Dean,2019-06-03,Bob,2019-07-03,Peter won a contest on the 16th of July. Dean won a contest on the 3rd of June. Bob won a contest on the 3rd of July. The first person that won a contest was,2019-06-03,3rd of June,Dean
Marco,2019-06-07,Frank,2019-06-21,Maria,2019-06-03,Marco cleaned the garage on the 7th of June. Frank cleaned the garage on the 21st of June. Maria cleaned the garage on the 3rd of June. The first person that cleaned the garage was,2019-06-03,3rd of June,Maria
Hope,2019-07-17,Frank,2019-06-21,Aaron,2019-07-01,Hope built a desktop computer on the 17th of July. Frank built a desktop computer on the 21st of June. Aaron built a desktop computer on the 1st of July. The first person that built a desktop computer was,2019-06-21,21st of June,Frank
Emily,2019-06-04,John,2019-06-08,Steve,2019-06-16,Emily cooked lasagna on the 4th of June. John cooked lasagna on the 8th of June. Steve cooked lasagna on the 16th of June. The first person that cooked lasagna was,2019-06-04,4th of June,Emily
Bob,2019-06-20,Grant,2019-06-13,Hunter,2019-07-20,Bob arrived in the UK on the 20th of June. Grant arrived in the UK on the 13th of June. Hunter arrived in the UK on the 20th of July. The first person that arrived in the UK was,2019-06-13,13th of June,Grant
Leon,2019-07-28,Bob,2019-06-06,William,2019-06-25,Leon went to the museum on the 28th of July. Bob went to the museum on the 6th of June. William went to the museum on the 25th of June. The first person that went to the museum was,2019-06-06,6th of June,Bob
Leon,2019-07-28,Tyler,2019-06-28,Jack,2019-07-17,Leon repaired the bike on the 28th of July. Tyler repaired the bike on the 28th of June. Jack repaired the bike on the 17th of July. The first person that repaired the bike was,2019-06-28,28th of June,Tyler
Steve,2019-07-05,Andrew,2019-06-02,William,2019-07-07,Steve arrived in France on the 5th of July. Andrew arrived in France on the 2nd of June. William arrived in France on the 7th of July. The first person that arrived in France was,2019-06-02,2nd of June,Andrew
George,2019-07-21,Rose,2019-06-16,Hope,2019-07-22,George passed an exam on the 21st of July. Rose passed an exam on the 16th of June. Hope passed an exam on the 22nd of July. The first person that passed an exam was,2019-06-16,16th of June,Rose
Ian,2019-07-16,Mark,2019-07-24,Steve,2019-07-05,Ian went to the museum on the 16th of July. Mark went to the museum on the 24th of July. Steve went to the museum on the 5th of July. The first person that went to the museum was,2019-07-05,5th of July,Steve
Jason,2019-09-06,Andrew,2019-09-21,Hunter,2019-09-11,Jason arrived in France on the 6th of September. Andrew arrived in France on the 21st of September. Hunter arrived in France on the 11th of September. The first person that arrived in France was,2019-09-06,6th of September,Jason
Robert,2019-09-08,Richard,2019-08-06,Dean,2019-09-01,Robert alphabetized the bookshelf on the 8th of September. Richard alphabetized the bookshelf on the 6th of August. Dean alphabetized the bookshelf on the 1st of September. The first person that alphabetized the bookshelf was,2019-08-06,6th of August,Richard
Luke,2019-09-08,Robert,2019-09-15,Jerry,2019-08-31,Luke received a promotion on the 8th of September. Robert received a promotion on the 15th of September. Jerry received a promotion on the 31st of August. The first person that received a promotion was,2019-08-31,31st of August,Jerry
Alice,2019-09-13,Tyler,2019-08-16,Henry,2019-08-02,Alice called a friend on the 13th of September. Tyler called a friend on the 16th of August. Henry called a friend on the 2nd of August. The first person that called a friend was,2019-08-02,2nd of August,Henry
Brandon,2019-09-29,Matt,2019-08-11,Richard,2019-09-19,Brandon left for vacation on the 29th of September. Matt left for vacation on the 11th of August. Richard left for vacation on the 19th of September. The first person that left for vacation was,2019-08-11,11th of August,Matt
Jack,2019-08-23,Robert,2019-09-15,Marco,2019-08-28,Jack had a picnic on the 23rd of August. Robert had a picnic on the 15th of September. Marco had a picnic on the 28th of August. The first person that had a picnic was,2019-08-23,23rd of August,Jack
Charlie,2019-08-22,Dean,2019-08-26,Michael,2019-08-21,Charlie won a prize on the 22nd of August. Dean won a prize on the 26th of August. Michael won a prize on the 21st of August. The first person that won a prize was,2019-08-21,21st of August,Michael
Tyler,2019-08-16,Richard,2019-08-06,Marco,2019-09-09,Tyler arrived in the US on the 16th of August. Richard arrived in the US on the 6th of August. Marco arrived in the US on the 9th of September. The first person that arrived in the US was,2019-08-06,6th of August,Richard
Brandon,2019-09-29,Robert,2019-09-17,Grant,2019-08-08,Brandon mowed the lawn on the 29th of September. Robert mowed the lawn on the 17th of September. Grant mowed the lawn on the 8th of August. The first person that mowed the lawn was,2019-08-08,8th of August,Grant
Peter,2019-08-02,Robert,2019-08-29,Walker,2019-09-14,Peter painted a portrait on the 2nd of August. Robert painted a portrait on the 29th of August. Walker painted a portrait on the 14th of September. The first person that painted a portrait was,2019-08-02,2nd of August,Peter
Max,2019-08-29,Dallas,2019-09-13,Jason,2019-08-18,Max donated toys on the 29th of August. Dallas donated toys on the 13th of September. Jason donated toys on the 18th of August. The first person that donated toys was,2019-08-18,18th of August,Jason
Laura,2019-09-13,Dean,2019-09-01,Robert,2019-08-12,Laura went to the museum on the 13th of September. Dean went to the museum on the 1st of September. Robert went to the museum on the 12th of August. The first person that went to the museum was,2019-08-12,12th of August,Robert
Bob,2019-08-14,Kevin,2019-09-19,Max,2019-08-29,Bob went to a concert on the 14th of August. Kevin went to a concert on the 19th of September. Max went to a concert on the 29th of August. The first person that went to a concert was,2019-08-14,14th of August,Bob
Marco,2019-09-13,Matt,2019-08-11,Scott,2019-09-02,Marco left for vacation on the 13th of September. Matt left for vacation on the 11th of August. Scott left for vacation on the 2nd of September. The first person that left for vacation was,2019-08-11,11th of August,Matt
Henry,2019-08-15,Charlie,2019-09-12,Jason,2019-08-09,Henry arrived in the UK on the 15th of August. Charlie arrived in the UK on the 12th of September. Jason arrived in the UK on the 9th of August. The first person that arrived in the UK was,2019-08-09,9th of August,Jason
Josh,2019-09-02,Scott,2019-09-09,Luke,2019-09-21,Josh took an exam on the 2nd of September. Scott took an exam on the 9th of September. Luke took an exam on the 21st of September. The first person that took an exam was,2019-09-02,2nd of September,Josh
Aaron,2019-09-04,Richard,2019-08-06,Walker,2019-08-23,Aaron washed the dog on the 4th of September. Richard washed the dog on the 6th of August. Walker washed the dog on the 23rd of August. The first person that washed the dog was,2019-08-06,6th of August,Richard
Dean,2019-09-01,Rose,2019-09-07,Leon,2019-08-15,Dean went to a festival on the 1st of September. Rose went to a festival on the 7th of September. Leon went to a festival on the 15th of August. The first person that went to a festival was,2019-08-15,15th of August,Leon
Jack,2019-09-23,Jerry,2019-09-27,Brandon,2019-09-04,Jack arrived in Spain on the 23rd of September. Jerry arrived in Spain on the 27th of September. Brandon arrived in Spain on the 4th of September. The first person that arrived in Spain was,2019-09-04,4th of September,Brandon
Alice,2019-08-20,Frank,2019-08-22,Bob,2019-09-14,Alice took a boat on the 20th of August. Frank took a boat on the 22nd of August. Bob took a boat on the 14th of September. The first person that took a boat was,2019-08-20,20th of August,Alice
Frank,2019-09-24,Robert,2019-09-08,Kevin,2019-09-01,Frank cleaned the garage on the 24th of September. Robert cleaned the garage on the 8th of September. Kevin cleaned the garage on the 1st of September. The first person that cleaned the garage was,2019-09-01,1st of September,Kevin
Tyler,2019-08-29,Frank,2019-08-22,Richard,2019-08-06,Tyler won the lottery on the 29th of August. Frank won the lottery on the 22nd of August. Richard won the lottery on the 6th of August. The first person that won the lottery was,2019-08-06,6th of August,Richard
Andrew,2019-09-21,Robert,2019-09-15,Frank,2019-08-27,Andrew donated blood on the 21st of September. Robert donated blood on the 15th of September. Frank donated blood on the 27th of August. The first person that donated blood was,2019-08-27,27th of August,Frank
Bob,2019-09-14,Charlie,2019-09-12,Joy,2019-09-09,Bob donated blood on the 14th of September. Charlie donated blood on the 12th of September. Joy donated blood on the 9th of September. The first person that donated blood was,2019-09-09,9th of September,Joy
George,2019-09-30,Marco,2019-09-09,Emily,2019-08-15,George returned from vacation on the 30th of September. Marco returned from vacation on the 9th of September. Emily returned from vacation on the 15th of August. The first person that returned from vacation was,2019-08-15,15th of August,Emily
Hunter,2019-08-30,Dean,2019-09-01,Jerry,2019-08-10,Hunter went to a concert on the 30th of August. Dean went to a concert on the 1st of September. Jerry went to a concert on the 10th of August. The first person that went to a concert was,2019-08-10,10th of August,Jerry
Grant,2019-08-08,Michael,2019-08-05,Joy,2019-08-04,Grant got a manicure on the 8th of August. Michael got a manicure on the 5th of August. Joy got a manicure on the 4th of August. The first person that got a manicure was,2019-08-04,4th of August,Joy
Dallas,2019-09-30,Richard,2019-08-06,Aaron,2019-09-04,Dallas went to a Chinese restaurant on the 30th of September. Richard went to a Chinese restaurant on the 6th of August. Aaron went to a Chinese restaurant on the 4th of September. The first person that went to a Chinese restaurant was,2019-08-06,6th of August,Richard
Brandon,2019-09-29,Kevin,2019-08-29,Grant,2019-08-12,Brandon went to the cinema on the 29th of September. Kevin went to the cinema on the 29th of August. Grant went to the cinema on the 12th of August. The first person that went to the cinema was,2019-08-12,12th of August,Grant
Connor,2019-09-28,Jason,2019-08-06,Luke,2019-09-21,Connor reorganized the closet on the 28th of September. Jason reorganized the closet on the 6th of August. Luke reorganized the closet on the 21st of September. The first person that reorganized the closet was,2019-08-06,6th of August,Jason
Kevin,2019-08-29,Emily,2019-09-15,Grant,2019-08-08,Kevin had a barbecue on the 29th of August. Emily had a barbecue on the 15th of September. Grant had a barbecue on the 8th of August. The first person that had a barbecue was,2019-08-08,8th of August,Grant
Andrew,2019-08-22,Rachel,2019-09-27,John,2019-08-23,Andrew refinanced the mortgage on the 22nd of August. Rachel refinanced the mortgage on the 27th of September. John refinanced the mortgage on the 23rd of August. The first person that refinanced the mortgage was,2019-08-22,22nd of August,Andrew
Robert,2019-09-17,Jason,2019-09-06,Charlie,2019-08-22,Robert planted a tree on the 17th of September. Jason planted a tree on the 6th of September. Charlie planted a tree on the 22nd of August. The first person that planted a tree was,2019-08-22,22nd of August,Charlie
Grant,2019-08-07,Frank,2019-09-26,George,2019-08-24,Grant donated clothes on the 7th of August. Frank donated clothes on the 26th of September. George donated clothes on the 24th of August. The first person that donated clothes was,2019-08-07,7th of August,Grant
Maria,2019-09-15,April,2019-08-17,Robert,2019-08-12,Maria washed the car on the 15th of September. April washed the car on the 17th of August. Robert washed the car on the 12th of August. The first person that washed the car was,2019-08-12,12th of August,Robert
Andrew,2019-09-21,Henry,2019-08-15,Bob,2019-08-14,Andrew arrived in France on the 21st of September. Henry arrived in France on the 15th of August. Bob arrived in France on the 14th of August. The first person that arrived in France was,2019-08-14,14th of August,Bob
Marco,2019-09-09,William,2019-08-06,Richard,2019-09-19,Marco visited their family on the 9th of September. William visited their family on the 6th of August. Richard visited their family on the 19th of September. The first person that visited their family was,2019-08-06,6th of August,William
Richard,2019-09-19,Connor,2019-09-05,Leon,2019-09-09,Richard went to the museum on the 19th of September. Connor went to the museum on the 5th of September. Leon went to the museum on the 9th of September. The first person that went to the museum was,2019-09-05,5th of September,Connor
Grant,2019-08-12,Josh,2019-09-02,Robert,2019-08-24,Grant renovated the bathroom on the 12th of August. Josh renovated the bathroom on the 2nd of September. Robert renovated the bathroom on the 24th of August. The first person that renovated the bathroom was,2019-08-12,12th of August,Grant
Rose,2019-09-14,Jack,2019-09-23,Robert,2019-09-15,Rose visited their family on the 14th of September. Jack visited their family on the 23rd of September. Robert visited their family on the 15th of September. The first person that visited their family was,2019-09-14,14th of September,Rose
Robert,2019-09-10,Rose,2019-09-14,Tyler,2019-08-16,Robert took a bus on the 10th of September. Rose took a bus on the 14th of September. Tyler took a bus on the 16th of August. The first person that took a bus was,2019-08-16,16th of August,Tyler
Mark,2019-08-19,Andrew,2019-09-21,Jack,2019-09-06,Mark bought a new phone on the 19th of August. Andrew bought a new phone on the 21st of September. Jack bought a new phone on the 6th of September. The first person that bought a new phone was,2019-08-19,19th of August,Mark
Jason,2019-08-18,Joy,2019-08-04,Maria,2019-09-13,Jason took a bus on the 18th of August. Joy took a bus on the 4th of August. Maria took a bus on the 13th of September. The first person that took a bus was,2019-08-04,4th of August,Joy
John,2019-08-23,Kevin,2019-09-18,Henry,2019-08-02,John went to a Mexican restaurant on the 23rd of August. Kevin went to a Mexican restaurant on the 18th of September. Henry went to a Mexican restaurant on the 2nd of August. The first person that went to a Mexican restaurant was,2019-08-02,2nd of August,Henry
Brandon,2019-09-08,Rose,2019-09-28,Bob,2019-08-14,Brandon attended a wedding on the 8th of September. Rose attended a wedding on the 28th of September. Bob attended a wedding on the 14th of August. The first person that attended a wedding was,2019-08-14,14th of August,Bob
Neil,2019-08-05,Robert,2019-09-15,Scott,2019-09-09,Neil moved to a new city on the 5th of August. Robert moved to a new city on the 15th of September. Scott moved to a new city on the 9th of September. The first person that moved to a new city was,2019-08-05,5th of August,Neil
Scott,2019-09-02,Maria,2019-09-15,Jerry,2019-08-10,Scott won a prize on the 2nd of September. Maria won a prize on the 15th of September. Jerry won a prize on the 10th of August. The first person that won a prize was,2019-08-10,10th of August,Jerry
Jason,2019-08-09,Laura,2019-09-13,Hope,2019-09-16,Jason bought a new car on the 9th of August. Laura bought a new car on the 13th of September. Hope bought a new car on the 16th of September. The first person that bought a new car was,2019-08-09,9th of August,Jason
Dallas,2019-09-05,Jack,2019-08-23,Jason,2019-08-06,Dallas won the lottery on the 5th of September. Jack won the lottery on the 23rd of August. Jason won the lottery on the 6th of August. The first person that won the lottery was,2019-08-06,6th of August,Jason
Brandon,2019-09-29,Dean,2019-08-16,Robert,2019-08-13,Brandon purchased a new laptop on the 29th of September. Dean purchased a new laptop on the 16th of August. Robert purchased a new laptop on the 13th of August. The first person that purchased a new laptop was,2019-08-13,13th of August,Robert
Steve,2019-08-16,Kevin,2019-09-14,Henry,2019-08-15,Steve won a contest on the 16th of August. Kevin won a contest on the 14th of September. Henry won a contest on the 15th of August. The first person that won a contest was,2019-08-15,15th of August,Henry
Brandon,2019-09-29,Marco,2019-09-09,Dean,2019-09-01,Brandon harvested a garden on the 29th of September. Marco harvested a garden on the 9th of September. Dean harvested a garden on the 1st of September. The first person that harvested a garden was,2019-09-01,1st of September,Dean
George,2019-08-24,Henry,2019-08-15,Aaron,2019-09-04,George purchased a new laptop on the 24th of August. Henry purchased a new laptop on the 15th of August. Aaron purchased a new laptop on the 4th of September. The first person that purchased a new laptop was,2019-08-15,15th of August,Henry
Scott,2019-09-09,Kyle,2019-09-21,Frank,2019-09-24,Scott ran a marathon on the 9th of September. Kyle ran a marathon on the 21st of September. Frank ran a marathon on the 24th of September. The first person that ran a marathon was,2019-09-09,9th of September,Scott
Max,2019-08-29,Walker,2019-09-26,Frank,2019-09-24,Max had a picnic on the 29th of August. Walker had a picnic on the 26th of September. Frank had a picnic on the 24th of September. The first person that had a picnic was,2019-08-29,29th of August,Max
Robert,2019-08-15,Connor,2019-09-28,Hope,2019-09-10,Robert went to the gym on the 15th of August. Connor went to the gym on the 28th of September. Hope went to the gym on the 10th of September. The first person that went to the gym was,2019-08-15,15th of August,Robert
William,2019-08-06,Hope,2019-09-16,Leon,2019-09-25,William alphabetized the bookshelf on the 6th of August. Hope alphabetized the bookshelf on the 16th of September. Leon alphabetized the bookshelf on the 25th of September. The first person that alphabetized the bookshelf was,2019-08-06,6th of August,William
Brandon,2019-09-10,Alice,2019-09-13,Max,2019-08-05,Brandon cooked lasagna on the 10th of September. Alice cooked lasagna on the 13th of September. Max cooked lasagna on the 5th of August. The first person that cooked lasagna was,2019-08-05,5th of August,Max
Jerry,2019-08-23,Leon,2019-08-15,Luke,2019-09-08,Jerry attended a funeral on the 23rd of August. Leon attended a funeral on the 15th of August. Luke attended a funeral on the 8th of September. The first person that attended a funeral was,2019-08-15,15th of August,Leon
Leon,2019-09-25,Steve,2019-08-04,Scott,2019-09-02,Leon harvested a garden on the 25th of September. Steve harvested a garden on the 4th of August. Scott harvested a garden on the 2nd of September. The first person that harvested a garden was,2019-08-04,4th of August,Steve
George,2019-09-30,Bob,2019-08-14,Charlie,2019-08-22,George arrived in France on the 30th of September. Bob arrived in France on the 14th of August. Charlie arrived in France on the 22nd of August. The first person that arrived in France was,2019-08-14,14th of August,Bob
Leon,2019-08-15,Fred,2019-09-15,Alex,2019-08-10,Leon won a prize on the 15th of August. Fred won a prize on the 15th of September. Alex won a prize on the 10th of August. The first person that won a prize was,2019-08-10,10th of August,Alex
April,2019-08-08,Mark,2019-08-02,Walker,2019-08-30,April renovated the kitchen on the 8th of August. Mark renovated the kitchen on the 2nd of August. Walker renovated the kitchen on the 30th of August. The first person that renovated the kitchen was,2019-08-02,2nd of August,Mark
Alice,2019-08-20,George,2019-08-24,Hope,2019-09-10,Alice harvested a garden on the 20th of August. George harvested a garden on the 24th of August. Hope harvested a garden on the 10th of September. The first person that harvested a garden was,2019-08-20,20th of August,Alice
Leon,2019-08-23,Walker,2019-09-26,Brandon,2019-09-04,Leon arrived in Canada on the 23rd of August. Walker arrived in Canada on the 26th of September. Brandon arrived in Canada on the 4th of September. The first person that arrived in Canada was,2019-08-23,23rd of August,Leon
