name_1,period_length_1,period_str_1,name_2,period_length_2,period_str_2,name_3,period_length_3,period_str_3,context,period_type,correct_period_str,correct_period_length,correct_answer
John,4.0,every 4 days,Jason,2.0,every other day,Charlie,1.1666666666666667,six times a week,John bakes a cake every 4 days. Jason bakes a cake every other day. Charlie bakes a cake six times a week. The person who bakes a cake more often is,days,six times a week,1.1666666666666667,Charlie
Laura,60.833333333333336,six times a year,Grant,150.0,every 5 months,Tyler,120.0,every 4 months,Laura goes on a business trip six times a year. Grant goes on a business trip every 5 months. Tyler goes on a business trip every 4 months. The person who goes on a business trip more often is,months,six times a year,60.833333333333336,Laura
Mark,1.75,four times a week,Blake,1.0,daily,Dean,5.0,every 5 days,Mark watches a movie four times a week. Blake watches a movie daily. Dean watches a movie every 5 days. The person who watches a movie more often is,days,daily,1.0,Blake
Ian,1.1666666666666667,six times a week,Charlie,1.0,daily,Kyle,3.5,twice a week,Ian walks the dog six times a week. Charlie walks the dog daily. Kyle walks the dog twice a week. The person who walks the dog more often is,days,daily,1.0,Charlie
Jason,1.0,daily,Alex,2.3333333333333335,three times a week,Kyle,3.5,twice a week,Jason goes for a swim daily. Alex goes for a swim three times a week. Kyle goes for a swim twice a week. The person who goes for a swim more often is,days,daily,1.0,Jason
Frank,91.25,four times a year,Blake,150.0,every 5 months,Tyler,60.0,every other month,Frank visits India four times a year. Blake visits India every 5 months. Tyler visits India every other month. The person who visits India more often is,months,every other month,60.0,Tyler
Walker,91.25,four times a year,Peter,120.0,every 4 months,John,182.5,twice a year,Walker attends a festival four times a year. Peter attends a festival every 4 months. John attends a festival twice a year. The person who attends a festival more often is,months,four times a year,91.25,Walker
Fred,60.833333333333336,six times a year,Martin,182.5,twice a year,Rachel,365.0,every year,Fred bakes a cake six times a year. Martin bakes a cake twice a year. Rachel bakes a cake every year. The person who bakes a cake more often is,months,six times a year,60.833333333333336,Fred
Marco,73.0,five times a year,John,182.5,twice a year,Fred,180.0,every 6 months,Marco throws a party five times a year. John throws a party twice a year. Fred throws a party every 6 months. The person who throws a party more often is,months,five times a year,73.0,Marco
Aaron,1.0,every day,Luke,5.0,every 5 days,Joy,6.0,every 6 days,Aaron goes for a swim every day. Luke goes for a swim every 5 days. Joy goes for a swim every 6 days. The person who goes for a swim more often is,days,every day,1.0,Aaron
Mark,1.0,daily,Kyle,3.5,twice a week,Henry,1.1666666666666667,six times a week,Mark changes the bed sheets daily. Kyle changes the bed sheets twice a week. Henry changes the bed sheets six times a week. The person who changes the bed sheets more often is,days,daily,1.0,Mark
Peter,1.4,five times a week,Kyle,7.0,every week,Mark,4.0,every 4 days,Peter visits their grandparents five times a week. Kyle visits their grandparents every week. Mark visits their grandparents every 4 days. The person who visits their grandparents more often is,days,five times a week,1.4,Peter
Connor,2.3333333333333335,three times a week,Hope,3.5,twice a week,Rachel,1.0,every day,Connor plays soccer three times a week. Hope plays soccer twice a week. Rachel plays soccer every day. The person who plays soccer more often is,days,every day,1.0,Rachel
Jack,1095.0,every 3 years,Peter,2190.0,every 6 years,Kevin,730.0,every two years,Jack donates to charity every 3 years. Peter donates to charity every 6 years. Kevin donates to charity every two years. The person who donates to charity more often is,years,every two years,730.0,Kevin
Scott,1.4,five times a week,Peter,1.75,four times a week,Tyler,2.0,every other day,Scott bakes a cake five times a week. Peter bakes a cake four times a week. Tyler bakes a cake every other day. The person who bakes a cake more often is,days,five times a week,1.4,Scott
Rose,30.0,monthly,Kyle,120.0,every 4 months,Maria,91.25,four times a year,Rose attends a conference monthly. Kyle attends a conference every 4 months. Maria attends a conference four times a year. The person who attends a conference more often is,months,monthly,30.0,Rose
Walker,1095.0,every 3 years,Marco,365.0,every other year,Alex,2190.0,every 6 years,Walker visits India every 3 years. Marco visits India every other year. Alex visits India every 6 years. The person who visits India more often is,years,every other year,365.0,Marco
Steve,1.1666666666666667,six times a week,Blake,4.0,every 4 days,Ryan,2.3333333333333335,three times a week,Steve goes shopping six times a week. Blake goes shopping every 4 days. Ryan goes shopping three times a week. The person who goes shopping more often is,days,six times a week,1.1666666666666667,Steve
Hunter,60.0,every other month,Fred,30.0,monthly,Ian,60.833333333333336,six times a year,Hunter bakes a cake every other month. Fred bakes a cake monthly. Ian bakes a cake six times a year. The person who bakes a cake more often is,months,monthly,30.0,Fred
William,3.0,every 3 days,Steve,7.0,every week,Robert,1.75,four times a week,William plays basketball every 3 days. Steve plays basketball every week. Robert plays basketball four times a week. The person who plays basketball more often is,days,four times a week,1.75,Robert
Maria,1.4,five times a week,Connor,2.3333333333333335,three times a week,Peter,3.5,twice a week,Maria does the laundry five times a week. Connor does the laundry three times a week. Peter does the laundry twice a week. The person who does the laundry more often is,days,five times a week,1.4,Maria
Henry,4.0,every 4 days,John,3.5,twice a week,Max,1.75,four times a week,Henry goes shopping every 4 days. John goes shopping twice a week. Max goes shopping four times a week. The person who goes shopping more often is,days,four times a week,1.75,Max
Maria,2.3333333333333335,three times a week,Marco,4.0,every 4 days,Brandon,5.0,every 5 days,Maria goes shopping three times a week. Marco goes shopping every 4 days. Brandon goes shopping every 5 days. The person who goes shopping more often is,days,three times a week,2.3333333333333335,Maria
Brandon,365.0,every year,Andrew,730.0,every two years,Ryan,1460.0,every 4 years,Brandon renews their driver's license every year. Andrew renews their driver's license every two years. Ryan renews their driver's license every 4 years. The person who renews their driver's license more often is,years,every year,365.0,Brandon
Ian,182.5,twice a year,William,91.25,four times a year,George,120.0,every 4 months,Ian throws a party twice a year. William throws a party four times a year. George throws a party every 4 months. The person who throws a party more often is,months,four times a year,91.25,William
George,1.0,every day,Walker,1.75,four times a week,Martin,6.0,every 6 days,George plays basketball every day. Walker plays basketball four times a week. Martin plays basketball every 6 days. The person who plays basketball more often is,days,every day,1.0,George
Mark,1460.0,every 4 years,Frank,1825.0,every 5 years,Charlie,1095.0,every 3 years,Mark renews their driver's license every 4 years. Frank renews their driver's license every 5 years. Charlie renews their driver's license every 3 years. The person who renews their driver's license more often is,years,every 3 years,1095.0,Charlie
Grant,6.0,every 6 days,Jason,3.0,every 3 days,Ian,1.0,every day,Grant plays basketball every 6 days. Jason plays basketball every 3 days. Ian plays basketball every day. The person who plays basketball more often is,days,every day,1.0,Ian
Matt,5.0,six times a month,Connor,7.0,every week,Henry,14.0,every other week,Matt goes hiking six times a month. Connor goes hiking every week. Henry goes hiking every other week. The person who goes hiking more often is,weeks,six times a month,5.0,Matt
Aaron,1.75,four times a week,Emily,1.1666666666666667,six times a week,Rachel,3.0,every 3 days,Aaron goes for a run four times a week. Emily goes for a run six times a week. Rachel goes for a run every 3 days. The person who goes for a run more often is,days,six times a week,1.1666666666666667,Emily
Tyler,120.0,every 4 months,Henry,180.0,every 6 months,Emily,73.0,five times a year,Tyler votes in the elections every 4 months. Henry votes in the elections every 6 months. Emily votes in the elections five times a year. The person who votes in the elections more often is,months,five times a year,73.0,Emily
Ian,1.0,every day,Martin,2.0,every other day,Jack,3.5,twice a week,Ian reads the newspaper every day. Martin reads the newspaper every other day. Jack reads the newspaper twice a week. The person who reads the newspaper more often is,days,every day,1.0,Ian
Brandon,121.66666666666667,three times a year,Joy,180.0,every 6 months,Peter,91.25,four times a year,Brandon mows the lawn three times a year. Joy mows the lawn every 6 months. Peter mows the lawn four times a year. The person who mows the lawn more often is,months,four times a year,91.25,Peter
Leon,5.0,every 5 days,Peter,6.0,every 6 days,Ian,1.75,four times a week,Leon goes shopping every 5 days. Peter goes shopping every 6 days. Ian goes shopping four times a week. The person who goes shopping more often is,days,four times a week,1.75,Ian
Matt,30.0,monthly,Emily,120.0,every 4 months,Kyle,365.0,every year,Matt donates to charity monthly. Emily donates to charity every 4 months. Kyle donates to charity every year. The person who donates to charity more often is,months,monthly,30.0,Matt
Jason,60.0,every two months,Ian,60.833333333333336,six times a year,Emily,180.0,every 6 months,Jason goes to the dentist every two months. Ian goes to the dentist six times a year. Emily goes to the dentist every 6 months. The person who goes to the dentist more often is,months,every two months,60.0,Jason
Dean,121.66666666666667,three times a year,Ryan,60.0,every other month,Charlie,180.0,every 6 months,Dean visits the US three times a year. Ryan visits the US every other month. Charlie visits the US every 6 months. The person who visits the US more often is,months,every other month,60.0,Ryan
Kyle,120.0,every 4 months,Max,365.0,every year,Alice,180.0,every 6 months,Kyle attends a festival every 4 months. Max attends a festival every year. Alice attends a festival every 6 months. The person who attends a festival more often is,months,every 4 months,120.0,Kyle
Blake,1.0,daily,Peter,1.4,five times a week,Hunter,7.0,every week,Blake plays volleyball daily. Peter plays volleyball five times a week. Hunter plays volleyball every week. The person who plays volleyball more often is,days,daily,1.0,Blake
Max,35.0,every 5 weeks,Rachel,42.0,every 6 weeks,Marco,28.0,every 4 weeks,Max throws a party every 5 weeks. Rachel throws a party every 6 weeks. Marco throws a party every 4 weeks. The person who throws a party more often is,weeks,every 4 weeks,28.0,Marco
Leon,60.833333333333336,six times a year,Josh,73.0,five times a year,Dallas,60.0,every two months,Leon visits their grandparents six times a year. Josh visits their grandparents five times a year. Dallas visits their grandparents every two months. The person who visits their grandparents more often is,months,every two months,60.0,Dallas
Joy,365.0,every year,Frank,1825.0,every 5 years,Ian,1095.0,every 3 years,Joy attends a concert every year. Frank attends a concert every 5 years. Ian attends a concert every 3 years. The person who attends a concert more often is,years,every year,365.0,Joy
Mark,60.0,every two months,George,120.0,every 4 months,Bob,121.66666666666667,three times a year,Mark mows the lawn every two months. George mows the lawn every 4 months. Bob mows the lawn three times a year. The person who mows the lawn more often is,months,every two months,60.0,Mark
Luke,2.0,every other day,Andrew,1.75,four times a week,Jerry,4.0,every 4 days,Luke goes for a swim every other day. Andrew goes for a swim four times a week. Jerry goes for a swim every 4 days. The person who goes for a swim more often is,days,four times a week,1.75,Andrew
Josh,30.0,every month,Jason,10.0,three times a month,Tyler,14.0,every other week,Josh donates to charity every month. Jason donates to charity three times a month. Tyler donates to charity every other week. The person who donates to charity more often is,weeks,three times a month,10.0,Jason
Mark,5.0,six times a month,Brandon,7.0,every week,Rose,28.0,every 4 weeks,Mark plays tennis six times a month. Brandon plays tennis every week. Rose plays tennis every 4 weeks. The person who plays tennis more often is,weeks,six times a month,5.0,Mark
Peter,1.1666666666666667,six times a week,Rose,3.0,every 3 days,Steve,1.0,every day,Peter plays tennis six times a week. Rose plays tennis every 3 days. Steve plays tennis every day. The person who plays tennis more often is,days,every day,1.0,Steve
Emily,730.0,every two years,Frank,1825.0,every 5 years,Matt,1460.0,every 4 years,Emily visits the US every two years. Frank visits the US every 5 years. Matt visits the US every 4 years. The person who visits the US more often is,years,every two years,730.0,Emily
Emily,180.0,every 6 months,Richard,30.0,monthly,John,60.0,every other month,Emily visits the doctor every 6 months. Richard visits the doctor monthly. John visits the doctor every other month. The person who visits the doctor more often is,months,monthly,30.0,Richard
Andrew,1.75,four times a week,Kyle,1.0,daily,Ryan,5.0,every 5 days,Andrew plays tennis four times a week. Kyle plays tennis daily. Ryan plays tennis every 5 days. The person who plays tennis more often is,days,daily,1.0,Kyle
Kevin,14.0,every other week,Peter,35.0,every 5 weeks,Rose,28.0,every 4 weeks,Kevin plays tennis every other week. Peter plays tennis every 5 weeks. Rose plays tennis every 4 weeks. The person who plays tennis more often is,weeks,every other week,14.0,Kevin
Bob,10.0,three times a month,Tyler,7.5,four times a month,Josh,30.0,every month,Bob goes hiking three times a month. Tyler goes hiking four times a month. Josh goes hiking every month. The person who goes hiking more often is,weeks,four times a month,7.5,Tyler
Robert,91.25,four times a year,Dean,90.0,every 3 months,Hunter,30.0,monthly,Robert attends a workshop four times a year. Dean attends a workshop every 3 months. Hunter attends a workshop monthly. The person who attends a workshop more often is,months,monthly,30.0,Hunter
Blake,1.0,every day,Martin,1.75,four times a week,Rachel,3.0,every 3 days,Blake refuels the car every day. Martin refuels the car four times a week. Rachel refuels the car every 3 days. The person who refuels the car more often is,days,every day,1.0,Blake
April,5.0,six times a month,William,6.0,five times a month,Alice,42.0,every 6 weeks,April visits their grandparents six times a month. William visits their grandparents five times a month. Alice visits their grandparents every 6 weeks. The person who visits their grandparents more often is,weeks,six times a month,5.0,April
Henry,7.5,four times a month,Kyle,5.0,six times a month,Steve,14.0,every other week,Henry takes out the trash four times a month. Kyle takes out the trash six times a month. Steve takes out the trash every other week. The person who takes out the trash more often is,weeks,six times a month,5.0,Kyle
Brandon,91.25,four times a year,Hunter,60.0,every two months,Rachel,121.66666666666667,three times a year,Brandon goes on a business trip four times a year. Hunter goes on a business trip every two months. Rachel goes on a business trip three times a year. The person who goes on a business trip more often is,months,every two months,60.0,Hunter
Dallas,2.0,every other day,Aaron,3.5,twice a week,Scott,1.75,four times a week,Dallas goes to the gym every other day. Aaron goes to the gym twice a week. Scott goes to the gym four times a week. The person who goes to the gym more often is,days,four times a week,1.75,Scott
Marco,14.0,every other week,Jason,35.0,every 5 weeks,Aaron,7.0,every week,Marco visits their grandparents every other week. Jason visits their grandparents every 5 weeks. Aaron visits their grandparents every week. The person who visits their grandparents more often is,weeks,every week,7.0,Aaron
Fred,6.0,every 6 days,Martin,1.4,five times a week,Jack,3.5,twice a week,Fred plays basketball every 6 days. Martin plays basketball five times a week. Jack plays basketball twice a week. The person who plays basketball more often is,days,five times a week,1.4,Martin
Dean,3.5,twice a week,Rose,2.3333333333333335,three times a week,Matt,1.1666666666666667,six times a week,Dean waters the plants twice a week. Rose waters the plants three times a week. Matt waters the plants six times a week. The person who waters the plants more often is,days,six times a week,1.1666666666666667,Matt
Dallas,60.0,every two months,Michael,30.0,monthly,Max,120.0,every 4 months,Dallas attends a festival every two months. Michael attends a festival monthly. Max attends a festival every 4 months. The person who attends a festival more often is,months,monthly,30.0,Michael
William,730.0,every two years,Kevin,1460.0,every 4 years,Emily,1825.0,every 5 years,William goes to a funeral every two years. Kevin goes to a funeral every 4 years. Emily goes to a funeral every 5 years. The person who goes to a funeral more often is,years,every two years,730.0,William
Jason,1.0,daily,Joy,6.0,every 6 days,Henry,4.0,every 4 days,Jason waters the plants daily. Joy waters the plants every 6 days. Henry waters the plants every 4 days. The person who waters the plants more often is,days,daily,1.0,Jason
Charlie,1.1666666666666667,six times a week,Neil,3.0,every 3 days,Joy,6.0,every 6 days,Charlie does the laundry six times a week. Neil does the laundry every 3 days. Joy does the laundry every 6 days. The person who does the laundry more often is,days,six times a week,1.1666666666666667,Charlie
Ian,1.0,every day,Henry,7.0,every week,Jason,1.4,five times a week,Ian plays tennis every day. Henry plays tennis every week. Jason plays tennis five times a week. The person who plays tennis more often is,days,every day,1.0,Ian
Max,365.0,every year,Charlie,182.5,twice a year,Rachel,150.0,every 5 months,Max goes to the dentist every year. Charlie goes to the dentist twice a year. Rachel goes to the dentist every 5 months. The person who goes to the dentist more often is,months,every 5 months,150.0,Rachel
Grant,60.0,every other month,Mark,182.5,twice a year,Brandon,121.66666666666667,three times a year,Grant goes hiking every other month. Mark goes hiking twice a year. Brandon goes hiking three times a year. The person who goes hiking more often is,months,every other month,60.0,Grant
Alice,30.0,monthly,Blake,150.0,every 5 months,Aaron,60.0,every two months,Alice bakes a cake monthly. Blake bakes a cake every 5 months. Aaron bakes a cake every two months. The person who bakes a cake more often is,months,monthly,30.0,Alice
Emily,90.0,every 3 months,Luke,60.0,every two months,John,180.0,every 6 months,Emily attends a concert every 3 months. Luke attends a concert every two months. John attends a concert every 6 months. The person who attends a concert more often is,months,every two months,60.0,Luke
Dallas,121.66666666666667,three times a year,Maria,60.833333333333336,six times a year,Henry,180.0,every 6 months,Dallas visits the US three times a year. Maria visits the US six times a year. Henry visits the US every 6 months. The person who visits the US more often is,months,six times a year,60.833333333333336,Maria
Marco,365.0,every other year,April,1095.0,every 3 years,Joy,1460.0,every 4 years,Marco visits Europe every other year. April visits Europe every 3 years. Joy visits Europe every 4 years. The person who visits Europe more often is,years,every other year,365.0,Marco
Andrew,4.0,every 4 days,Martin,6.0,every 6 days,Kyle,2.3333333333333335,three times a week,Andrew takes out the trash every 4 days. Martin takes out the trash every 6 days. Kyle takes out the trash three times a week. The person who takes out the trash more often is,days,three times a week,2.3333333333333335,Kyle
George,60.0,every two months,Grant,60.833333333333336,six times a year,Emily,73.0,five times a year,George donates to charity every two months. Grant donates to charity six times a year. Emily donates to charity five times a year. The person who donates to charity more often is,months,every two months,60.0,George
Richard,6.0,five times a month,Josh,30.0,every month,Marco,14.0,every other week,Richard walks the dog five times a month. Josh walks the dog every month. Marco walks the dog every other week. The person who walks the dog more often is,weeks,five times a month,6.0,Richard
Charlie,6.0,every 6 days,Martin,1.4,five times a week,John,1.0,daily,Charlie changes the bed sheets every 6 days. Martin changes the bed sheets five times a week. John changes the bed sheets daily. The person who changes the bed sheets more often is,days,daily,1.0,John
April,30.0,monthly,Max,73.0,five times a year,Connor,60.0,every other month,April visits Europe monthly. Max visits Europe five times a year. Connor visits Europe every other month. The person who visits Europe more often is,months,monthly,30.0,April
Aaron,1.0,every day,Leon,6.0,every 6 days,Martin,1.75,four times a week,Aaron plays basketball every day. Leon plays basketball every 6 days. Martin plays basketball four times a week. The person who plays basketball more often is,days,every day,1.0,Aaron
Grant,1460.0,every 4 years,Alex,365.0,every year,Steve,1825.0,every 5 years,Grant visits France every 4 years. Alex visits France every year. Steve visits France every 5 years. The person who visits France more often is,years,every year,365.0,Alex
Peter,120.0,every 4 months,Rachel,60.0,every two months,Fred,90.0,every 3 months,Peter goes to the dentist every 4 months. Rachel goes to the dentist every two months. Fred goes to the dentist every 3 months. The person who goes to the dentist more often is,months,every two months,60.0,Rachel
Marco,6.0,every 6 days,Henry,1.1666666666666667,six times a week,Kyle,5.0,every 5 days,Marco plays tennis every 6 days. Henry plays tennis six times a week. Kyle plays tennis every 5 days. The person who plays tennis more often is,days,six times a week,1.1666666666666667,Henry
Mark,182.5,twice a year,Emily,90.0,every 3 months,Steve,91.25,four times a year,Mark donates to charity twice a year. Emily donates to charity every 3 months. Steve donates to charity four times a year. The person who donates to charity more often is,months,every 3 months,90.0,Emily
Martin,90.0,every 3 months,Max,120.0,every 4 months,Dallas,60.0,every other month,Martin attends a conference every 3 months. Max attends a conference every 4 months. Dallas attends a conference every other month. The person who attends a conference more often is,months,every other month,60.0,Dallas
Laura,73.0,five times a year,Josh,365.0,every year,Tyler,60.0,every two months,Laura votes in the elections five times a year. Josh votes in the elections every year. Tyler votes in the elections every two months. The person who votes in the elections more often is,months,every two months,60.0,Tyler
Charlie,5.0,every 5 days,Alex,1.4,five times a week,Max,6.0,every 6 days,Charlie refuels the car every 5 days. Alex refuels the car five times a week. Max refuels the car every 6 days. The person who refuels the car more often is,days,five times a week,1.4,Alex
Kevin,1.0,daily,Michael,4.0,every 4 days,Jason,2.0,every other day,Kevin walks the dog daily. Michael walks the dog every 4 days. Jason walks the dog every other day. The person who walks the dog more often is,days,daily,1.0,Kevin
Connor,35.0,every 5 weeks,Walker,21.0,every 3 weeks,Robert,7.0,every week,Connor changes the bed sheets every 5 weeks. Walker changes the bed sheets every 3 weeks. Robert changes the bed sheets every week. The person who changes the bed sheets more often is,weeks,every week,7.0,Robert
William,1460.0,every 4 years,Kevin,1825.0,every 5 years,Tyler,730.0,every two years,William attends a concert every 4 years. Kevin attends a concert every 5 years. Tyler attends a concert every two years. The person who attends a concert more often is,years,every two years,730.0,Tyler
Rose,60.833333333333336,six times a year,Michael,30.0,monthly,Emily,120.0,every 4 months,Rose goes on a business trip six times a year. Michael goes on a business trip monthly. Emily goes on a business trip every 4 months. The person who goes on a business trip more often is,months,monthly,30.0,Michael
George,6.0,every 6 days,Dallas,2.0,every other day,Henry,1.1666666666666667,six times a week,George goes for a swim every 6 days. Dallas goes for a swim every other day. Henry goes for a swim six times a week. The person who goes for a swim more often is,days,six times a week,1.1666666666666667,Henry
Blake,42.0,every 6 weeks,Emily,10.0,three times a month,Hunter,28.0,every 4 weeks,Blake goes hiking every 6 weeks. Emily goes hiking three times a month. Hunter goes hiking every 4 weeks. The person who goes hiking more often is,weeks,three times a month,10.0,Emily
Martin,2.0,every other day,John,1.0,every day,Dallas,5.0,every 5 days,Martin plays soccer every other day. John plays soccer every day. Dallas plays soccer every 5 days. The person who plays soccer more often is,days,every day,1.0,John
Ryan,2190.0,every 6 years,John,365.0,every year,Peter,730.0,every two years,Ryan visits the US every 6 years. John visits the US every year. Peter visits the US every two years. The person who visits the US more often is,years,every year,365.0,John
Joy,35.0,every 5 weeks,Laura,42.0,every 6 weeks,Robert,7.0,every week,Joy attends a concert every 5 weeks. Laura attends a concert every 6 weeks. Robert attends a concert every week. The person who attends a concert more often is,weeks,every week,7.0,Robert
Robert,150.0,every 5 months,George,60.833333333333336,six times a year,Tyler,120.0,every 4 months,Robert bakes a cake every 5 months. George bakes a cake six times a year. Tyler bakes a cake every 4 months. The person who bakes a cake more often is,months,six times a year,60.833333333333336,George
Neil,6.0,five times a month,Martin,7.0,every week,Hunter,28.0,every 4 weeks,Neil plays basketball five times a month. Martin plays basketball every week. Hunter plays basketball every 4 weeks. The person who plays basketball more often is,weeks,five times a month,6.0,Neil
Brandon,6.0,every 6 days,Aaron,7.0,every week,Dean,5.0,every 5 days,Brandon goes to the gym every 6 days. Aaron goes to the gym every week. Dean goes to the gym every 5 days. The person who goes to the gym more often is,days,every 5 days,5.0,Dean
Robert,73.0,five times a year,Frank,60.833333333333336,six times a year,April,150.0,every 5 months,Robert mows the lawn five times a year. Frank mows the lawn six times a year. April mows the lawn every 5 months. The person who mows the lawn more often is,months,six times a year,60.833333333333336,Frank
Jason,7.0,every week,Henry,14.0,every other week,Bob,7.5,four times a month,Jason walks the dog every week. Henry walks the dog every other week. Bob walks the dog four times a month. The person who walks the dog more often is,weeks,every week,7.0,Jason
Aaron,42.0,every 6 weeks,Alice,21.0,every 3 weeks,Robert,5.0,six times a month,Aaron walks the dog every 6 weeks. Alice walks the dog every 3 weeks. Robert walks the dog six times a month. The person who walks the dog more often is,weeks,six times a month,5.0,Robert
Brandon,6.0,five times a month,Ian,42.0,every 6 weeks,Alex,5.0,six times a month,Brandon attends a festival five times a month. Ian attends a festival every 6 weeks. Alex attends a festival six times a month. The person who attends a festival more often is,weeks,six times a month,5.0,Alex
Blake,2.3333333333333335,three times a week,Tyler,2.0,every other day,Dallas,1.0,every day,Blake plays volleyball three times a week. Tyler plays volleyball every other day. Dallas plays volleyball every day. The person who plays volleyball more often is,days,every day,1.0,Dallas
Alex,2190.0,every 6 years,William,730.0,every two years,Emily,365.0,every year,Alex votes in the elections every 6 years. William votes in the elections every two years. Emily votes in the elections every year. The person who votes in the elections more often is,years,every year,365.0,Emily
Grant,120.0,every 4 months,Josh,365.0,every year,Bob,182.5,twice a year,Grant attends a concert every 4 months. Josh attends a concert every year. Bob attends a concert twice a year. The person who attends a concert more often is,months,every 4 months,120.0,Grant
Kyle,5.0,every 5 days,Maria,2.3333333333333335,three times a week,Neil,3.0,every 3 days,Kyle goes to the gym every 5 days. Maria goes to the gym three times a week. Neil goes to the gym every 3 days. The person who goes to the gym more often is,days,three times a week,2.3333333333333335,Maria
Leon,5.0,every 5 days,Kyle,1.0,daily,Fred,6.0,every 6 days,Leon walks the dog every 5 days. Kyle walks the dog daily. Fred walks the dog every 6 days. The person who walks the dog more often is,days,daily,1.0,Kyle
Jason,1.4,five times a week,Connor,1.1666666666666667,six times a week,Rose,2.3333333333333335,three times a week,Jason refuels the car five times a week. Connor refuels the car six times a week. Rose refuels the car three times a week. The person who refuels the car more often is,days,six times a week,1.1666666666666667,Connor
Charlie,1.0,daily,Hope,1.4,five times a week,Hunter,1.75,four times a week,Charlie watches a movie daily. Hope watches a movie five times a week. Hunter watches a movie four times a week. The person who watches a movie more often is,days,daily,1.0,Charlie
Grant,6.0,every 6 days,Scott,1.1666666666666667,six times a week,Steve,1.0,every day,Grant walks the dog every 6 days. Scott walks the dog six times a week. Steve walks the dog every day. The person who walks the dog more often is,days,every day,1.0,Steve
Luke,5.0,six times a month,Henry,14.0,every other week,Josh,7.0,every week,Luke walks the dog six times a month. Henry walks the dog every other week. Josh walks the dog every week. The person who walks the dog more often is,weeks,six times a month,5.0,Luke
Ryan,1460.0,every 4 years,Steve,1825.0,every 5 years,Connor,730.0,every two years,Ryan attends a conference every 4 years. Steve attends a conference every 5 years. Connor attends a conference every two years. The person who attends a conference more often is,years,every two years,730.0,Connor
Scott,2.0,every other day,Connor,2.3333333333333335,three times a week,Rose,1.0,every day,Scott takes out the trash every other day. Connor takes out the trash three times a week. Rose takes out the trash every day. The person who takes out the trash more often is,days,every day,1.0,Rose
Grant,60.833333333333336,six times a year,Steve,91.25,four times a year,Emily,120.0,every 4 months,Grant throws a party six times a year. Steve throws a party four times a year. Emily throws a party every 4 months. The person who throws a party more often is,months,six times a year,60.833333333333336,Grant
Alice,42.0,every 6 weeks,Connor,30.0,every month,Jason,7.0,every week,Alice waters the plants every 6 weeks. Connor waters the plants every month. Jason waters the plants every week. The person who waters the plants more often is,weeks,every week,7.0,Jason
Hope,5.0,six times a month,Mark,15.0,twice a month,Charlie,21.0,every 3 weeks,Hope waters the plants six times a month. Mark waters the plants twice a month. Charlie waters the plants every 3 weeks. The person who waters the plants more often is,weeks,six times a month,5.0,Hope
Josh,7.0,every week,Charlie,4.0,every 4 days,Laura,1.0,daily,Josh buys groceries every week. Charlie buys groceries every 4 days. Laura buys groceries daily. The person who buy groceries more often is,days,daily,1.0,Laura
Jerry,2.0,every other day,Peter,1.1666666666666667,six times a week,Charlie,4.0,every 4 days,Jerry buys groceries every other day. Peter buys groceries six times a week. Charlie buys groceries every 4 days. The person who buy groceries more often is,days,six times a week,1.1666666666666667,Peter
Ian,5.0,every 5 days,Frank,3.0,every 3 days,Kevin,6.0,every 6 days,Ian refuels the car every 5 days. Frank refuels the car every 3 days. Kevin refuels the car every 6 days. The person who refuels the car more often is,days,every 3 days,3.0,Frank
Scott,21.0,every 3 weeks,Aaron,7.5,four times a month,Brandon,6.0,five times a month,Scott goes to the dentist every 3 weeks. Aaron goes to the dentist four times a month. Brandon goes to the dentist five times a month. The person who goes to the dentist more often is,weeks,five times a month,6.0,Brandon
Hunter,150.0,every 5 months,Tyler,120.0,every 4 months,Jason,73.0,five times a year,Hunter watches a movie every 5 months. Tyler watches a movie every 4 months. Jason watches a movie five times a year. The person who watches a movie more often is,months,five times a year,73.0,Jason
Marco,2.3333333333333335,three times a week,Joy,3.5,twice a week,Hope,1.0,daily,Marco changes the bed sheets three times a week. Joy changes the bed sheets twice a week. Hope changes the bed sheets daily. The person who changes the bed sheets more often is,days,daily,1.0,Hope
Marco,2.3333333333333335,three times a week,Scott,1.75,four times a week,Richard,1.0,every day,Marco plays basketball three times a week. Scott plays basketball four times a week. Richard plays basketball every day. The person who plays basketball more often is,days,every day,1.0,Richard
Jason,6.0,five times a month,April,15.0,twice a month,Kyle,7.0,every week,Jason goes for a run five times a month. April goes for a run twice a month. Kyle goes for a run every week. The person who goes for a run more often is,weeks,five times a month,6.0,Jason
Steve,14.0,every other week,John,7.5,four times a month,Marco,21.0,every 3 weeks,Steve takes a language class every other week. John takes a language class four times a month. Marco takes a language class every 3 weeks. The person who takes a language class more often is,weeks,four times a month,7.5,John
Kevin,14.0,every other week,John,28.0,every 4 weeks,Rachel,15.0,twice a month,Kevin waters the plants every other week. John waters the plants every 4 weeks. Rachel waters the plants twice a month. The person who waters the plants more often is,weeks,every other week,14.0,Kevin
Matt,5.0,six times a month,Marco,14.0,every other week,Kevin,7.5,four times a month,Matt cleans the house six times a month. Marco cleans the house every other week. Kevin cleans the house four times a month. The person who cleans the house more often is,weeks,six times a month,5.0,Matt
Peter,3.5,twice a week,Max,5.0,every 5 days,Fred,1.4,five times a week,Peter reads the newspaper twice a week. Max reads the newspaper every 5 days. Fred reads the newspaper five times a week. The person who reads the newspaper more often is,days,five times a week,1.4,Fred
