name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_month,correct_month_label,correct_answer
Laura,2019-11-16,Rachel,2019-05-18,Grant,2019-12-16,"['Laura', 'Rachel', 'Grant']",Laura bought a new car on the 16th of November. Rachel bought a new car on the 18th of May. Grant bought a new car on the 16th of December. The only person that bought a new car in December is,2019-12-16,December,11,Grant
Robert,2019-02-11,April,2019-02-23,Hunter,2019-09-15,"['Robert', 'April', 'Hunter']",Robert arrived in France on the 11th of February. April arrived in France on the 23rd of February. Hunter arrived in France on the 15th of September. The only person that arrived in France in September is,2019-09-15,September,8,Hunter
Jerry,2019-09-07,Peter,2019-11-06,Connor,2019-10-15,"['Jerry', 'Peter', 'Connor']",Jerry threw a party on the 7th of September. Peter threw a party on the 6th of November. Connor threw a party on the 15th of October. The only person that threw a party in October is,2019-10-15,October,9,Connor
Kyle,2019-01-18,Aaron,2019-01-07,Scott,2019-08-13,"['Kyle', 'Aaron', 'Scott']",Kyle went to the gym on the 18th of January. Aaron went to the gym on the 7th of January. Scott went to the gym on the 13th of August. The only person that went to the gym in August is,2019-08-13,August,7,Scott
Frank,2019-01-20,Emily,2019-11-23,Tyler,2019-03-26,"['Frank', 'Emily', 'Tyler']",Frank got a haircut on the 20th of January. Emily got a haircut on the 23rd of November. Tyler got a haircut on the 26th of March. The only person that got a haircut in January is,2019-01-20,January,0,Frank
Emily,2019-08-17,Joy,2019-08-31,Fred,2019-09-10,"['Emily', 'Joy', 'Fred']",Emily went to a festival on the 17th of August. Joy went to a festival on the 31st of August. Fred went to a festival on the 10th of September. The only person that went to a festival in September is,2019-09-10,September,8,Fred
Mark,2019-10-14,Rose,2019-04-27,Ryan,2019-09-27,"['Mark', 'Rose', 'Ryan']",Mark moved to a new city on the 14th of October. Rose moved to a new city on the 27th of April. Ryan moved to a new city on the 27th of September. The only person that moved to a new city in October is,2019-10-14,October,9,Mark
Hunter,2019-12-21,Andrew,2019-04-07,Marco,2019-04-06,"['Hunter', 'Andrew', 'Marco']",Hunter sent a package on the 21st of December. Andrew sent a package on the 7th of April. Marco sent a package on the 6th of April. The only person that sent a package in December is,2019-12-21,December,11,Hunter
Martin,2019-08-11,Steve,2019-12-10,Tyler,2019-01-01,"['Martin', 'Steve', 'Tyler']",Martin took a taxi on the 11th of August. Steve took a taxi on the 10th of December. Tyler took a taxi on the 1st of January. The only person that took a taxi in December is,2019-12-10,December,11,Steve
Leon,2019-08-26,Kevin,2019-12-25,Scott,2019-10-17,"['Leon', 'Kevin', 'Scott']",Leon attended a wedding on the 26th of August. Kevin attended a wedding on the 25th of December. Scott attended a wedding on the 17th of October. The only person that attended a wedding in August is,2019-08-26,August,7,Leon
Marco,2019-07-23,Dean,2019-09-20,Alex,2019-09-25,"['Marco', 'Dean', 'Alex']",Marco went to the cinema on the 23rd of July. Dean went to the cinema on the 20th of September. Alex went to the cinema on the 25th of September. The only person that went to the cinema in July is,2019-07-23,July,6,Marco
Rose,2019-03-25,Hope,2019-07-19,Frank,2019-08-27,"['Rose', 'Hope', 'Frank']",Rose got a massage on the 25th of March. Hope got a massage on the 19th of July. Frank got a massage on the 27th of August. The only person that got a massage in March is,2019-03-25,March,2,Rose
Matt,2019-11-10,Kevin,2019-09-10,Marco,2019-04-03,"['Matt', 'Kevin', 'Marco']",Matt went to a Chinese restaurant on the 10th of November. Kevin went to a Chinese restaurant on the 10th of September. Marco went to a Chinese restaurant on the 3rd of April. The only person that went to a Chinese restaurant in April is,2019-04-03,April,3,Marco
Frank,2019-10-02,Kyle,2019-03-12,Connor,2019-01-08,"['Frank', 'Kyle', 'Connor']",Frank bought a new car on the 2nd of October. Kyle bought a new car on the 12th of March. Connor bought a new car on the 8th of January. The only person that bought a new car in January is,2019-01-08,January,0,Connor
Max,2019-03-07,Emily,2019-11-12,Ryan,2019-05-04,"['Max', 'Emily', 'Ryan']",Max called a friend on the 7th of March. Emily called a friend on the 12th of November. Ryan called a friend on the 4th of May. The only person that called a friend in November is,2019-11-12,November,10,Emily
George,2019-07-31,Robert,2019-09-10,Andrew,2019-05-20,"['George', 'Robert', 'Andrew']",George won a contest on the 31st of July. Robert won a contest on the 10th of September. Andrew won a contest on the 20th of May. The only person that won a contest in July is,2019-07-31,July,6,George
Alice,2019-01-09,Joy,2019-09-19,Neil,2019-12-16,"['Alice', 'Joy', 'Neil']",Alice went to a Thai restaurant on the 9th of January. Joy went to a Thai restaurant on the 19th of September. Neil went to a Thai restaurant on the 16th of December. The only person that went to a Thai restaurant in September is,2019-09-19,September,8,Joy
Tyler,2019-02-06,Richard,2019-02-10,Emily,2019-08-12,"['Tyler', 'Richard', 'Emily']",Tyler renovated the kitchen on the 6th of February. Richard renovated the kitchen on the 10th of February. Emily renovated the kitchen on the 12th of August. The only person that renovated the kitchen in August is,2019-08-12,August,7,Emily
Neil,2019-10-22,Tyler,2019-05-27,Bob,2019-09-12,"['Neil', 'Tyler', 'Bob']",Neil visited a new country on the 22nd of October. Tyler visited a new country on the 27th of May. Bob visited a new country on the 12th of September. The only person that visited a new country in May is,2019-05-27,May,4,Tyler
Ian,2019-11-28,Peter,2019-05-30,Kyle,2019-12-25,"['Ian', 'Peter', 'Kyle']",Ian visited a new city on the 28th of November. Peter visited a new city on the 30th of May. Kyle visited a new city on the 25th of December. The only person that visited a new city in May is,2019-05-30,May,4,Peter
Richard,2019-09-17,Jerry,2019-12-27,Jason,2019-05-03,"['Richard', 'Jerry', 'Jason']",Richard watched a documentary on the 17th of September. Jerry watched a documentary on the 27th of December. Jason watched a documentary on the 3rd of May. The only person that watched a documentary in December is,2019-12-27,December,11,Jerry
Fred,2019-08-29,Richard,2019-06-18,Brandon,2019-11-15,"['Fred', 'Richard', 'Brandon']",Fred ironed the clothes on the 29th of August. Richard ironed the clothes on the 18th of June. Brandon ironed the clothes on the 15th of November. The only person that ironed the clothes in November is,2019-11-15,November,10,Brandon
Maria,2019-10-07,Henry,2019-11-12,Laura,2019-08-20,"['Maria', 'Henry', 'Laura']",Maria watched a movie on the 7th of October. Henry watched a movie on the 12th of November. Laura watched a movie on the 20th of August. The only person that watched a movie in October is,2019-10-07,October,9,Maria
Marco,2019-04-16,Bob,2019-05-12,Brandon,2019-07-06,"['Marco', 'Bob', 'Brandon']",Marco cleaned the basement on the 16th of April. Bob cleaned the basement on the 12th of May. Brandon cleaned the basement on the 6th of July. The only person that cleaned the basement in July is,2019-07-06,July,6,Brandon
Ryan,2019-11-01,Matt,2019-05-12,Aaron,2019-11-16,"['Ryan', 'Matt', 'Aaron']",Ryan cooked cheesecake on the 1st of November. Matt cooked cheesecake on the 12th of May. Aaron cooked cheesecake on the 16th of November. The only person that cooked cheesecake in May is,2019-05-12,May,4,Matt
Jason,2019-08-30,Luke,2019-10-24,Hope,2019-10-21,"['Jason', 'Luke', 'Hope']",Jason went to a French restaurant on the 30th of August. Luke went to a French restaurant on the 24th of October. Hope went to a French restaurant on the 21st of October. The only person that went to a French restaurant in August is,2019-08-30,August,7,Jason
Robert,2019-06-26,Frank,2019-11-02,Mark,2019-02-18,"['Robert', 'Frank', 'Mark']",Robert participated in a triathlon on the 26th of June. Frank participated in a triathlon on the 2nd of November. Mark participated in a triathlon on the 18th of February. The only person that participated in a triathlon in February is,2019-02-18,February,1,Mark
Laura,2019-04-21,Josh,2019-11-20,Kevin,2019-03-31,"['Laura', 'Josh', 'Kevin']",Laura played chess on the 21st of April. Josh played chess on the 20th of November. Kevin played chess on the 31st of March. The only person that played chess in April is,2019-04-21,April,3,Laura
Max,2019-09-28,Walker,2019-08-18,Rachel,2019-06-18,"['Max', 'Walker', 'Rachel']",Max arrived in Canada on the 28th of September. Walker arrived in Canada on the 18th of August. Rachel arrived in Canada on the 18th of June. The only person that arrived in Canada in August is,2019-08-18,August,7,Walker
Steve,2019-02-26,Emily,2019-08-12,Luke,2019-11-28,"['Steve', 'Emily', 'Luke']",Steve went to a French restaurant on the 26th of February. Emily went to a French restaurant on the 12th of August. Luke went to a French restaurant on the 28th of November. The only person that went to a French restaurant in August is,2019-08-12,August,7,Emily
Dallas,2019-06-05,John,2019-03-14,Kyle,2019-09-24,"['Dallas', 'John', 'Kyle']",Dallas took a walk in the park on the 5th of June. John took a walk in the park on the 14th of March. Kyle took a walk in the park on the 24th of September. The only person that took a walk in the park in June is,2019-06-05,June,5,Dallas
Luke,2019-03-22,Leon,2019-06-02,Kevin,2019-10-27,"['Luke', 'Leon', 'Kevin']",Luke donated clothes on the 22nd of March. Leon donated clothes on the 2nd of June. Kevin donated clothes on the 27th of October. The only person that donated clothes in October is,2019-10-27,October,9,Kevin
Andrew,2019-08-25,Hope,2019-08-22,William,2019-03-23,"['Andrew', 'Hope', 'William']",Andrew harvested a garden on the 25th of August. Hope harvested a garden on the 22nd of August. William harvested a garden on the 23rd of March. The only person that harvested a garden in March is,2019-03-23,March,2,William
Richard,2019-05-10,Charlie,2019-08-08,Emily,2019-07-20,"['Richard', 'Charlie', 'Emily']",Richard won the lottery on the 10th of May. Charlie won the lottery on the 8th of August. Emily won the lottery on the 20th of July. The only person that won the lottery in August is,2019-08-08,August,7,Charlie
Dean,2019-07-12,Tyler,2019-05-12,Grant,2019-06-01,"['Dean', 'Tyler', 'Grant']",Dean watched a documentary on the 12th of July. Tyler watched a documentary on the 12th of May. Grant watched a documentary on the 1st of June. The only person that watched a documentary in May is,2019-05-12,May,4,Tyler
Emily,2019-02-20,Frank,2019-11-28,Dean,2019-10-26,"['Emily', 'Frank', 'Dean']",Emily went fishing on the 20th of February. Frank went fishing on the 28th of November. Dean went fishing on the 26th of October. The only person that went fishing in November is,2019-11-28,November,10,Frank
Peter,2019-02-27,Grant,2019-08-25,Richard,2019-03-30,"['Peter', 'Grant', 'Richard']",Peter reorganized the closet on the 27th of February. Grant reorganized the closet on the 25th of August. Richard reorganized the closet on the 30th of March. The only person that reorganized the closet in February is,2019-02-27,February,1,Peter
Alice,2019-12-25,William,2019-02-14,Martin,2019-10-18,"['Alice', 'William', 'Martin']",Alice arrived in Canada on the 25th of December. William arrived in Canada on the 14th of February. Martin arrived in Canada on the 18th of October. The only person that arrived in Canada in December is,2019-12-25,December,11,Alice
Matt,2019-10-05,Andrew,2019-12-06,Hope,2019-01-15,"['Matt', 'Andrew', 'Hope']",Matt went camping on the 5th of October. Andrew went camping on the 6th of December. Hope went camping on the 15th of January. The only person that went camping in October is,2019-10-05,October,9,Matt
Grant,2019-11-21,Frank,2019-11-02,Richard,2019-04-29,"['Grant', 'Frank', 'Richard']",Grant cleaned the basement on the 21st of November. Frank cleaned the basement on the 2nd of November. Richard cleaned the basement on the 29th of April. The only person that cleaned the basement in April is,2019-04-29,April,3,Richard
Matt,2019-10-05,Rose,2019-12-26,Grant,2019-02-06,"['Matt', 'Rose', 'Grant']",Matt participated in a triathlon on the 5th of October. Rose participated in a triathlon on the 26th of December. Grant participated in a triathlon on the 6th of February. The only person that participated in a triathlon in October is,2019-10-05,October,9,Matt
Frank,2019-12-25,Leon,2019-06-26,Luke,2019-05-28,"['Frank', 'Leon', 'Luke']",Frank passed an exam on the 25th of December. Leon passed an exam on the 26th of June. Luke passed an exam on the 28th of May. The only person that passed an exam in May is,2019-05-28,May,4,Luke
Steve,2019-07-03,Kyle,2019-01-26,Tyler,2019-05-12,"['Steve', 'Kyle', 'Tyler']",Steve cleaned the garage on the 3rd of July. Kyle cleaned the garage on the 26th of January. Tyler cleaned the garage on the 12th of May. The only person that cleaned the garage in May is,2019-05-12,May,4,Tyler
Jerry,2019-11-03,Mark,2019-10-31,Robert,2019-10-02,"['Jerry', 'Mark', 'Robert']",Jerry cooked cheesecake on the 3rd of November. Mark cooked cheesecake on the 31st of October. Robert cooked cheesecake on the 2nd of October. The only person that cooked cheesecake in November is,2019-11-03,November,10,Jerry
Walker,2019-07-31,Blake,2019-06-12,Jerry,2019-07-26,"['Walker', 'Blake', 'Jerry']",Walker purchased a new laptop on the 31st of July. Blake purchased a new laptop on the 12th of June. Jerry purchased a new laptop on the 26th of July. The only person that purchased a new laptop in June is,2019-06-12,June,5,Blake
Mark,2019-06-18,April,2019-12-26,Jack,2019-05-28,"['Mark', 'April', 'Jack']",Mark visited a new country on the 18th of June. April visited a new country on the 26th of December. Jack visited a new country on the 28th of May. The only person that visited a new country in May is,2019-05-28,May,4,Jack
Aaron,2019-11-12,Jason,2019-07-31,Peter,2019-04-21,"['Aaron', 'Jason', 'Peter']",Aaron visited their family on the 12th of November. Jason visited their family on the 31st of July. Peter visited their family on the 21st of April. The only person that visited their family in April is,2019-04-21,April,3,Peter
Rachel,2019-09-14,Emily,2019-09-24,Joy,2019-08-31,"['Rachel', 'Emily', 'Joy']",Rachel repaired the bike on the 14th of September. Emily repaired the bike on the 24th of September. Joy repaired the bike on the 31st of August. The only person that repaired the bike in August is,2019-08-31,August,7,Joy
Connor,2019-12-11,William,2019-02-10,George,2019-02-08,"['Connor', 'William', 'George']",Connor went to the cinema on the 11th of December. William went to the cinema on the 10th of February. George went to the cinema on the 8th of February. The only person that went to the cinema in December is,2019-12-11,December,11,Connor
Jason,2019-08-30,Tyler,2019-10-08,Ryan,2019-05-04,"['Jason', 'Tyler', 'Ryan']",Jason donated toys on the 30th of August. Tyler donated toys on the 8th of October. Ryan donated toys on the 4th of May. The only person that donated toys in August is,2019-08-30,August,7,Jason
Matt,2019-12-21,Dallas,2019-10-30,Grant,2019-10-21,"['Matt', 'Dallas', 'Grant']",Matt arrived in the US on the 21st of December. Dallas arrived in the US on the 30th of October. Grant arrived in the US on the 21st of October. The only person that arrived in the US in December is,2019-12-21,December,11,Matt
Marco,2019-04-16,Peter,2019-11-22,Andrew,2019-09-17,"['Marco', 'Peter', 'Andrew']",Marco received a promotion on the 16th of April. Peter received a promotion on the 22nd of November. Andrew received a promotion on the 17th of September. The only person that received a promotion in April is,2019-04-16,April,3,Marco
Luke,2019-05-28,William,2019-07-07,Steve,2019-07-21,"['Luke', 'William', 'Steve']",Luke donated toys on the 28th of May. William donated toys on the 7th of July. Steve donated toys on the 21st of July. The only person that donated toys in May is,2019-05-28,May,4,Luke
Peter,2019-08-09,Jack,2019-12-21,Luke,2019-11-12,"['Peter', 'Jack', 'Luke']",Peter washed the floors on the 9th of August. Jack washed the floors on the 21st of December. Luke washed the floors on the 12th of November. The only person that washed the floors in November is,2019-11-12,November,10,Luke
Henry,2019-11-12,Mark,2019-12-27,John,2019-08-13,"['Henry', 'Mark', 'John']",Henry went to the gym on the 12th of November. Mark went to the gym on the 27th of December. John went to the gym on the 13th of August. The only person that went to the gym in August is,2019-08-13,August,7,John
Rose,2019-03-29,Martin,2019-04-24,Andrew,2019-12-13,"['Rose', 'Martin', 'Andrew']",Rose renovated the bathroom on the 29th of March. Martin renovated the bathroom on the 24th of April. Andrew renovated the bathroom on the 13th of December. The only person that renovated the bathroom in April is,2019-04-24,April,3,Martin
Peter,2019-09-20,Mark,2019-06-20,Grant,2019-01-25,"['Peter', 'Mark', 'Grant']",Peter received a letter on the 20th of September. Mark received a letter on the 20th of June. Grant received a letter on the 25th of January. The only person that received a letter in June is,2019-06-20,June,5,Mark
Mark,2019-01-12,John,2019-04-29,Dallas,2019-01-18,"['Mark', 'John', 'Dallas']",Mark went to an Indian restaurant on the 12th of January. John went to an Indian restaurant on the 29th of April. Dallas went to an Indian restaurant on the 18th of January. The only person that went to an Indian restaurant in April is,2019-04-29,April,3,John
Matt,2019-05-28,Tyler,2019-07-05,Hope,2019-04-06,"['Matt', 'Tyler', 'Hope']",Matt reorganized the closet on the 28th of May. Tyler reorganized the closet on the 5th of July. Hope reorganized the closet on the 6th of April. The only person that reorganized the closet in July is,2019-07-05,July,6,Tyler
Scott,2019-03-11,Frank,2019-01-20,Jason,2019-03-26,"['Scott', 'Frank', 'Jason']",Scott donated toys on the 11th of March. Frank donated toys on the 20th of January. Jason donated toys on the 26th of March. The only person that donated toys in January is,2019-01-20,January,0,Frank
Alice,2019-03-27,George,2019-06-23,Ryan,2019-12-02,"['Alice', 'George', 'Ryan']",Alice arrived in Germany on the 27th of March. George arrived in Germany on the 23rd of June. Ryan arrived in Germany on the 2nd of December. The only person that arrived in Germany in March is,2019-03-27,March,2,Alice
Connor,2019-02-22,Brandon,2019-08-30,Fred,2019-08-07,"['Connor', 'Brandon', 'Fred']",Connor attended a graduation on the 22nd of February. Brandon attended a graduation on the 30th of August. Fred attended a graduation on the 7th of August. The only person that attended a graduation in February is,2019-02-22,February,1,Connor
John,2019-06-07,Dean,2019-09-14,Matt,2019-10-05,"['John', 'Dean', 'Matt']",John arrived in the US on the 7th of June. Dean arrived in the US on the 14th of September. Matt arrived in the US on the 5th of October. The only person that arrived in the US in June is,2019-06-07,June,5,John
Alice,2019-02-05,Jerry,2019-06-29,Scott,2019-02-27,"['Alice', 'Jerry', 'Scott']",Alice went to a French restaurant on the 5th of February. Jerry went to a French restaurant on the 29th of June. Scott went to a French restaurant on the 27th of February. The only person that went to a French restaurant in June is,2019-06-29,June,5,Jerry
Steve,2019-08-09,Neil,2019-09-03,John,2019-12-04,"['Steve', 'Neil', 'John']",Steve bought a new car on the 9th of August. Neil bought a new car on the 3rd of September. John bought a new car on the 4th of December. The only person that bought a new car in August is,2019-08-09,August,7,Steve
Kevin,2019-05-31,Laura,2019-04-21,April,2019-10-22,"['Kevin', 'Laura', 'April']",Kevin built a desktop computer on the 31st of May. Laura built a desktop computer on the 21st of April. April built a desktop computer on the 22nd of October. The only person that built a desktop computer in May is,2019-05-31,May,4,Kevin
Ryan,2019-09-27,Tyler,2019-06-23,Richard,2019-02-10,"['Ryan', 'Tyler', 'Richard']",Ryan repotted the plants on the 27th of September. Tyler repotted the plants on the 23rd of June. Richard repotted the plants on the 10th of February. The only person that repotted the plants in February is,2019-02-10,February,1,Richard
Dallas,2019-05-12,Andrew,2019-02-28,Michael,2019-05-31,"['Dallas', 'Andrew', 'Michael']",Dallas cleaned the windows on the 12th of May. Andrew cleaned the windows on the 28th of February. Michael cleaned the windows on the 31st of May. The only person that cleaned the windows in February is,2019-02-28,February,1,Andrew
Robert,2019-01-06,Laura,2019-10-30,Maria,2019-10-06,"['Robert', 'Laura', 'Maria']",Robert arrived in Canada on the 6th of January. Laura arrived in Canada on the 30th of October. Maria arrived in Canada on the 6th of October. The only person that arrived in Canada in January is,2019-01-06,January,0,Robert
Dean,2019-06-09,Dallas,2019-05-28,Scott,2019-04-07,"['Dean', 'Dallas', 'Scott']",Dean took a ferry on the 9th of June. Dallas took a ferry on the 28th of May. Scott took a ferry on the 7th of April. The only person that took a ferry in May is,2019-05-28,May,4,Dallas
Grant,2019-01-22,Michael,2019-11-04,Dallas,2019-05-12,"['Grant', 'Michael', 'Dallas']",Grant planted a tree on the 22nd of January. Michael planted a tree on the 4th of November. Dallas planted a tree on the 12th of May. The only person that planted a tree in May is,2019-05-12,May,4,Dallas
Hunter,2019-03-05,Steve,2019-08-09,Peter,2019-11-22,"['Hunter', 'Steve', 'Peter']",Hunter arrived in Italy on the 5th of March. Steve arrived in Italy on the 9th of August. Peter arrived in Italy on the 22nd of November. The only person that arrived in Italy in November is,2019-11-22,November,10,Peter
Richard,2019-05-30,Frank,2019-08-19,Grant,2019-12-03,"['Richard', 'Frank', 'Grant']",Richard arrived in Italy on the 30th of May. Frank arrived in Italy on the 19th of August. Grant arrived in Italy on the 3rd of December. The only person that arrived in Italy in May is,2019-05-30,May,4,Richard
Maria,2019-01-02,Kyle,2019-10-08,Alex,2019-01-12,"['Maria', 'Kyle', 'Alex']",Maria participated in a triathlon on the 2nd of January. Kyle participated in a triathlon on the 8th of October. Alex participated in a triathlon on the 12th of January. The only person that participated in a triathlon in October is,2019-10-08,October,9,Kyle
Frank,2019-09-14,Luke,2019-03-22,Connor,2019-08-10,"['Frank', 'Luke', 'Connor']",Frank watched TV on the 14th of September. Luke watched TV on the 22nd of March. Connor watched TV on the 10th of August. The only person that watched TV in September is,2019-09-14,September,8,Frank
Joy,2019-11-19,Peter,2019-04-21,Neil,2019-08-16,"['Joy', 'Peter', 'Neil']",Joy went to a concert on the 19th of November. Peter went to a concert on the 21st of April. Neil went to a concert on the 16th of August. The only person that went to a concert in April is,2019-04-21,April,3,Peter
Neil,2019-03-23,Leon,2019-11-22,Robert,2019-08-14,"['Neil', 'Leon', 'Robert']",Neil went fishing on the 23rd of March. Leon went fishing on the 22nd of November. Robert went fishing on the 14th of August. The only person that went fishing in March is,2019-03-23,March,2,Neil
Neil,2019-09-27,Kevin,2019-02-11,Tyler,2019-03-26,"['Neil', 'Kevin', 'Tyler']",Neil arrived in France on the 27th of September. Kevin arrived in France on the 11th of February. Tyler arrived in France on the 26th of March. The only person that arrived in France in February is,2019-02-11,February,1,Kevin
Michael,2019-07-24,Robert,2019-05-01,Jack,2019-06-16,"['Michael', 'Robert', 'Jack']",Michael wrote a letter on the 24th of July. Robert wrote a letter on the 1st of May. Jack wrote a letter on the 16th of June. The only person that wrote a letter in May is,2019-05-01,May,4,Robert
Bob,2019-03-03,Charlie,2019-12-14,Peter,2019-02-20,"['Bob', 'Charlie', 'Peter']",Bob visited a new city on the 3rd of March. Charlie visited a new city on the 14th of December. Peter visited a new city on the 20th of February. The only person that visited a new city in February is,2019-02-20,February,1,Peter
Martin,2019-03-25,Kyle,2019-10-27,Dallas,2019-04-28,"['Martin', 'Kyle', 'Dallas']",Martin renovated the kitchen on the 25th of March. Kyle renovated the kitchen on the 27th of October. Dallas renovated the kitchen on the 28th of April. The only person that renovated the kitchen in April is,2019-04-28,April,3,Dallas
Peter,2019-05-30,Connor,2019-08-30,Joy,2019-01-20,"['Peter', 'Connor', 'Joy']",Peter donated clothes on the 30th of May. Connor donated clothes on the 30th of August. Joy donated clothes on the 20th of January. The only person that donated clothes in August is,2019-08-30,August,7,Connor
Matt,2019-01-13,Peter,2019-11-06,Blake,2019-02-10,"['Matt', 'Peter', 'Blake']",Matt got surgery on the 13th of January. Peter got surgery on the 6th of November. Blake got surgery on the 10th of February. The only person that got surgery in November is,2019-11-06,November,10,Peter
Mark,2019-06-04,Dallas,2019-10-12,Robert,2019-11-24,"['Mark', 'Dallas', 'Robert']",Mark attended a graduation on the 4th of June. Dallas attended a graduation on the 12th of October. Robert attended a graduation on the 24th of November. The only person that attended a graduation in June is,2019-06-04,June,5,Mark
Mark,2019-05-22,Martin,2019-08-22,Leon,2019-10-25,"['Mark', 'Martin', 'Leon']",Mark refinanced the mortgage on the 22nd of May. Martin refinanced the mortgage on the 22nd of August. Leon refinanced the mortgage on the 25th of October. The only person that refinanced the mortgage in May is,2019-05-22,May,4,Mark
Rachel,2019-11-19,Neil,2019-08-16,Kyle,2019-11-28,"['Rachel', 'Neil', 'Kyle']",Rachel watered the plants on the 19th of November. Neil watered the plants on the 16th of August. Kyle watered the plants on the 28th of November. The only person that watered the plants in August is,2019-08-16,August,7,Neil
Josh,2019-01-18,Henry,2019-05-13,Matt,2019-05-08,"['Josh', 'Henry', 'Matt']",Josh bought a new car on the 18th of January. Henry bought a new car on the 13th of May. Matt bought a new car on the 8th of May. The only person that bought a new car in January is,2019-01-18,January,0,Josh
Grant,2019-06-27,Rose,2019-08-27,William,2019-09-28,"['Grant', 'Rose', 'William']",Grant took a plane on the 27th of June. Rose took a plane on the 27th of August. William took a plane on the 28th of September. The only person that took a plane in September is,2019-09-28,September,8,William
Laura,2019-04-21,Neil,2019-03-23,Tyler,2019-10-08,"['Laura', 'Neil', 'Tyler']",Laura returned from vacation on the 21st of April. Neil returned from vacation on the 23rd of March. Tyler returned from vacation on the 8th of October. The only person that returned from vacation in March is,2019-03-23,March,2,Neil
Jerry,2019-01-19,Frank,2019-10-12,Charlie,2019-02-28,"['Jerry', 'Frank', 'Charlie']",Jerry alphabetized the bookshelf on the 19th of January. Frank alphabetized the bookshelf on the 12th of October. Charlie alphabetized the bookshelf on the 28th of February. The only person that alphabetized the bookshelf in January is,2019-01-19,January,0,Jerry
Max,2019-03-24,Luke,2019-01-27,Connor,2019-02-22,"['Max', 'Luke', 'Connor']",Max took a ferry on the 24th of March. Luke took a ferry on the 27th of January. Connor took a ferry on the 22nd of February. The only person that took a ferry in February is,2019-02-22,February,1,Connor
Marco,2019-11-21,Kyle,2019-01-30,Frank,2019-02-19,"['Marco', 'Kyle', 'Frank']",Marco called a friend on the 21st of November. Kyle called a friend on the 30th of January. Frank called a friend on the 19th of February. The only person that called a friend in January is,2019-01-30,January,0,Kyle
Max,2019-02-27,Brandon,2019-09-30,Emily,2019-08-12,"['Max', 'Brandon', 'Emily']",Max got a haircut on the 27th of February. Brandon got a haircut on the 30th of September. Emily got a haircut on the 12th of August. The only person that got a haircut in August is,2019-08-12,August,7,Emily
Alice,2019-03-14,Marco,2019-04-16,Jason,2019-05-12,"['Alice', 'Marco', 'Jason']",Alice called a friend on the 14th of March. Marco called a friend on the 16th of April. Jason called a friend on the 12th of May. The only person that called a friend in April is,2019-04-16,April,3,Marco
George,2019-08-20,April,2019-10-21,Neil,2019-11-23,"['George', 'April', 'Neil']",George visited their family on the 20th of August. April visited their family on the 21st of October. Neil visited their family on the 23rd of November. The only person that visited their family in August is,2019-08-20,August,7,George
Matt,2019-05-25,Steve,2019-02-11,Luke,2019-11-02,"['Matt', 'Steve', 'Luke']",Matt watched TV on the 25th of May. Steve watched TV on the 11th of February. Luke watched TV on the 2nd of November. The only person that watched TV in February is,2019-02-11,February,1,Steve
Luke,2019-02-09,Peter,2019-06-09,Leon,2019-01-24,"['Luke', 'Peter', 'Leon']",Luke harvested a garden on the 9th of February. Peter harvested a garden on the 9th of June. Leon harvested a garden on the 24th of January. The only person that harvested a garden in January is,2019-01-24,January,0,Leon
Laura,2019-04-06,Martin,2019-03-25,Andrew,2019-11-26,"['Laura', 'Martin', 'Andrew']",Laura wrote a letter on the 6th of April. Martin wrote a letter on the 25th of March. Andrew wrote a letter on the 26th of November. The only person that wrote a letter in April is,2019-04-06,April,3,Laura
Joy,2019-04-16,Peter,2019-10-25,Connor,2019-10-15,"['Joy', 'Peter', 'Connor']",Joy arrived in Spain on the 16th of April. Peter arrived in Spain on the 25th of October. Connor arrived in Spain on the 15th of October. The only person that arrived in Spain in April is,2019-04-16,April,3,Joy
Grant,2019-08-25,Scott,2019-02-27,Frank,2019-02-12,"['Grant', 'Scott', 'Frank']",Grant bought a new phone on the 25th of August. Scott bought a new phone on the 27th of February. Frank bought a new phone on the 12th of February. The only person that bought a new phone in August is,2019-08-25,August,7,Grant
Grant,2019-04-20,Martin,2019-01-21,Jason,2019-02-10,"['Grant', 'Martin', 'Jason']",Grant arrived in Spain on the 20th of April. Martin arrived in Spain on the 21st of January. Jason arrived in Spain on the 10th of February. The only person that arrived in Spain in January is,2019-01-21,January,0,Martin
Luke,2019-02-09,Grant,2019-08-31,Peter,2019-05-30,"['Luke', 'Grant', 'Peter']",Luke returned from vacation on the 9th of February. Grant returned from vacation on the 31st of August. Peter returned from vacation on the 30th of May. The only person that returned from vacation in August is,2019-08-31,August,7,Grant
Michael,2019-05-16,Bob,2019-12-19,Henry,2019-11-12,"['Michael', 'Bob', 'Henry']",Michael went to a concert on the 16th of May. Bob went to a concert on the 19th of December. Henry went to a concert on the 12th of November. The only person that went to a concert in May is,2019-05-16,May,4,Michael
Peter,2019-01-02,Robert,2019-10-23,William,2019-07-07,"['Peter', 'Robert', 'William']",Peter donated toys on the 2nd of January. Robert donated toys on the 23rd of October. William donated toys on the 7th of July. The only person that donated toys in January is,2019-01-02,January,0,Peter
