name_1,time_1,name_2,time_2,name_3,time_3,context,alternatives,correct_time,correct_time_expr,correct_answer,correct_phase,correct_phase_og,correct_phase_label,correct_phase_og_label,time_idx_start,time_idx_end
Joy,07:15:00,Walker,10:15:00,Blake,10:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Joy prepares for work at 7:15. Walker prepares for work at 10:15. Blake prepares for work at 10:45. The only person that prepares for work in the evening is","['Joy', 'Walker', 'Blake']",07:15:00,7:15,Joy,evening,morning,3,1,115,119
Blake,21:45:00,Martin,06:00:00,Rose,13:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Blake prepares for bed at 21:45. Martin prepares for bed at 6:00. Rose prepares for bed at 13:45. The only person that prepares for bed in the morning is","['Blake', 'Martin', 'Rose']",21:45:00,21:45,Blake,morning,evening,1,3,116,121
Grant,17:00:00,Joy,02:45:00,Bob,08:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Grant tidies up the room at 17:00. Joy tidies up the room at 2:45. Bob tidies up the room at 8:15. The only person that tidies up the room in the morning is","['Grant', 'Joy', 'Bob']",17:00:00,17:00,Grant,morning,afternoon,1,2,72,77
Tyler,23:45:00,Max,05:00:00,Henry,04:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Tyler uses the phone at 23:45. Max uses the phone at 5:00. Henry uses the phone at 4:15. The only person that uses the phone in the afternoon is","['Tyler', 'Max', 'Henry']",23:45:00,23:45,Tyler,afternoon,evening,2,3,114,119
Alex,16:45:00,Peter,17:45:00,Walker,21:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex checks the news at 16:45. Peter checks the news at 17:45. Walker checks the news at 21:45. The only person that checks the news in the night is","['Alex', 'Peter', 'Walker']",16:45:00,16:45,Alex,night,afternoon,0,2,114,119
Tyler,18:45:00,Hunter,19:30:00,Ian,16:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Tyler prepares food at 18:45. Hunter prepares food at 19:30. Ian prepares food at 16:30. The only person that prepares food in the night is","['Tyler', 'Hunter', 'Ian']",16:30:00,16:30,Ian,night,afternoon,0,2,172,177
Hope,10:15:00,Mark,02:15:00,Luke,15:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hope rides a bike at 10:15. Mark rides a bike at 2:15. Luke rides a bike at 15:30. The only person that rides a bike in the afternoon is","['Hope', 'Mark', 'Luke']",02:15:00,2:15,Mark,afternoon,night,2,0,139,143
Alex,21:00:00,Ryan,11:45:00,Frank,04:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex goes for a walk at 21:00. Ryan goes for a walk at 11:45. Frank goes for a walk at 4:30. The only person that goes for a walk in the morning is","['Alex', 'Ryan', 'Frank']",21:00:00,21:00,Alex,morning,evening,1,3,114,119
Jerry,20:45:00,Grant,04:45:00,Richard,07:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry makes a phone call at 20:45. Grant makes a phone call at 4:45. Richard makes a phone call at 7:00. The only person that makes a phone call in the morning is","['Jerry', 'Grant', 'Richard']",20:45:00,20:45,Jerry,morning,evening,1,3,118,123
Michael,16:00:00,John,02:00:00,Brandon,01:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Michael goes to bed at 16:00. John goes to bed at 2:00. Brandon goes to bed at 1:00. The only person that goes to bed in the night is","['Michael', 'John', 'Brandon']",16:00:00,16:00,Michael,night,afternoon,0,2,113,118
Emily,12:15:00,Fred,23:45:00,Jack,07:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Emily goes for a walk at 12:15. Fred goes for a walk at 23:45. Jack goes for a walk at 7:00. The only person that goes for a walk in the night is","['Emily', 'Fred', 'Jack']",12:15:00,12:15,Emily,night,afternoon,0,2,115,120
Brandon,05:45:00,Ian,18:30:00,April,17:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon drinks coffee at 5:45. Ian drinks coffee at 18:30. April drinks coffee at 17:30. The only person that drinks coffee in the evening is","['Brandon', 'Ian', 'April']",05:45:00,5:45,Brandon,evening,night,3,0,115,119
Alex,06:00:00,Michael,03:30:00,Marco,22:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex prepares for bed at 6:00. Michael prepares for bed at 3:30. Marco prepares for bed at 22:45. The only person that prepares for bed in the evening is","['Alex', 'Michael', 'Marco']",06:00:00,6:00,Alex,evening,morning,3,1,115,119
Brandon,02:30:00,Martin,16:30:00,Kyle,07:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon sends some emails at 2:30. Martin sends some emails at 16:30. Kyle sends some emails at 7:00. The only person that sends some emails in the afternoon is","['Brandon', 'Martin', 'Kyle']",02:30:00,2:30,Brandon,afternoon,night,2,0,119,123
Rose,12:30:00,Richard,00:45:00,Dean,23:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Rose watches TV at 12:30. Richard watches TV at 00:45. Dean watches TV at 23:00. The only person that watches TV in the night is","['Rose', 'Richard', 'Dean']",12:30:00,12:30,Rose,night,afternoon,0,2,109,114
Marco,21:15:00,Tyler,14:45:00,Frank,00:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Marco meditates at 21:15. Tyler meditates at 14:45. Frank meditates at 00:15. The only person that meditates in the morning is","['Marco', 'Tyler', 'Frank']",21:15:00,21:15,Marco,morning,evening,1,3,109,114
Alice,07:30:00,Richard,00:45:00,Emily,23:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alice reads a book at 7:30. Richard reads a book at 00:45. Emily reads a book at 23:00. The only person that reads a book in the evening is","['Alice', 'Richard', 'Emily']",07:30:00,7:30,Alice,evening,morning,3,1,112,116
William,14:15:00,Bob,06:00:00,Ryan,12:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. William calls their partner at 14:15. Bob calls their partner at 6:00. Ryan calls their partner at 12:00. The only person that calls their partner in the evening is","['William', 'Bob', 'Ryan']",06:00:00,6:00,Bob,evening,morning,3,1,155,159
Andrew,18:15:00,William,19:00:00,Jerry,16:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Andrew reads the newspaper at 18:15. William reads the newspaper at 19:00. Jerry reads the newspaper at 16:15. The only person that reads the newspaper in the night is","['Andrew', 'William', 'Jerry']",16:15:00,16:15,Jerry,night,afternoon,0,2,194,199
Joy,22:15:00,Alice,16:00:00,William,19:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Joy rides a bike at 22:15. Alice rides a bike at 16:00. William rides a bike at 19:00. The only person that rides a bike in the night is","['Joy', 'Alice', 'William']",16:00:00,16:00,Alice,night,afternoon,0,2,139,144
Luke,15:45:00,Josh,10:30:00,Dallas,18:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Luke plays a musical instrument at 15:45. Josh plays a musical instrument at 10:30. Dallas plays a musical instrument at 18:30. The only person that plays a musical instrument in the morning is","['Luke', 'Josh', 'Dallas']",18:30:00,18:30,Dallas,morning,evening,1,3,211,216
Dean,20:30:00,Alice,23:15:00,Brandon,02:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dean uses the computer at 20:30. Alice uses the computer at 23:15. Brandon uses the computer at 2:15. The only person that uses the computer in the morning is","['Dean', 'Alice', 'Brandon']",20:30:00,20:30,Dean,morning,evening,1,3,116,121
Hunter,10:00:00,Steve,04:30:00,Rose,21:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hunter tidies up the room at 10:00. Steve tidies up the room at 4:30. Rose tidies up the room at 21:30. The only person that tidies up the room in the night is","['Hunter', 'Steve', 'Rose']",10:00:00,10:00,Hunter,night,morning,0,1,119,124
Grant,02:45:00,Connor,14:15:00,Steve,13:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Grant takes a break at 2:45. Connor takes a break at 14:15. Steve takes a break at 13:30. The only person that takes a break in the afternoon is","['Grant', 'Connor', 'Steve']",02:45:00,2:45,Grant,afternoon,night,2,0,113,117
Joy,20:00:00,Leon,08:30:00,Kevin,05:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Joy reads the mail at 20:00. Leon reads the mail at 8:30. Kevin reads the mail at 5:45. The only person that reads the mail in the morning is","['Joy', 'Leon', 'Kevin']",20:00:00,20:00,Joy,morning,evening,1,3,112,117
Alice,16:00:00,Peter,01:45:00,Steve,08:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alice does stretching at 16:00. Peter does stretching at 1:45. Steve does stretching at 8:15. The only person that does stretching in the night is","['Alice', 'Peter', 'Steve']",16:00:00,16:00,Alice,night,afternoon,0,2,115,120
Martin,05:30:00,Scott,05:45:00,Steve,10:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Martin listens to a podcast at 5:30. Scott listens to a podcast at 5:45. Steve listens to a podcast at 10:30. The only person that listens to a podcast in the night is","['Martin', 'Scott', 'Steve']",10:30:00,10:30,Steve,night,morning,0,1,193,198
Max,13:15:00,Hunter,00:15:00,Leon,06:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Max checks the stock market at 13:15. Hunter checks the stock market at 00:15. Leon checks the stock market at 6:45. The only person that checks the stock market in the night is","['Max', 'Hunter', 'Leon']",13:15:00,13:15,Max,night,afternoon,0,2,121,126
Jack,20:15:00,Blake,06:45:00,Ryan,23:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jack rides a bike at 20:15. Blake rides a bike at 6:45. Ryan rides a bike at 23:30. The only person that rides a bike in the morning is","['Jack', 'Blake', 'Ryan']",20:15:00,20:15,Jack,morning,evening,1,3,111,116
William,21:45:00,Walker,09:30:00,Andrew,14:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. William leaves for work at 21:45. Walker leaves for work at 9:30. Andrew leaves for work at 14:45. The only person that leaves for work in the morning is","['William', 'Walker', 'Andrew']",21:45:00,21:45,William,morning,evening,1,3,117,122
Marco,22:45:00,Hunter,03:00:00,Emily,11:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Marco does some chores at 22:45. Hunter does some chores at 3:00. Emily does some chores at 11:30. The only person that does some chores in the night is","['Marco', 'Hunter', 'Emily']",11:30:00,11:30,Emily,night,morning,0,1,182,187
Kevin,08:15:00,Steve,06:15:00,Emily,14:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kevin calls their partner at 8:15. Steve calls their partner at 6:15. Emily calls their partner at 14:45. The only person that calls their partner in the night is","['Kevin', 'Steve', 'Emily']",14:45:00,14:45,Emily,night,afternoon,0,2,189,194
Michael,18:45:00,Jerry,08:00:00,Connor,19:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Michael calls their partner at 18:45. Jerry calls their partner at 8:00. Connor calls their partner at 19:45. The only person that calls their partner in the evening is","['Michael', 'Jerry', 'Connor']",08:00:00,8:00,Jerry,evening,morning,3,1,157,161
Richard,22:30:00,Bob,15:30:00,Frank,02:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Richard listens to a podcast at 22:30. Bob listens to a podcast at 15:30. Frank listens to a podcast at 2:30. The only person that listens to a podcast in the night is","['Richard', 'Bob', 'Frank']",15:30:00,15:30,Bob,night,afternoon,0,2,157,162
Richard,22:00:00,Ian,18:45:00,George,09:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Richard drinks tea at 22:00. Ian drinks tea at 18:45. George drinks tea at 9:15. The only person that drinks tea in the night is","['Richard', 'Ian', 'George']",09:15:00,9:15,George,night,morning,0,1,165,169
Martin,06:30:00,Jerry,23:30:00,Hunter,12:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Martin checks the news at 6:30. Jerry checks the news at 23:30. Hunter checks the news at 12:30. The only person that checks the news in the evening is","['Martin', 'Jerry', 'Hunter']",06:30:00,6:30,Martin,evening,morning,3,1,116,120
Aaron,05:00:00,Brandon,01:00:00,Michael,18:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron meditates at 5:00. Brandon meditates at 1:00. Michael meditates at 18:45. The only person that meditates in the evening is","['Aaron', 'Brandon', 'Michael']",05:00:00,5:00,Aaron,evening,night,3,0,109,113
Emily,20:45:00,Joy,18:00:00,Ian,05:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Emily drinks coffee at 20:45. Joy drinks coffee at 18:00. Ian drinks coffee at 5:30. The only person that drinks coffee in the evening is","['Emily', 'Joy', 'Ian']",05:30:00,5:30,Ian,evening,night,3,0,169,173
Josh,10:30:00,Alex,17:15:00,Tyler,11:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Josh tidies up the room at 10:30. Alex tidies up the room at 17:15. Tyler tidies up the room at 11:30. The only person that tidies up the room in the morning is","['Josh', 'Alex', 'Tyler']",17:15:00,17:15,Alex,morning,afternoon,1,2,151,156
Richard,10:15:00,Ian,11:45:00,Josh,03:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Richard watches a movie at 10:15. Ian watches a movie at 11:45. Josh watches a movie at 3:45. The only person that watches a movie in the evening is","['Richard', 'Ian', 'Josh']",03:45:00,3:45,Josh,evening,night,3,0,178,182
Walker,13:00:00,Bob,14:15:00,Peter,01:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Walker eats a meal at 13:00. Bob eats a meal at 14:15. Peter eats a meal at 1:45. The only person that eats a meal in the afternoon is","['Walker', 'Bob', 'Peter']",01:45:00,1:45,Peter,afternoon,night,2,0,166,170
Blake,06:45:00,Charlie,12:15:00,Jack,01:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Blake checks the news at 6:45. Charlie checks the news at 12:15. Jack checks the news at 1:15. The only person that checks the news in the evening is","['Blake', 'Charlie', 'Jack']",06:45:00,6:45,Blake,evening,morning,3,1,115,119
Dallas,20:15:00,Connor,23:15:00,Hunter,04:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas leaves for work at 20:15. Connor leaves for work at 23:15. Hunter leaves for work at 4:45. The only person that leaves for work in the morning is","['Dallas', 'Connor', 'Hunter']",20:15:00,20:15,Dallas,morning,evening,1,3,116,121
Michael,15:15:00,Josh,10:30:00,Ryan,08:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Michael does stretching at 15:15. Josh does stretching at 10:30. Ryan does stretching at 8:15. The only person that does stretching in the evening is","['Michael', 'Josh', 'Ryan']",08:15:00,8:15,Ryan,evening,morning,3,1,179,183
Kyle,02:00:00,George,01:15:00,William,15:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kyle washes the dishes at 2:00. George washes the dishes at 1:15. William washes the dishes at 15:15. The only person that washes the dishes in the night is","['Kyle', 'George', 'William']",15:15:00,15:15,William,night,afternoon,0,2,185,190
Leon,02:00:00,Hunter,06:15:00,Peter,01:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Leon does stretching at 2:00. Hunter does stretching at 6:15. Peter does stretching at 1:15. The only person that does stretching in the evening is","['Leon', 'Hunter', 'Peter']",06:15:00,6:15,Hunter,evening,morning,3,1,146,150
Kyle,02:00:00,Hunter,01:30:00,John,13:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kyle calls a friend at 2:00. Hunter calls a friend at 1:30. John calls a friend at 13:15. The only person that calls a friend in the night is","['Kyle', 'Hunter', 'John']",13:15:00,13:15,John,night,afternoon,0,2,173,178
Kevin,08:15:00,Grant,23:15:00,Rachel,05:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kevin watches the news at 8:15. Grant watches the news at 23:15. Rachel watches the news at 5:00. The only person that watches the news in the afternoon is","['Kevin', 'Grant', 'Rachel']",23:15:00,23:15,Grant,afternoon,evening,2,3,148,153
George,04:45:00,Walker,21:30:00,Blake,07:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. George prepares food at 4:45. Walker prepares food at 21:30. Blake prepares food at 7:30. The only person that prepares food in the morning is","['George', 'Walker', 'Blake']",21:30:00,21:30,Walker,morning,evening,1,3,144,149
Blake,02:30:00,William,15:30:00,Laura,07:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Blake uses the phone at 2:30. William uses the phone at 15:30. Laura uses the phone at 7:45. The only person that uses the phone in the afternoon is","['Blake', 'William', 'Laura']",02:30:00,2:30,Blake,afternoon,night,2,0,114,118
Tyler,18:45:00,Ian,05:30:00,Peter,22:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Tyler reads the mail at 18:45. Ian reads the mail at 5:30. Peter reads the mail at 22:45. The only person that reads the mail in the morning is","['Tyler', 'Ian', 'Peter']",18:45:00,18:45,Tyler,morning,evening,1,3,114,119
Walker,23:30:00,Kevin,16:00:00,Bob,13:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Walker watches the news at 23:30. Kevin watches the news at 16:00. Bob watches the news at 13:15. The only person that watches the news in the afternoon is","['Walker', 'Kevin', 'Bob']",23:30:00,23:30,Walker,afternoon,evening,2,3,117,122
Matt,20:00:00,Michael,16:00:00,Rose,07:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Matt goes to bed at 20:00. Michael goes to bed at 16:00. Rose goes to bed at 7:30. The only person that goes to bed in the morning is","['Matt', 'Michael', 'Rose']",20:00:00,20:00,Matt,morning,evening,1,3,110,115
Jerry,23:30:00,Hope,04:00:00,Kevin,08:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry writes in a journal at 23:30. Hope writes in a journal at 4:00. Kevin writes in a journal at 8:15. The only person that writes in a journal in the afternoon is","['Jerry', 'Hope', 'Kevin']",23:30:00,23:30,Jerry,afternoon,evening,2,3,119,124
Jerry,08:00:00,Hope,18:30:00,George,06:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry uses the computer at 8:00. Hope uses the computer at 18:30. George uses the computer at 6:15. The only person that uses the computer in the morning is","['Jerry', 'Hope', 'George']",18:30:00,18:30,Hope,morning,evening,1,3,149,154
Brandon,18:00:00,April,05:15:00,Grant,23:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon calls their partner at 18:00. April calls their partner at 5:15. Grant calls their partner at 23:15. The only person that calls their partner in the morning is","['Brandon', 'April', 'Grant']",18:00:00,18:00,Brandon,morning,evening,1,3,121,126
Rose,10:00:00,Josh,08:30:00,Mark,09:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Rose takes a break at 10:00. Josh takes a break at 8:30. Mark takes a break at 9:30. The only person that takes a break in the evening is","['Rose', 'Josh', 'Mark']",08:30:00,8:30,Josh,evening,morning,3,1,141,145
Fred,07:45:00,Joy,10:15:00,Jack,13:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Fred uses the phone at 7:45. Joy uses the phone at 10:15. Jack uses the phone at 13:15. The only person that uses the phone in the evening is","['Fred', 'Joy', 'Jack']",07:45:00,7:45,Fred,evening,morning,3,1,113,117
Charlie,05:30:00,Neil,18:45:00,Kyle,17:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Charlie goes for a walk at 5:30. Neil goes for a walk at 18:45. Kyle goes for a walk at 17:30. The only person that goes for a walk in the evening is","['Charlie', 'Neil', 'Kyle']",05:30:00,5:30,Charlie,evening,night,3,0,117,121
Mark,17:15:00,Steve,13:30:00,Michael,16:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Mark exercises at 17:15. Steve exercises at 13:30. Michael exercises at 16:00. The only person that exercises in the morning is","['Mark', 'Steve', 'Michael']",17:15:00,17:15,Mark,morning,afternoon,1,2,108,113
Frank,16:15:00,Jack,19:15:00,Leon,03:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Frank rides a bike at 16:15. Jack rides a bike at 19:15. Leon rides a bike at 3:15. The only person that rides a bike in the night is","['Frank', 'Jack', 'Leon']",16:15:00,16:15,Frank,night,afternoon,0,2,112,117
Ian,16:15:00,Bob,14:15:00,Emily,07:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ian watches TV at 16:15. Bob watches TV at 14:15. Emily watches TV at 7:00. The only person that watches TV in the evening is","['Ian', 'Bob', 'Emily']",07:00:00,7:00,Emily,evening,morning,3,1,73,77
Richard,00:45:00,Rachel,05:00:00,Hope,07:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Richard eats a meal at 00:45. Rachel eats a meal at 5:00. Hope eats a meal at 7:15. The only person that eats a meal in the afternoon is","['Richard', 'Rachel', 'Hope']",00:45:00,0:45,Richard,afternoon,night,2,0,114,118
Ryan,20:45:00,Josh,04:00:00,Matt,16:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ryan does some chores at 20:45. Josh does some chores at 4:00. Matt does some chores at 16:30. The only person that does some chores in the morning is","['Ryan', 'Josh', 'Matt']",20:45:00,20:45,Ryan,morning,evening,1,3,115,120
Walker,11:45:00,Alex,10:15:00,April,05:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Walker meditates at 11:45. Alex meditates at 10:15. April meditates at 5:15. The only person that meditates in the evening is","['Walker', 'Alex', 'April']",05:15:00,5:15,April,evening,night,3,0,161,165
Robert,07:00:00,Tyler,18:45:00,Kevin,01:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Robert sends some emails at 7:00. Tyler sends some emails at 18:45. Kevin sends some emails at 1:45. The only person that sends some emails in the evening is","['Robert', 'Tyler', 'Kevin']",07:00:00,7:00,Robert,evening,morning,3,1,73,77
Hunter,04:30:00,Neil,22:00:00,George,20:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hunter has a snack at 4:30. Neil has a snack at 22:00. George has a snack at 20:45. The only person that has a snack in the evening is","['Hunter', 'Neil', 'George']",04:30:00,4:30,Hunter,evening,night,3,0,112,116
William,15:30:00,Hope,06:00:00,Joy,18:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. William plays a musical instrument at 15:30. Hope plays a musical instrument at 6:00. Joy plays a musical instrument at 18:00. The only person that plays a musical instrument in the night is","['William', 'Hope', 'Joy']",15:30:00,15:30,William,night,afternoon,0,2,128,133
Kyle,02:00:00,Luke,19:00:00,Connor,08:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kyle has a snack at 2:00. Luke has a snack at 19:00. Connor has a snack at 8:30. The only person that has a snack in the afternoon is","['Kyle', 'Luke', 'Connor']",02:00:00,2:00,Kyle,afternoon,night,2,0,110,114
Henry,09:15:00,Joy,07:15:00,Josh,03:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Henry sends some emails at 9:15. Joy sends some emails at 7:15. Josh sends some emails at 3:45. The only person that sends some emails in the night is","['Henry', 'Joy', 'Josh']",09:15:00,9:15,Henry,night,morning,0,1,117,121
George,01:45:00,Bob,04:15:00,Maria,03:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. George listens to a podcast at 1:45. Bob listens to a podcast at 4:15. Maria listens to a podcast at 3:45. The only person that listens to a podcast in the afternoon is","['George', 'Bob', 'Maria']",01:45:00,1:45,George,afternoon,night,2,0,121,125
Blake,02:30:00,Robert,05:00:00,Alex,02:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Blake naps at 2:30. Robert naps at 5:00. Alex naps at 2:00. The only person that naps in the evening is","['Blake', 'Robert', 'Alex']",05:00:00,5:00,Robert,evening,night,3,0,125,129
Hope,20:15:00,Robert,04:15:00,Alice,06:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hope tidies up the room at 20:15. Robert tidies up the room at 4:15. Alice tidies up the room at 6:45. The only person that tidies up the room in the morning is","['Hope', 'Robert', 'Alice']",20:15:00,20:15,Hope,morning,evening,1,3,117,122
Joy,22:15:00,William,15:15:00,Laura,07:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Joy looks at social media at 22:15. William looks at social media at 15:15. Laura looks at social media at 7:30. The only person that looks at social media in the morning is","['Joy', 'William', 'Laura']",22:15:00,22:15,Joy,morning,evening,1,3,119,124
Dallas,21:15:00,John,13:15:00,Rachel,16:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas calls a friend at 21:15. John calls a friend at 13:15. Rachel calls a friend at 16:00. The only person that calls a friend in the morning is","['Dallas', 'John', 'Rachel']",21:15:00,21:15,Dallas,morning,evening,1,3,115,120
Bob,01:30:00,Jerry,17:15:00,Dallas,16:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Bob uses the computer at 1:30. Jerry uses the computer at 17:15. Dallas uses the computer at 16:00. The only person that uses the computer in the afternoon is","['Bob', 'Jerry', 'Dallas']",01:30:00,1:30,Bob,afternoon,night,2,0,115,119
Maria,19:45:00,Ian,03:30:00,Jerry,13:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Maria exercises at 19:45. Ian exercises at 3:30. Jerry exercises at 13:45. The only person that exercises in the morning is","['Maria', 'Ian', 'Jerry']",19:45:00,19:45,Maria,morning,evening,1,3,109,114
Max,04:45:00,Luke,22:30:00,Henry,09:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Max takes a shower at 4:45. Luke takes a shower at 22:30. Henry takes a shower at 9:45. The only person that takes a shower in the evening is","['Max', 'Luke', 'Henry']",04:45:00,4:45,Max,evening,night,3,0,112,116
April,21:00:00,William,13:00:00,Aaron,01:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. April listens to music at 21:00. William listens to music at 13:00. Aaron listens to music at 1:30. The only person that listens to music in the morning is","['April', 'William', 'Aaron']",21:00:00,21:00,April,morning,evening,1,3,116,121
Martin,14:15:00,Frank,16:15:00,Fred,04:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Martin does yoga at 14:15. Frank does yoga at 16:15. Fred does yoga at 4:00. The only person that does yoga in the evening is","['Martin', 'Frank', 'Fred']",04:00:00,4:00,Fred,evening,night,3,0,161,165
Alice,07:15:00,Michael,22:30:00,Laura,18:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alice leaves for work at 7:15. Michael leaves for work at 22:30. Laura leaves for work at 18:45. The only person that leaves for work in the evening is","['Alice', 'Michael', 'Laura']",07:15:00,7:15,Alice,evening,morning,3,1,115,119
Aaron,05:15:00,Jason,11:00:00,Brandon,11:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron drinks coffee at 5:15. Jason drinks coffee at 11:00. Brandon drinks coffee at 11:45. The only person that drinks coffee in the evening is","['Aaron', 'Jason', 'Brandon']",05:15:00,5:15,Aaron,evening,night,3,0,113,117
Charlie,05:30:00,Blake,00:15:00,Andrew,14:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Charlie plays a musical instrument at 5:30. Blake plays a musical instrument at 00:15. Andrew plays a musical instrument at 14:45. The only person that plays a musical instrument in the evening is","['Charlie', 'Blake', 'Andrew']",05:30:00,5:30,Charlie,evening,night,3,0,128,132
