name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_og_season,correct_og_season_label,correct_answer
Hope,2019-01-11,Charlie,2019-01-05,Joy,2019-11-19,"['Hope', 'Charlie', 'Joy']",The following events take place in the southern hemisphere. Hope arrived in Italy on the 11th of January. Charlie arrived in Italy on the 5th of January. Joy arrived in Italy on the 19th of November. The only person that arrived in Italy in spring is,2019-11-19,19th of November,spring,1,fall,3,Joy
Maria,2019-06-28,Emily,2019-04-22,Alex,2019-11-15,"['Maria', 'Emily', 'Alex']",The following events take place in the southern hemisphere. Maria filled out the application on the 28th of June. Emily filled out the application on the 22nd of April. Alex filled out the application on the 15th of November. The only person that filled out the application in winter is,2019-06-28,28th of June,winter,0,summer,2,Maria
Martin,2019-09-26,Mark,2019-02-08,Brandon,2019-03-05,"['Martin', 'Mark', 'Brandon']",The following events take place in the southern hemisphere. Martin went hiking on the 26th of September. Mark went hiking on the 8th of February. Brandon went hiking on the 5th of March. The only person that went hiking in spring is,2019-09-26,26th of September,spring,1,fall,3,Martin
Alex,2019-04-28,Jack,2019-08-20,Matt,2019-05-13,"['Alex', 'Jack', 'Matt']",The following events take place in the southern hemisphere. Alex went camping on the 28th of April. Jack went camping on the 20th of August. Matt went camping on the 13th of May. The only person that went camping in winter is,2019-08-20,20th of August,winter,0,summer,2,Jack
Jack,2019-07-13,Connor,2019-09-11,Michael,2019-01-08,"['Jack', 'Connor', 'Michael']",The following events take place in the southern hemisphere. Jack renovated the kitchen on the 13th of July. Connor renovated the kitchen on the 11th of September. Michael renovated the kitchen on the 8th of January. The only person that renovated the kitchen in summer is,2019-01-08,8th of January,summer,2,winter,0,Michael
April,2019-09-24,Martin,2019-03-17,Connor,2019-01-24,"['April', 'Martin', 'Connor']",The following events take place in the southern hemisphere. April alphabetized the bookshelf on the 24th of September. Martin alphabetized the bookshelf on the 17th of March. Connor alphabetized the bookshelf on the 24th of January. The only person that alphabetized the bookshelf in spring is,2019-09-24,24th of September,spring,1,fall,3,April
Aaron,2019-09-23,Rachel,2019-09-03,Leon,2019-01-31,"['Aaron', 'Rachel', 'Leon']",The following events take place in the southern hemisphere. Aaron donated toys on the 23rd of September. Rachel donated toys on the 3rd of September. Leon donated toys on the 31st of January. The only person that donated toys in spring is,2019-09-23,23rd of September,spring,1,fall,3,Aaron
Tyler,2019-09-21,Leon,2019-10-03,Hunter,2019-05-13,"['Tyler', 'Leon', 'Hunter']",The following events take place in the southern hemisphere. Tyler baked a cake on the 21st of September. Leon baked a cake on the 3rd of October. Hunter baked a cake on the 13th of May. The only person that baked a cake in winter is,2019-09-21,21st of September,winter,0,summer,2,Tyler
Josh,2019-09-21,Kevin,2019-10-03,Neil,2019-08-18,"['Josh', 'Kevin', 'Neil']",The following events take place in the southern hemisphere. Josh arrived in Spain on the 21st of September. Kevin arrived in Spain on the 3rd of October. Neil arrived in Spain on the 18th of August. The only person that arrived in Spain in spring is,2019-10-03,3rd of October,spring,1,fall,3,Kevin
Jerry,2019-12-17,Ian,2019-02-23,April,2019-06-27,"['Jerry', 'Ian', 'April']",The following events take place in the southern hemisphere. Jerry took an exam on the 17th of December. Ian took an exam on the 23rd of February. April took an exam on the 27th of June. The only person that took an exam in spring is,2019-12-17,17th of December,spring,1,fall,3,Jerry
Luke,2019-06-11,Steve,2019-03-20,Mark,2019-02-08,"['Luke', 'Steve', 'Mark']",The following events take place in the southern hemisphere. Luke took a plane on the 11th of June. Steve took a plane on the 20th of March. Mark took a plane on the 8th of February. The only person that took a plane in fall is,2019-06-11,11th of June,fall,3,spring,1,Luke
Scott,2019-09-16,Fred,2019-07-24,Jason,2019-01-03,"['Scott', 'Fred', 'Jason']",The following events take place in the southern hemisphere. Scott went to a concert on the 16th of September. Fred went to a concert on the 24th of July. Jason went to a concert on the 3rd of January. The only person that went to a concert in summer is,2019-01-03,3rd of January,summer,2,winter,0,Jason
John,2019-08-28,Mark,2019-12-04,Charlie,2019-06-06,"['John', 'Mark', 'Charlie']",The following events take place in the southern hemisphere. John arrived in Spain on the 28th of August. Mark arrived in Spain on the 4th of December. Charlie arrived in Spain on the 6th of June. The only person that arrived in Spain in winter is,2019-08-28,28th of August,winter,0,summer,2,John
Michael,2019-06-26,Hope,2019-09-06,Jerry,2019-11-30,"['Michael', 'Hope', 'Jerry']",The following events take place in the southern hemisphere. Michael harvested a garden on the 26th of June. Hope harvested a garden on the 6th of September. Jerry harvested a garden on the 30th of November. The only person that harvested a garden in spring is,2019-11-30,30th of November,spring,1,fall,3,Jerry
Maria,2019-01-02,Andrew,2019-11-27,Blake,2019-03-23,"['Maria', 'Andrew', 'Blake']",The following events take place in the southern hemisphere. Maria repotted the plants on the 2nd of January. Andrew repotted the plants on the 27th of November. Blake repotted the plants on the 23rd of March. The only person that repotted the plants in summer is,2019-01-02,2nd of January,summer,2,winter,0,Maria
Marco,2019-03-29,Peter,2019-10-29,John,2019-01-15,"['Marco', 'Peter', 'John']",The following events take place in the southern hemisphere. Marco threw a party on the 29th of March. Peter threw a party on the 29th of October. John threw a party on the 15th of January. The only person that threw a party in fall is,2019-03-29,29th of March,fall,3,spring,1,Marco
Alice,2019-12-04,Blake,2019-06-20,Peter,2019-06-19,"['Alice', 'Blake', 'Peter']",The following events take place in the southern hemisphere. Alice got a haircut on the 4th of December. Blake got a haircut on the 20th of June. Peter got a haircut on the 19th of June. The only person that got a haircut in spring is,2019-12-04,4th of December,spring,1,fall,3,Alice
Dean,2019-12-01,Michael,2019-06-19,Jason,2019-01-03,"['Dean', 'Michael', 'Jason']",The following events take place in the southern hemisphere. Dean visited their family on the 1st of December. Michael visited their family on the 19th of June. Jason visited their family on the 3rd of January. The only person that visited their family in spring is,2019-12-01,1st of December,spring,1,fall,3,Dean
Fred,2019-04-13,Grant,2019-07-08,Matt,2019-01-19,"['Fred', 'Grant', 'Matt']",The following events take place in the southern hemisphere. Fred got a massage on the 13th of April. Grant got a massage on the 8th of July. Matt got a massage on the 19th of January. The only person that got a massage in fall is,2019-04-13,13th of April,fall,3,spring,1,Fred
Hope,2019-05-21,Frank,2019-05-19,Michael,2019-06-26,"['Hope', 'Frank', 'Michael']",The following events take place in the southern hemisphere. Hope had a barbecue on the 21st of May. Frank had a barbecue on the 19th of May. Michael had a barbecue on the 26th of June. The only person that had a barbecue in winter is,2019-06-26,26th of June,winter,0,summer,2,Michael
Martin,2019-11-24,Hope,2019-01-20,Dean,2019-08-15,"['Martin', 'Hope', 'Dean']",The following events take place in the southern hemisphere. Martin donated toys on the 24th of November. Hope donated toys on the 20th of January. Dean donated toys on the 15th of August. The only person that donated toys in spring is,2019-11-24,24th of November,spring,1,fall,3,Martin
April,2019-08-13,Marco,2019-12-20,Henry,2019-04-30,"['April', 'Marco', 'Henry']",The following events take place in the southern hemisphere. April went to the zoo on the 13th of August. Marco went to the zoo on the 20th of December. Henry went to the zoo on the 30th of April. The only person that went to the zoo in winter is,2019-08-13,13th of August,winter,0,summer,2,April
Andrew,2019-05-06,Josh,2019-01-10,William,2019-10-07,"['Andrew', 'Josh', 'William']",The following events take place in the southern hemisphere. Andrew donated clothes on the 6th of May. Josh donated clothes on the 10th of January. William donated clothes on the 7th of October. The only person that donated clothes in fall is,2019-05-06,6th of May,fall,3,spring,1,Andrew
William,2019-11-26,Dallas,2019-02-11,Ryan,2019-07-04,"['William', 'Dallas', 'Ryan']",The following events take place in the southern hemisphere. William baked a cake on the 26th of November. Dallas baked a cake on the 11th of February. Ryan baked a cake on the 4th of July. The only person that baked a cake in spring is,2019-11-26,26th of November,spring,1,fall,3,William
Andrew,2019-04-20,April,2019-12-29,Alice,2019-09-01,"['Andrew', 'April', 'Alice']",The following events take place in the southern hemisphere. Andrew received a promotion on the 20th of April. April received a promotion on the 29th of December. Alice received a promotion on the 1st of September. The only person that received a promotion in fall is,2019-04-20,20th of April,fall,3,spring,1,Andrew
Dallas,2019-09-02,Bob,2019-04-30,Blake,2019-10-31,"['Dallas', 'Bob', 'Blake']",The following events take place in the southern hemisphere. Dallas attended a wedding on the 2nd of September. Bob attended a wedding on the 30th of April. Blake attended a wedding on the 31st of October. The only person that attended a wedding in winter is,2019-09-02,2nd of September,winter,0,summer,2,Dallas
Andrew,2019-05-06,Frank,2019-12-02,Grant,2019-06-30,"['Andrew', 'Frank', 'Grant']",The following events take place in the southern hemisphere. Andrew cooked lasagna on the 6th of May. Frank cooked lasagna on the 2nd of December. Grant cooked lasagna on the 30th of June. The only person that cooked lasagna in fall is,2019-05-06,6th of May,fall,3,spring,1,Andrew
Brandon,2019-08-27,Luke,2019-01-29,Walker,2019-11-11,"['Brandon', 'Luke', 'Walker']",The following events take place in the southern hemisphere. Brandon went to the gym on the 27th of August. Luke went to the gym on the 29th of January. Walker went to the gym on the 11th of November. The only person that went to the gym in winter is,2019-08-27,27th of August,winter,0,summer,2,Brandon
Jason,2019-04-07,Robert,2019-07-09,John,2019-10-19,"['Jason', 'Robert', 'John']",The following events take place in the southern hemisphere. Jason baked a cake on the 7th of April. Robert baked a cake on the 9th of July. John baked a cake on the 19th of October. The only person that baked a cake in fall is,2019-04-07,7th of April,fall,3,spring,1,Jason
Bob,2019-04-30,Ian,2019-11-23,Robert,2019-07-30,"['Bob', 'Ian', 'Robert']",The following events take place in the southern hemisphere. Bob refinanced the mortgage on the 30th of April. Ian refinanced the mortgage on the 23rd of November. Robert refinanced the mortgage on the 30th of July. The only person that refinanced the mortgage in fall is,2019-04-30,30th of April,fall,3,spring,1,Bob
Aaron,2019-09-30,Rachel,2019-05-02,Fred,2019-01-12,"['Aaron', 'Rachel', 'Fred']",The following events take place in the southern hemisphere. Aaron took a walk in the park on the 30th of September. Rachel took a walk in the park on the 2nd of May. Fred took a walk in the park on the 12th of January. The only person that took a walk in the park in spring is,2019-09-30,30th of September,spring,1,fall,3,Aaron
William,2019-07-29,Michael,2019-01-16,Tyler,2019-03-01,"['William', 'Michael', 'Tyler']",The following events take place in the southern hemisphere. William went to a French restaurant on the 29th of July. Michael went to a French restaurant on the 16th of January. Tyler went to a French restaurant on the 1st of March. The only person that went to a French restaurant in winter is,2019-07-29,29th of July,winter,0,summer,2,William
Blake,2019-11-04,Kevin,2019-05-27,Rose,2019-07-20,"['Blake', 'Kevin', 'Rose']",The following events take place in the southern hemisphere. Blake went to the cinema on the 4th of November. Kevin went to the cinema on the 27th of May. Rose went to the cinema on the 20th of July. The only person that went to the cinema in spring is,2019-11-04,4th of November,spring,1,fall,3,Blake
Scott,2019-05-25,John,2019-09-15,Kevin,2019-02-23,"['Scott', 'John', 'Kevin']",The following events take place in the southern hemisphere. Scott donated toys on the 25th of May. John donated toys on the 15th of September. Kevin donated toys on the 23rd of February. The only person that donated toys in fall is,2019-05-25,25th of May,fall,3,spring,1,Scott
Leon,2019-09-08,Aaron,2019-10-15,Mark,2019-04-06,"['Leon', 'Aaron', 'Mark']",The following events take place in the southern hemisphere. Leon went to the museum on the 8th of September. Aaron went to the museum on the 15th of October. Mark went to the museum on the 6th of April. The only person that went to the museum in winter is,2019-09-08,8th of September,winter,0,summer,2,Leon
George,2019-07-22,Peter,2019-08-08,Alice,2019-01-12,"['George', 'Peter', 'Alice']",The following events take place in the southern hemisphere. George went to a concert on the 22nd of July. Peter went to a concert on the 8th of August. Alice went to a concert on the 12th of January. The only person that went to a concert in summer is,2019-01-12,12th of January,summer,2,winter,0,Alice
Kevin,2019-07-05,Blake,2019-11-25,Joy,2019-10-07,"['Kevin', 'Blake', 'Joy']",The following events take place in the southern hemisphere. Kevin played chess on the 5th of July. Blake played chess on the 25th of November. Joy played chess on the 7th of October. The only person that played chess in winter is,2019-07-05,5th of July,winter,0,summer,2,Kevin
Ryan,2019-02-28,Andrew,2019-11-27,Steve,2019-01-23,"['Ryan', 'Andrew', 'Steve']",The following events take place in the southern hemisphere. Ryan cleaned the windows on the 28th of February. Andrew cleaned the windows on the 27th of November. Steve cleaned the windows on the 23rd of January. The only person that cleaned the windows in spring is,2019-11-27,27th of November,spring,1,fall,3,Andrew
Robert,2019-07-09,April,2019-10-10,Steve,2019-05-18,"['Robert', 'April', 'Steve']",The following events take place in the southern hemisphere. Robert built a desktop computer on the 9th of July. April built a desktop computer on the 10th of October. Steve built a desktop computer on the 18th of May. The only person that built a desktop computer in winter is,2019-07-09,9th of July,winter,0,summer,2,Robert
Grant,2019-01-10,Henry,2019-04-03,Jack,2019-11-20,"['Grant', 'Henry', 'Jack']",The following events take place in the southern hemisphere. Grant renovated the kitchen on the 10th of January. Henry renovated the kitchen on the 3rd of April. Jack renovated the kitchen on the 20th of November. The only person that renovated the kitchen in summer is,2019-01-10,10th of January,summer,2,winter,0,Grant
Ryan,2019-10-03,Matt,2019-01-04,Michael,2019-06-08,"['Ryan', 'Matt', 'Michael']",The following events take place in the southern hemisphere. Ryan renovated the kitchen on the 3rd of October. Matt renovated the kitchen on the 4th of January. Michael renovated the kitchen on the 8th of June. The only person that renovated the kitchen in spring is,2019-10-03,3rd of October,spring,1,fall,3,Ryan
Mark,2019-09-05,Matt,2019-08-08,Emily,2019-01-02,"['Mark', 'Matt', 'Emily']",The following events take place in the southern hemisphere. Mark attended a graduation on the 5th of September. Matt attended a graduation on the 8th of August. Emily attended a graduation on the 2nd of January. The only person that attended a graduation in summer is,2019-01-02,2nd of January,summer,2,winter,0,Emily
Walker,2019-02-26,John,2019-05-24,Jason,2019-02-17,"['Walker', 'John', 'Jason']",The following events take place in the southern hemisphere. Walker went camping on the 26th of February. John went camping on the 24th of May. Jason went camping on the 17th of February. The only person that went camping in fall is,2019-05-24,24th of May,fall,3,spring,1,John
William,2019-03-18,John,2019-09-15,Frank,2019-02-18,"['William', 'John', 'Frank']",The following events take place in the southern hemisphere. William went to the zoo on the 18th of March. John went to the zoo on the 15th of September. Frank went to the zoo on the 18th of February. The only person that went to the zoo in winter is,2019-09-15,15th of September,winter,0,summer,2,John
Frank,2019-04-11,Ryan,2019-08-26,Max,2019-01-21,"['Frank', 'Ryan', 'Max']",The following events take place in the southern hemisphere. Frank watched a documentary on the 11th of April. Ryan watched a documentary on the 26th of August. Max watched a documentary on the 21st of January. The only person that watched a documentary in fall is,2019-04-11,11th of April,fall,3,spring,1,Frank
George,2019-09-12,Jason,2019-02-28,Bob,2019-12-06,"['George', 'Jason', 'Bob']",The following events take place in the southern hemisphere. George ironed the clothes on the 12th of September. Jason ironed the clothes on the 28th of February. Bob ironed the clothes on the 6th of December. The only person that ironed the clothes in winter is,2019-09-12,12th of September,winter,0,summer,2,George
Hunter,2019-09-29,Leon,2019-09-20,Hope,2019-08-09,"['Hunter', 'Leon', 'Hope']",The following events take place in the southern hemisphere. Hunter took a bus on the 29th of September. Leon took a bus on the 20th of September. Hope took a bus on the 9th of August. The only person that took a bus in spring is,2019-09-29,29th of September,spring,1,fall,3,Hunter
Scott,2019-12-27,Hunter,2019-07-14,Ryan,2019-10-03,"['Scott', 'Hunter', 'Ryan']",The following events take place in the southern hemisphere. Scott called a friend on the 27th of December. Hunter called a friend on the 14th of July. Ryan called a friend on the 3rd of October. The only person that called a friend in summer is,2019-12-27,27th of December,summer,2,winter,0,Scott
Charlie,2019-02-17,Leon,2019-08-07,Rose,2019-12-01,"['Charlie', 'Leon', 'Rose']",The following events take place in the southern hemisphere. Charlie cleaned the windows on the 17th of February. Leon cleaned the windows on the 7th of August. Rose cleaned the windows on the 1st of December. The only person that cleaned the windows in summer is,2019-02-17,17th of February,summer,2,winter,0,Charlie
Walker,2019-11-16,Andrew,2019-05-06,William,2019-03-19,"['Walker', 'Andrew', 'William']",The following events take place in the southern hemisphere. Walker got a manicure on the 16th of November. Andrew got a manicure on the 6th of May. William got a manicure on the 19th of March. The only person that got a manicure in spring is,2019-11-16,16th of November,spring,1,fall,3,Walker
Ian,2019-02-23,George,2019-09-21,Grant,2019-01-29,"['Ian', 'George', 'Grant']",The following events take place in the southern hemisphere. Ian took a walk in the park on the 23rd of February. George took a walk in the park on the 21st of September. Grant took a walk in the park on the 29th of January. The only person that took a walk in the park in winter is,2019-09-21,21st of September,winter,0,summer,2,George
Henry,2019-03-17,Joy,2019-05-31,Leon,2019-04-12,"['Henry', 'Joy', 'Leon']",The following events take place in the southern hemisphere. Henry took an exam on the 17th of March. Joy took an exam on the 31st of May. Leon took an exam on the 12th of April. The only person that took an exam in summer is,2019-03-17,17th of March,summer,2,winter,0,Henry
Laura,2019-04-29,Hope,2019-10-27,Alex,2019-10-11,"['Laura', 'Hope', 'Alex']",The following events take place in the southern hemisphere. Laura went to the cinema on the 29th of April. Hope went to the cinema on the 27th of October. Alex went to the cinema on the 11th of October. The only person that went to the cinema in fall is,2019-04-29,29th of April,fall,3,spring,1,Laura
Walker,2019-05-25,Ian,2019-01-08,April,2019-12-29,"['Walker', 'Ian', 'April']",The following events take place in the southern hemisphere. Walker visited their family on the 25th of May. Ian visited their family on the 8th of January. April visited their family on the 29th of December. The only person that visited their family in fall is,2019-05-25,25th of May,fall,3,spring,1,Walker
Hunter,2019-01-05,Dallas,2019-02-11,Charlie,2019-10-30,"['Hunter', 'Dallas', 'Charlie']",The following events take place in the southern hemisphere. Hunter went to the gym on the 5th of January. Dallas went to the gym on the 11th of February. Charlie went to the gym on the 30th of October. The only person that went to the gym in spring is,2019-10-30,30th of October,spring,1,fall,3,Charlie
George,2019-10-27,Max,2019-12-05,Josh,2019-01-26,"['George', 'Max', 'Josh']",The following events take place in the southern hemisphere. George got surgery on the 27th of October. Max got surgery on the 5th of December. Josh got surgery on the 26th of January. The only person that got surgery in summer is,2019-01-26,26th of January,summer,2,winter,0,Josh
George,2019-08-25,Steve,2019-10-11,Josh,2019-07-30,"['George', 'Steve', 'Josh']",The following events take place in the southern hemisphere. George purchased a new laptop on the 25th of August. Steve purchased a new laptop on the 11th of October. Josh purchased a new laptop on the 30th of July. The only person that purchased a new laptop in spring is,2019-10-11,11th of October,spring,1,fall,3,Steve
Laura,2019-04-29,Frank,2019-01-08,Mark,2019-08-13,"['Laura', 'Frank', 'Mark']",The following events take place in the southern hemisphere. Laura planted a tree on the 29th of April. Frank planted a tree on the 8th of January. Mark planted a tree on the 13th of August. The only person that planted a tree in fall is,2019-04-29,29th of April,fall,3,spring,1,Laura
Connor,2019-01-15,Hunter,2019-04-03,Peter,2019-08-08,"['Connor', 'Hunter', 'Peter']",The following events take place in the southern hemisphere. Connor built a desktop computer on the 15th of January. Hunter built a desktop computer on the 3rd of April. Peter built a desktop computer on the 8th of August. The only person that built a desktop computer in summer is,2019-01-15,15th of January,summer,2,winter,0,Connor
Scott,2019-05-25,Aaron,2019-08-28,Leon,2019-04-23,"['Scott', 'Aaron', 'Leon']",The following events take place in the southern hemisphere. Scott watched a movie on the 25th of May. Aaron watched a movie on the 28th of August. Leon watched a movie on the 23rd of April. The only person that watched a movie in winter is,2019-08-28,28th of August,winter,0,summer,2,Aaron
Emily,2019-04-22,Marco,2019-11-11,Grant,2019-07-25,"['Emily', 'Marco', 'Grant']",The following events take place in the southern hemisphere. Emily refinanced the mortgage on the 22nd of April. Marco refinanced the mortgage on the 11th of November. Grant refinanced the mortgage on the 25th of July. The only person that refinanced the mortgage in fall is,2019-04-22,22nd of April,fall,3,spring,1,Emily
Rose,2019-12-01,April,2019-01-12,Rachel,2019-12-13,"['Rose', 'April', 'Rachel']",The following events take place in the southern hemisphere. Rose won the lottery on the 1st of December. April won the lottery on the 12th of January. Rachel won the lottery on the 13th of December. The only person that won the lottery in summer is,2019-01-12,12th of January,summer,2,winter,0,April
Peter,2019-05-25,Hope,2019-01-20,Joy,2019-09-03,"['Peter', 'Hope', 'Joy']",The following events take place in the southern hemisphere. Peter went to the zoo on the 25th of May. Hope went to the zoo on the 20th of January. Joy went to the zoo on the 3rd of September. The only person that went to the zoo in fall is,2019-05-25,25th of May,fall,3,spring,1,Peter
Jason,2019-01-31,Kyle,2019-02-19,Marco,2019-08-17,"['Jason', 'Kyle', 'Marco']",The following events take place in the southern hemisphere. Jason went fishing on the 31st of January. Kyle went fishing on the 19th of February. Marco went fishing on the 17th of August. The only person that went fishing in winter is,2019-08-17,17th of August,winter,0,summer,2,Marco
Marco,2019-10-27,Maria,2019-09-18,Henry,2019-03-17,"['Marco', 'Maria', 'Henry']",The following events take place in the southern hemisphere. Marco sent a postcard on the 27th of October. Maria sent a postcard on the 18th of September. Henry sent a postcard on the 17th of March. The only person that sent a postcard in spring is,2019-10-27,27th of October,spring,1,fall,3,Marco
Steve,2019-08-24,William,2019-10-14,Josh,2019-08-04,"['Steve', 'William', 'Josh']",The following events take place in the southern hemisphere. Steve arrived in Spain on the 24th of August. William arrived in Spain on the 14th of October. Josh arrived in Spain on the 4th of August. The only person that arrived in Spain in spring is,2019-10-14,14th of October,spring,1,fall,3,William
Martin,2019-04-17,Neil,2019-07-06,George,2019-01-15,"['Martin', 'Neil', 'George']",The following events take place in the southern hemisphere. Martin went to a Mexican restaurant on the 17th of April. Neil went to a Mexican restaurant on the 6th of July. George went to a Mexican restaurant on the 15th of January. The only person that went to a Mexican restaurant in fall is,2019-04-17,17th of April,fall,3,spring,1,Martin
Steve,2019-05-18,Kyle,2019-09-26,Michael,2019-09-09,"['Steve', 'Kyle', 'Michael']",The following events take place in the southern hemisphere. Steve donated clothes on the 18th of May. Kyle donated clothes on the 26th of September. Michael donated clothes on the 9th of September. The only person that donated clothes in fall is,2019-05-18,18th of May,fall,3,spring,1,Steve
Leon,2019-09-23,Jack,2019-01-14,Josh,2019-06-13,"['Leon', 'Jack', 'Josh']",The following events take place in the southern hemisphere. Leon painted a portrait on the 23rd of September. Jack painted a portrait on the 14th of January. Josh painted a portrait on the 13th of June. The only person that painted a portrait in spring is,2019-09-23,23rd of September,spring,1,fall,3,Leon
Aaron,2019-07-15,Frank,2019-03-10,Luke,2019-02-24,"['Aaron', 'Frank', 'Luke']",The following events take place in the southern hemisphere. Aaron watered the plants on the 15th of July. Frank watered the plants on the 10th of March. Luke watered the plants on the 24th of February. The only person that watered the plants in winter is,2019-07-15,15th of July,winter,0,summer,2,Aaron
Brandon,2019-09-30,Dallas,2019-03-27,Dean,2019-05-07,"['Brandon', 'Dallas', 'Dean']",The following events take place in the southern hemisphere. Brandon filled out the application on the 30th of September. Dallas filled out the application on the 27th of March. Dean filled out the application on the 7th of May. The only person that filled out the application in spring is,2019-09-30,30th of September,spring,1,fall,3,Brandon
Rachel,2019-05-02,Joy,2019-08-11,April,2019-06-27,"['Rachel', 'Joy', 'April']",The following events take place in the southern hemisphere. Rachel planted a tree on the 2nd of May. Joy planted a tree on the 11th of August. April planted a tree on the 27th of June. The only person that planted a tree in fall is,2019-05-02,2nd of May,fall,3,spring,1,Rachel
Hunter,2019-12-16,Maria,2019-05-19,Laura,2019-09-03,"['Hunter', 'Maria', 'Laura']",The following events take place in the southern hemisphere. Hunter attended a wedding on the 16th of December. Maria attended a wedding on the 19th of May. Laura attended a wedding on the 3rd of September. The only person that attended a wedding in spring is,2019-12-16,16th of December,spring,1,fall,3,Hunter
Walker,2019-11-11,Scott,2019-02-08,Leon,2019-02-15,"['Walker', 'Scott', 'Leon']",The following events take place in the southern hemisphere. Walker went fishing on the 11th of November. Scott went fishing on the 8th of February. Leon went fishing on the 15th of February. The only person that went fishing in spring is,2019-11-11,11th of November,spring,1,fall,3,Walker
Jason,2019-11-07,Marco,2019-12-20,Matt,2019-01-19,"['Jason', 'Marco', 'Matt']",The following events take place in the southern hemisphere. Jason sent a postcard on the 7th of November. Marco sent a postcard on the 20th of December. Matt sent a postcard on the 19th of January. The only person that sent a postcard in summer is,2019-01-19,19th of January,summer,2,winter,0,Matt
Alice,2019-09-01,Blake,2019-05-31,Frank,2019-02-02,"['Alice', 'Blake', 'Frank']",The following events take place in the southern hemisphere. Alice cleaned the windows on the 1st of September. Blake cleaned the windows on the 31st of May. Frank cleaned the windows on the 2nd of February. The only person that cleaned the windows in winter is,2019-09-01,1st of September,winter,0,summer,2,Alice
April,2019-08-13,Charlie,2019-09-06,Josh,2019-04-06,"['April', 'Charlie', 'Josh']",The following events take place in the southern hemisphere. April watched a documentary on the 13th of August. Charlie watched a documentary on the 6th of September. Josh watched a documentary on the 6th of April. The only person that watched a documentary in fall is,2019-04-06,6th of April,fall,3,spring,1,Josh
Hunter,2019-07-14,Blake,2019-03-23,Scott,2019-05-25,"['Hunter', 'Blake', 'Scott']",The following events take place in the southern hemisphere. Hunter sent a package on the 14th of July. Blake sent a package on the 23rd of March. Scott sent a package on the 25th of May. The only person that sent a package in winter is,2019-07-14,14th of July,winter,0,summer,2,Hunter
Rachel,2019-09-03,Blake,2019-11-04,Frank,2019-11-27,"['Rachel', 'Blake', 'Frank']",The following events take place in the southern hemisphere. Rachel went to a concert on the 3rd of September. Blake went to a concert on the 4th of November. Frank went to a concert on the 27th of November. The only person that went to a concert in winter is,2019-09-03,3rd of September,winter,0,summer,2,Rachel
Marco,2019-09-07,Henry,2019-09-16,Michael,2019-11-12,"['Marco', 'Henry', 'Michael']",The following events take place in the southern hemisphere. Marco painted a mural on the 7th of September. Henry painted a mural on the 16th of September. Michael painted a mural on the 12th of November. The only person that painted a mural in spring is,2019-11-12,12th of November,spring,1,fall,3,Michael
Mark,2019-12-04,Maria,2019-02-22,Josh,2019-10-14,"['Mark', 'Maria', 'Josh']",The following events take place in the southern hemisphere. Mark participated in a triathlon on the 4th of December. Maria participated in a triathlon on the 22nd of February. Josh participated in a triathlon on the 14th of October. The only person that participated in a triathlon in summer is,2019-02-22,22nd of February,summer,2,winter,0,Maria
Andrew,2019-04-20,Max,2019-04-24,Henry,2019-11-12,"['Andrew', 'Max', 'Henry']",The following events take place in the southern hemisphere. Andrew cooked cheesecake on the 20th of April. Max cooked cheesecake on the 24th of April. Henry cooked cheesecake on the 12th of November. The only person that cooked cheesecake in spring is,2019-11-12,12th of November,spring,1,fall,3,Henry
Rose,2019-12-01,George,2019-10-27,Alex,2019-01-11,"['Rose', 'George', 'Alex']",The following events take place in the southern hemisphere. Rose attended a graduation on the 1st of December. George attended a graduation on the 27th of October. Alex attended a graduation on the 11th of January. The only person that attended a graduation in summer is,2019-01-11,11th of January,summer,2,winter,0,Alex
Alex,2019-01-11,Martin,2019-09-25,Hunter,2019-10-22,"['Alex', 'Martin', 'Hunter']",The following events take place in the southern hemisphere. Alex went to a concert on the 11th of January. Martin went to a concert on the 25th of September. Hunter went to a concert on the 22nd of October. The only person that went to a concert in summer is,2019-01-11,11th of January,summer,2,winter,0,Alex
Jason,2019-05-01,Frank,2019-02-18,Josh,2019-08-04,"['Jason', 'Frank', 'Josh']",The following events take place in the southern hemisphere. Jason donated blood on the 1st of May. Frank donated blood on the 18th of February. Josh donated blood on the 4th of August. The only person that donated blood in fall is,2019-05-01,1st of May,fall,3,spring,1,Jason
Bob,2019-09-07,Jason,2019-09-04,Michael,2019-04-28,"['Bob', 'Jason', 'Michael']",The following events take place in the southern hemisphere. Bob attended a wedding on the 7th of September. Jason attended a wedding on the 4th of September. Michael attended a wedding on the 28th of April. The only person that attended a wedding in fall is,2019-04-28,28th of April,fall,3,spring,1,Michael
Charlie,2019-09-26,Robert,2019-10-24,Joy,2019-05-31,"['Charlie', 'Robert', 'Joy']",The following events take place in the southern hemisphere. Charlie played beer pong on the 26th of September. Robert played beer pong on the 24th of October. Joy played beer pong on the 31st of May. The only person that played beer pong in fall is,2019-05-31,31st of May,fall,3,spring,1,Joy
Michael,2019-03-19,Rachel,2019-03-21,Jack,2019-01-14,"['Michael', 'Rachel', 'Jack']",The following events take place in the southern hemisphere. Michael went fishing on the 19th of March. Rachel went fishing on the 21st of March. Jack went fishing on the 14th of January. The only person that went fishing in fall is,2019-03-21,21st of March,fall,3,spring,1,Rachel
