context,correct_city,correct_country,correct_continent,correct_lat,correct_lon,correct_geodesic_dist,correct_through_earth_dist,correct_euclidean_dist,correct_answer,reference_city,reference_country,reference_continent,reference_lat,reference_lon,reference_name,name_1,city_1,country_1,continent_1,lat_1,lon_1,name_2,city_2,country_2,continent_2,lat_2,lon_2,name_3,city_3,country_3,continent_3,lat_3,lon_3
Walker lives in Prudentópolis. Jack lives in Medeiros Neto. Fred lives in Canindé de São Francisco. The person who lives closest to Walker is,Medeiros Neto,Brazil,South America,-17.3739,-40.2208,1413.6830180448692,1410.7845909757277,13.310199179952198,Jack,Prudentópolis,Brazil,South America,-25.2128,-50.9778,Walker,Walker,Prudentópolis,Brazil,South America,-25.2128,-50.9778,Jack,Medeiros Neto,Brazil,South America,-17.3739,-40.2208,Fred,Canindé de São Francisco,Brazil,South America,-9.6419,-37.7878
Max lives in Presidente Getúlio. Aaron lives in Jarinu. Marco lives in Nacozari de García. The person who lives closest to Max is,Jarinu,Brazil,South America,-23.1014,-46.7283,527.0475070196186,526.8972323829478,4.896518212975418,Aaron,Presidente Getúlio,Brazil,South America,-27.0508,-49.6228,Max,Max,Presidente Getúlio,Brazil,South America,-27.0508,-49.6228,Aaron,Jarinu,Brazil,South America,-23.1014,-46.7283,Marco,Nacozari de García,Mexico,North America,30.3833,-109.6833
Richard lives in Sibiti. Connor lives in Soledad de Graciano Sánchez. Dallas lives in Kibaale. The person who lives closest to Richard is,Kibaale,Uganda,Africa,0.7958,31.0792,2032.164737858316,2023.560786683757,18.285598110261525,Dallas,Sibiti,Congo (Brazzaville),Africa,-3.685,13.3511,Richard,Richard,Sibiti,Congo (Brazzaville),Africa,-3.685,13.3511,Connor,Soledad de Graciano Sánchez,Mexico,North America,22.1833,-100.9333,Dallas,Kibaale,Uganda,Africa,0.7958,31.0792
Luke lives in Papantla de Olarte. John lives in Guernica. Fred lives in Ensenada. The person who lives closest to Luke is,Ensenada,Mexico,North America,31.8578,-116.6058,2299.351601068697,2286.8926189352856,22.408261459559963,Fred,Papantla de Olarte,Mexico,North America,20.4478,-97.32,Luke,Luke,Papantla de Olarte,Mexico,North America,20.4478,-97.32,John,Guernica,Argentina,South America,-34.9167,-58.3833,Fred,Ensenada,Mexico,North America,31.8578,-116.6058
Ian lives in Konya. Hope lives in Aaley. Laura lives in Fiorentino. The person who lives closest to Ian is,Aaley,Lebanon,Asia,33.8,35.6,532.2888005531959,532.1339981709723,5.123657656401337,Hope,Konya,Turkey,Europe,37.8667,32.4833,Ian,Ian,Konya,Turkey,Europe,37.8667,32.4833,Hope,Aaley,Lebanon,Asia,33.8,35.6,Laura,Fiorentino,San Marino,Europe,43.9106,12.4556
Dallas lives in Dom Basílio. Andrew lives in Uropá. Jack lives in Āqchah. The person who lives closest to Dallas is,Uropá,Brazil,South America,-11.1406,-62.3608,2253.7721110123994,2242.038703197436,20.755947493670334,Andrew,Dom Basílio,Brazil,South America,-13.76,-41.7708,Dallas,Dallas,Dom Basílio,Brazil,South America,-13.76,-41.7708,Andrew,Uropá,Brazil,South America,-11.1406,-62.3608,Jack,Āqchah,Afghanistan,Asia,36.9114,66.1858
Laura lives in Waddinxveen. Neil lives in Mandeville. Connor lives in Castro Daire. The person who lives closest to Laura is,Castro Daire,Portugal,Europe,40.9,-7.9333,1565.5665408007608,1561.6304933504687,16.812553015232396,Connor,Waddinxveen,Netherlands,Europe,52.05,4.65,Laura,Laura,Waddinxveen,Netherlands,Europe,52.05,4.65,Neil,Mandeville,United States,North America,30.3751,-90.0904,Connor,Castro Daire,Portugal,Europe,40.9,-7.9333
Bob lives in Chimá. Max lives in Bikin. Charlie lives in Gombe. The person who lives closest to Bob is,Gombe,Uganda,Africa,0.1811,32.1142,11951.678224017507,10274.666651014048,108.12014115538325,Charlie,Chimá,Colombia,South America,9.15,-75.6333,Bob,Bob,Chimá,Colombia,South America,9.15,-75.6333,Max,Bikin,Russia,Asia,46.8167,134.2667,Charlie,Gombe,Uganda,Africa,0.1811,32.1142
Dean lives in Prainha. Charlie lives in Monclova. Max lives in Ogulin. The person who lives closest to Dean is,Monclova,Mexico,North America,26.9103,-101.4222,6043.449178256322,5819.40067545504,55.88144474626619,Charlie,Prainha,Brazil,South America,-1.8,-53.48,Dean,Dean,Prainha,Brazil,South America,-1.8,-53.48,Charlie,Monclova,Mexico,North America,26.9103,-101.4222,Max,Ogulin,Croatia,Europe,45.2669,15.2248
Joy lives in Oroquieta. Richard lives in The Hague. Bob lives in Loures. The person who lives closest to Joy is,The Hague,Netherlands,Europe,52.08,4.31,11179.352507291795,9799.307607813997,127.19599089593979,Richard,Oroquieta,Philippines,Asia,8.48,123.8,Joy,Joy,Oroquieta,Philippines,Asia,8.48,123.8,Richard,The Hague,Netherlands,Europe,52.08,4.31,Bob,Loures,Portugal,Europe,38.8309,-9.1684
Blake lives in Saboeiro. Leon lives in Oliva. Dean lives in Santo Domingo Suchitepéquez. The person who lives closest to Blake is,Oliva,Argentina,South America,-32.0333,-63.5667,3748.389162300735,3694.5586893937707,34.77926983132337,Leon,Saboeiro,Brazil,South America,-6.5419,-39.9069,Blake,Blake,Saboeiro,Brazil,South America,-6.5419,-39.9069,Leon,Oliva,Argentina,South America,-32.0333,-63.5667,Dean,Santo Domingo Suchitepéquez,Guatemala,North America,14.4667,-91.4833
Aaron lives in Valença. Richard lives in Wuhu. Max lives in Balta. The person who lives closest to Aaron is,Balta,Ukraine,Europe,47.94,29.6219,10665.727008757958,9463.136238458113,101.49957369467124,Max,Valença,Brazil,South America,-22.2456,-43.7003,Aaron,Aaron,Valença,Brazil,South America,-22.2456,-43.7003,Richard,Wuhu,China,Asia,31.3526,118.4331,Max,Balta,Ukraine,Europe,47.94,29.6219
Hunter lives in Mopti. Kevin lives in Qax. Jerry lives in Shovot. The person who lives closest to Hunter is,Qax,Azerbaijan,Europe,41.4194,46.9181,5735.018388125757,5543.337863642401,57.75992042904838,Kevin,Mopti,Mali,Africa,14.49,-4.18,Hunter,Hunter,Mopti,Mali,Africa,14.49,-4.18,Kevin,Qax,Azerbaijan,Europe,41.4194,46.9181,Jerry,Shovot,Uzbekistan,Asia,41.65,60.3
Kevin lives in Jandaia do Sul. Frank lives in Le Raincy. William lives in Ihosy. The person who lives closest to Kevin is,Le Raincy,France,Europe,48.9,2.5167,9682.540625679965,8777.23718198524,90.49810742822194,Frank,Jandaia do Sul,Brazil,South America,-23.6028,-51.6428,Kevin,Kevin,Jandaia do Sul,Brazil,South America,-23.6028,-51.6428,Frank,Le Raincy,France,Europe,48.9,2.5167,William,Ihosy,Madagascar,Africa,-22.3996,46.1167
Laura lives in Heyuan. Mark lives in Uchtepa Qishlog’i. Jack lives in Celorico de Basto. The person who lives closest to Laura is,Uchtepa Qishlog’i,Uzbekistan,Asia,40.205,67.9011,4714.316028352605,4607.495018494236,49.60957977346714,Mark,Heyuan,China,Asia,23.7443,114.7002,Laura,Laura,Heyuan,China,Asia,23.7443,114.7002,Mark,Uchtepa Qishlog’i,Uzbekistan,Asia,40.205,67.9011,Jack,Celorico de Basto,Portugal,Europe,41.3869,-8.0022
Andrew lives in Zacatepec. John lives in Maragogipe. Steve lives in Tissemsilt. The person who lives closest to Andrew is,Maragogipe,Brazil,South America,-12.7778,-38.9189,7473.2648500289315,7052.119518474987,67.98234124072222,John,Zacatepec,Mexico,North America,18.6833,-99.1833,Andrew,Andrew,Zacatepec,Mexico,North America,18.6833,-99.1833,John,Maragogipe,Brazil,South America,-12.7778,-38.9189,Steve,Tissemsilt,Algeria,Africa,35.6078,1.8111
Frank lives in Ngaoundéré. Henry lives in Cruzília. Connor lives in Dax. The person who lives closest to Frank is,Dax,France,Europe,43.71,-1.05,4290.221291461014,4209.618407855585,39.225065376363624,Connor,Ngaoundéré,Cameroon,Africa,7.3167,13.5833,Frank,Frank,Ngaoundéré,Cameroon,Africa,7.3167,13.5833,Henry,Cruzília,Brazil,South America,-21.8389,-44.8078,Connor,Dax,France,Europe,43.71,-1.05
Max lives in Vistahermosa. Alice lives in Davenport. Tyler lives in Sodankylä. The person who lives closest to Max is,Davenport,United States,North America,41.5565,-90.6053,4592.525616915482,4493.736976012805,41.965684647935866,Alice,Vistahermosa,Colombia,South America,3.1239,-73.7514,Max,Max,Vistahermosa,Colombia,South America,3.1239,-73.7514,Alice,Davenport,United States,North America,41.5565,-90.6053,Tyler,Sodankylä,Finland,Europe,67.4167,26.5833
Max lives in Mora. Jack lives in Kozan. Martin lives in Amarante do Maranhão. The person who lives closest to Max is,Kozan,Turkey,Europe,37.45,35.8,3009.131665328673,2981.239258445128,31.718191695145542,Jack,Mora,Sweden,Europe,61.0096,14.5635,Max,Max,Mora,Sweden,Europe,61.0096,14.5635,Jack,Kozan,Turkey,Europe,37.45,35.8,Martin,Amarante do Maranhão,Brazil,South America,-5.5669,-46.7419
Emily lives in Góra. Blake lives in La Máquina. Joy lives in Mándra. The person who lives closest to Emily is,Mándra,Greece,Europe,38.0667,23.5,1606.5825448931055,1602.3291327892625,15.272933575446467,Joy,Góra,Poland,Europe,51.6667,16.55,Emily,Emily,Góra,Poland,Europe,51.6667,16.55,Blake,La Máquina,Guatemala,North America,14.3,-91.5667,Joy,Mándra,Greece,Europe,38.0667,23.5
Fred lives in Kansas City. Hunter lives in Imst. Martin lives in Târgovişte. The person who lives closest to Fred is,Imst,Austria,Europe,47.2394,10.7381,7914.340701491714,7415.184383153518,105.79416119318684,Hunter,Kansas City,United States,North America,39.1235,-94.7443,Fred,Fred,Kansas City,United States,North America,39.1235,-94.7443,Hunter,Imst,Austria,Europe,47.2394,10.7381,Martin,Târgovişte,Romania,Europe,44.9244,25.4572
Dean lives in Kolda. Neil lives in Capilla del Señor. Luke lives in Argentan. The person who lives closest to Dean is,Argentan,France,Europe,48.75,-0.02,4216.8242426717625,4140.273126177089,38.83495758050986,Luke,Kolda,Senegal,Africa,12.8958,-14.9408,Dean,Dean,Kolda,Senegal,Africa,12.8958,-14.9408,Neil,Capilla del Señor,Argentina,South America,-34.2833,-59.1,Luke,Argentan,France,Europe,48.75,-0.02
Grant lives in Cañuelas. Michael lives in Torghay. Ian lives in Konya. The person who lives closest to Grant is,Konya,Turkey,Europe,37.8667,32.4833,12395.440536646156,10530.833974696488,116.76848083091602,Ian,Cañuelas,Argentina,South America,-35.0333,-58.7333,Grant,Grant,Cañuelas,Argentina,South America,-35.0333,-58.7333,Michael,Torghay,Kazakhstan,Asia,49.626,63.499,Ian,Konya,Turkey,Europe,37.8667,32.4833
Maria lives in Sevilla. Dean lives in Rangoon. Laura lives in Sosnogorsk. The person who lives closest to Maria is,Sosnogorsk,Russia,Asia,63.6,53.9,4876.113760456773,4757.968994653298,65.37412485073892,Laura,Sevilla,Spain,Europe,37.39,-5.99,Maria,Maria,Sevilla,Spain,Europe,37.39,-5.99,Dean,Rangoon,Burma,Asia,16.795,96.16,Laura,Sosnogorsk,Russia,Asia,63.6,53.9
Scott lives in Shali. Ryan lives in Tarauacá. Dean lives in Sonqor. The person who lives closest to Scott is,Sonqor,Iran,Asia,34.7828,47.5983,941.8439426070507,940.9865262729444,8.537813463059495,Dean,Shali,Russia,Asia,43.15,45.9,Scott,Scott,Shali,Russia,Asia,43.15,45.9,Ryan,Tarauacá,Brazil,South America,-8.1608,-70.7658,Dean,Sonqor,Iran,Asia,34.7828,47.5983
Laura lives in Gżira. Steve lives in Hermosillo. Emily lives in Babahoyo. The person who lives closest to Laura is,Babahoyo,Ecuador,South America,-1.8167,-79.5167,10487.233334984992,9342.682580536974,101.29666121891678,Emily,Gżira,Malta,Europe,35.905,14.4944,Laura,Laura,Gżira,Malta,Europe,35.905,14.4944,Steve,Hermosillo,Mexico,North America,29.0989,-110.9542,Emily,Babahoyo,Ecuador,South America,-1.8167,-79.5167
Frank lives in Ulan Hua. Matt lives in Chợ Mới. Jerry lives in Doğubayazıt. The person who lives closest to Frank is,Chợ Mới,Vietnam,Asia,10.55,105.4,3499.4392430018374,3455.6133355485185,31.614085468347806,Matt,Ulan Hua,China,Asia,41.53,111.7,Frank,Frank,Ulan Hua,China,Asia,41.53,111.7,Matt,Chợ Mới,Vietnam,Asia,10.55,105.4,Jerry,Doğubayazıt,Turkey,Europe,39.5472,44.0833
Bob lives in Laren. Alice lives in Zalishchyky. Laura lives in Anchieta. The person who lives closest to Bob is,Zalishchyky,Ukraine,Europe,48.65,25.7333,1499.9606968885914,1496.4988148134416,20.813697413001854,Alice,Laren,Netherlands,Europe,52.25,5.2333,Bob,Bob,Laren,Netherlands,Europe,52.25,5.2333,Alice,Zalishchyky,Ukraine,Europe,48.65,25.7333,Laura,Anchieta,Brazil,South America,-20.8056,-40.6444
Jerry lives in San Cristóbal. Rose lives in São Bento. Michael lives in Haderslev. The person who lives closest to Jerry is,São Bento,Brazil,South America,-6.4858,-37.4508,4529.176996394839,4434.403383942789,41.088688376486296,Rose,San Cristóbal,Dominican Republic,North America,18.4167,-70.1333,Jerry,Jerry,San Cristóbal,Dominican Republic,North America,18.4167,-70.1333,Rose,São Bento,Brazil,South America,-6.4858,-37.4508,Michael,Haderslev,Denmark,Europe,55.2524,9.4893
Alice lives in Umirim. Max lives in El Viejo. Laura lives in Cuitzeo del Porvenir. The person who lives closest to Alice is,El Viejo,Nicaragua,North America,12.6667,-87.1667,5584.961926881477,5407.844421644052,50.53266329662429,Max,Umirim,Brazil,South America,-3.6769,-39.35,Alice,Alice,Umirim,Brazil,South America,-3.6769,-39.35,Max,El Viejo,Nicaragua,North America,12.6667,-87.1667,Laura,Cuitzeo del Porvenir,Mexico,North America,19.9686,-101.1394
Peter lives in Nova Varoš. Walker lives in Fontoura Xavier. George lives in Glória do Goitá. The person who lives closest to Peter is,Glória do Goitá,Brazil,South America,-7.9992,-35.2911,7963.504806964863,7455.110607918416,75.4056050487628,George,Nova Varoš,Serbia,Europe,43.4667,19.8203,Peter,Peter,Nova Varoš,Serbia,Europe,43.4667,19.8203,Walker,Fontoura Xavier,Brazil,South America,-28.9828,-52.3458,George,Glória do Goitá,Brazil,South America,-7.9992,-35.2911
Fred lives in Kemin. Blake lives in Tajrīsh. Kyle lives in Gagarin Shahri. The person who lives closest to Fred is,Gagarin Shahri,Uzbekistan,Asia,40.6619,68.1722,666.7134865010545,666.4093056869159,7.810963083384783,Kyle,Kemin,Kyrgyzstan,Asia,42.7846,75.6892,Fred,Fred,Kemin,Kyrgyzstan,Asia,42.7846,75.6892,Blake,Tajrīsh,Iran,Asia,35.8056,51.4381,Kyle,Gagarin Shahri,Uzbekistan,Asia,40.6619,68.1722
Andrew lives in Heeze. Leon lives in Ménaka. Neil lives in Bariadi. The person who lives closest to Andrew is,Ménaka,Mali,Africa,15.9167,2.4,3953.73273464609,3890.5927423444277,35.60762083402934,Leon,Heeze,Netherlands,Europe,51.3828,5.5715,Andrew,Andrew,Heeze,Netherlands,Europe,51.3828,5.5715,Leon,Ménaka,Mali,Africa,15.9167,2.4,Neil,Bariadi,Tanzania,Africa,-2.7919,33.9894
Luke lives in Ocotal. John lives in Puerto Williams. Ian lives in Haa. The person who lives closest to Luke is,Puerto Williams,Chile,South America,-54.9333,-67.6167,7828.322723976811,7345.0639093545,71.114887549092,John,Ocotal,Nicaragua,North America,13.6333,-86.4833,Luke,Luke,Ocotal,Nicaragua,North America,13.6333,-86.4833,John,Puerto Williams,Chile,South America,-54.9333,-67.6167,Ian,Haa,Bhutan,Asia,27.3825,89.285
Robert lives in Aboisso. Brandon lives in Fargo. Leon lives in Yondó. The person who lives closest to Robert is,Yondó,Colombia,South America,7.0,-73.9167,7811.576605664965,7331.373716230661,70.73332077444124,Leon,Aboisso,Côte d’Ivoire,Africa,5.4667,-3.2,Robert,Robert,Aboisso,Côte d’Ivoire,Africa,5.4667,-3.2,Brandon,Fargo,United States,North America,46.8651,-96.8292,Leon,Yondó,Colombia,South America,7.0,-73.9167
Fred lives in Point Fortin. Neil lives in Bonito. Jerry lives in Torreón. The person who lives closest to Fred is,Bonito,Brazil,South America,-11.9658,-41.2669,3337.1348099041284,3299.1154126173424,30.099823858122495,Neil,Point Fortin,Trinidad and Tobago,North America,10.1667,-61.6667,Fred,Fred,Point Fortin,Trinidad and Tobago,North America,10.1667,-61.6667,Neil,Bonito,Brazil,South America,-11.9658,-41.2669,Jerry,Torreón,Mexico,North America,25.5419,-103.4083
Richard lives in Bonn. Josh lives in Perdigão. Maria lives in Kisoro. The person who lives closest to Richard is,Kisoro,Uganda,Africa,-1.285,29.685,6167.756728091161,5929.707925173013,56.710620415668174,Maria,Bonn,Germany,Europe,50.7353,7.1022,Richard,Richard,Bonn,Germany,Europe,50.7353,7.1022,Josh,Perdigão,Brazil,South America,-19.9528,-45.0839,Maria,Kisoro,Uganda,Africa,-1.285,29.685
Alex lives in Yushu. Joy lives in Piedecuesta. Aaron lives in Bydgoszcz. The person who lives closest to Alex is,Bydgoszcz,Poland,Europe,53.1219,18.0003,7186.265531759157,6811.315156130255,108.86624512170887,Aaron,Yushu,China,Asia,44.826,126.55,Alex,Alex,Yushu,China,Asia,44.826,126.55,Joy,Piedecuesta,Colombia,South America,7.0833,-73.0,Aaron,Bydgoszcz,Poland,Europe,53.1219,18.0003
Jerry lives in Amatenango de la Frontera. Neil lives in Mengla. Richard lives in Akure. The person who lives closest to Jerry is,Akure,Nigeria,Africa,7.25,5.195,10564.375677948285,9394.967222076131,97.63032679336887,Richard,Amatenango de la Frontera,Mexico,North America,15.5333,-92.0833,Jerry,Jerry,Amatenango de la Frontera,Mexico,North America,15.5333,-92.0833,Neil,Mengla,China,Asia,21.4686,101.5507,Richard,Akure,Nigeria,Africa,7.25,5.195
Matt lives in Żary. Josh lives in Kapan. Maria lives in Palmira. The person who lives closest to Matt is,Kapan,Armenia,Europe,39.2011,46.415,2775.0610622618447,2753.1753264638487,33.66161540582983,Josh,Żary,Poland,Europe,51.6333,15.1333,Matt,Matt,Żary,Poland,Europe,51.6333,15.1333,Josh,Kapan,Armenia,Europe,39.2011,46.415,Maria,Palmira,Cuba,North America,22.2444,-80.3944
Fred lives in Estância. Steve lives in Çine. Alex lives in Chilpancingo. The person who lives closest to Fred is,Chilpancingo,Mexico,North America,17.55,-99.5,7529.825454967808,7099.158043357368,68.42647342717582,Alex,Estância,Brazil,South America,-11.2678,-37.4378,Fred,Fred,Estância,Brazil,South America,-11.2678,-37.4378,Steve,Çine,Turkey,Europe,37.6117,28.0614,Alex,Chilpancingo,Mexico,North America,17.55,-99.5
Brandon lives in Terni. Alex lives in São Gonçalo do Sapucaí. Jack lives in Ragusa. The person who lives closest to Brandon is,Ragusa,Italy,Europe,36.925,14.7306,651.9996669657779,651.7151823315493,6.013125248155073,Jack,Terni,Italy,Europe,42.5667,12.65,Brandon,Brandon,Terni,Italy,Europe,42.5667,12.65,Alex,São Gonçalo do Sapucaí,Brazil,South America,-21.8919,-45.595,Jack,Ragusa,Italy,Europe,36.925,14.7306
Dean lives in Lagoa de Itaenga. Marco lives in Briceño. Hunter lives in Radviliškis. The person who lives closest to Dean is,Briceño,Colombia,South America,7.1111,-75.55,4766.858522987218,4656.442845764046,42.979958115498434,Marco,Lagoa de Itaenga,Brazil,South America,-7.9358,-35.29,Dean,Dean,Lagoa de Itaenga,Brazil,South America,-7.9358,-35.29,Marco,Briceño,Colombia,South America,7.1111,-75.55,Hunter,Radviliškis,Lithuania,Europe,55.8,23.55
Laura lives in Deán Funes. Andrew lives in Adelaide. Frank lives in Moloacán. The person who lives closest to Laura is,Moloacán,Mexico,North America,17.9833,-94.35,6267.983242995405,6018.235839332553,56.9575908510885,Frank,Deán Funes,Argentina,South America,-30.4333,-64.35,Laura,Laura,Deán Funes,Argentina,South America,-30.4333,-64.35,Andrew,Adelaide,Australia,Oceania,-34.9275,138.6,Frank,Moloacán,Mexico,North America,17.9833,-94.35
Bob lives in Sion. Dallas lives in Malgobek. Rose lives in Batatais. The person who lives closest to Bob is,Malgobek,Russia,Asia,43.5,44.75,2934.4148773180086,2908.5454765650834,37.48347720489656,Dallas,Sion,Switzerland,Europe,46.2304,7.3661,Bob,Bob,Sion,Switzerland,Europe,46.2304,7.3661,Dallas,Malgobek,Russia,Asia,43.5,44.75,Rose,Batatais,Brazil,South America,-20.8911,-47.585
Steve lives in Kaset Wisai. Rachel lives in Odžaci. Kyle lives in Valinhos. The person who lives closest to Steve is,Odžaci,Serbia,Europe,45.5167,19.2667,8336.166863552531,7754.0986843584815,89.44844838687813,Rachel,Kaset Wisai,Thailand,Asia,15.6556,103.5836,Steve,Steve,Kaset Wisai,Thailand,Asia,15.6556,103.5836,Rachel,Odžaci,Serbia,Europe,45.5167,19.2667,Kyle,Valinhos,Brazil,South America,-22.9708,-46.9958
Dallas lives in Chiquimulilla. Bob lives in Nangandao. Alice lives in Carora. The person who lives closest to Dallas is,Carora,Venezuela,South America,10.1711,-70.0797,2248.746927057273,2237.0917482883533,20.677076239159156,Alice,Chiquimulilla,Guatemala,North America,14.0833,-90.3833,Dallas,Dallas,Chiquimulilla,Guatemala,North America,14.0833,-90.3833,Bob,Nangandao,China,Asia,35.3036,113.9268,Alice,Carora,Venezuela,South America,10.1711,-70.0797
Hunter lives in Guapé. Alex lives in Puerto Tirol. Connor lives in Shetpe. The person who lives closest to Hunter is,Puerto Tirol,Argentina,South America,-27.3667,-59.0667,1522.2291187503351,1518.610825964819,14.71451508715119,Alex,Guapé,Brazil,South America,-20.7619,-45.9178,Hunter,Hunter,Guapé,Brazil,South America,-20.7619,-45.9178,Alex,Puerto Tirol,Argentina,South America,-27.3667,-59.0667,Connor,Shetpe,Kazakhstan,Asia,44.1667,52.1167
George lives in Yabrūd. Ryan lives in Saint-Julien-en-Genevois. Dean lives in Nampula. The person who lives closest to George is,Saint-Julien-en-Genevois,France,Europe,46.1436,6.0811,2908.189782660491,2883.0066038299383,32.91078883588177,Ryan,Yabrūd,Syria,Asia,33.9692,36.6573,George,George,Yabrūd,Syria,Asia,33.9692,36.6573,Ryan,Saint-Julien-en-Genevois,France,Europe,46.1436,6.0811,Dean,Nampula,Mozambique,Africa,-15.1167,39.2667
Josh lives in Tizi Ouzou. Walker lives in Puerto Triunfo. Jerry lives in Huaiyang. The person who lives closest to Josh is,Puerto Triunfo,Colombia,South America,5.8667,-74.65,8611.614299498897,7970.8425309171225,84.53054181773591,Walker,Tizi Ouzou,Algeria,Africa,36.7167,4.05,Josh,Josh,Tizi Ouzou,Algeria,Africa,36.7167,4.05,Walker,Puerto Triunfo,Colombia,South America,5.8667,-74.65,Jerry,Huaiyang,China,Asia,37.7701,114.5312
Richard lives in Vargem. Michael lives in Ibicuí. Walker lives in Al Minyā. The person who lives closest to Richard is,Ibicuí,Brazil,South America,-14.8419,-39.9869,1121.116299409208,1119.6703355389925,10.298569706517501,Michael,Vargem,Brazil,South America,-22.8889,-46.4139,Richard,Richard,Vargem,Brazil,South America,-22.8889,-46.4139,Michael,Ibicuí,Brazil,South America,-14.8419,-39.9869,Walker,Al Minyā,Egypt,Africa,28.0833,30.75
Scott lives in Gay. Walker lives in Alexandria. Mark lives in Santiago. The person who lives closest to Scott is,Alexandria,Romania,Europe,43.9686,25.3333,2587.632633960484,2569.883146189729,33.94844409807318,Walker,Gay,Russia,Asia,51.4678,58.4431,Scott,Scott,Gay,Russia,Asia,51.4678,58.4431,Walker,Alexandria,Romania,Europe,43.9686,25.3333,Mark,Santiago,Dominican Republic,North America,19.4572,-70.6889
Grant lives in São Domingos. Hope lives in Eugenópolis. Ian lives in Veles. The person who lives closest to Grant is,Eugenópolis,Brazil,South America,-21.0989,-42.1869,961.9239702080577,961.0105470163631,8.738861843512574,Hope,São Domingos,Brazil,South America,-13.3983,-46.3183,Grant,Grant,São Domingos,Brazil,South America,-13.3983,-46.3183,Hope,Eugenópolis,Brazil,South America,-21.0989,-42.1869,Ian,Veles,North Macedonia,Europe,41.7153,21.7753
Brandon lives in Degollado. Fred lives in Shūsh. Mark lives in Cansanção. The person who lives closest to Brandon is,Cansanção,Brazil,South America,-10.6708,-39.4978,7673.570815683605,7218.071987233311,69.96314795011729,Mark,Degollado,Mexico,North America,20.4667,-102.15,Brandon,Brandon,Degollado,Mexico,North America,20.4667,-102.15,Fred,Shūsh,Iran,Asia,32.1947,48.2475,Mark,Cansanção,Brazil,South America,-10.6708,-39.4978
Jack lives in Belalcázar. Peter lives in Santa Cruz del Quiché. Hope lives in Três Passos. The person who lives closest to Jack is,Santa Cruz del Quiché,Guatemala,North America,15.03,-91.15,2013.5832665326632,2005.2129855147443,18.322417659522998,Peter,Belalcázar,Colombia,South America,5.0,-75.8167,Jack,Jack,Belalcázar,Colombia,South America,5.0,-75.8167,Peter,Santa Cruz del Quiché,Guatemala,North America,15.03,-91.15,Hope,Três Passos,Brazil,South America,-27.4558,-53.9319
Michael lives in Haderslev. Hope lives in Aral. Fred lives in Valente. The person who lives closest to Michael is,Aral,China,Asia,40.548,81.281,5334.315325561778,5179.859926632398,73.28210946916035,Hope,Haderslev,Denmark,Europe,55.2524,9.4893,Michael,Michael,Haderslev,Denmark,Europe,55.2524,9.4893,Hope,Aral,China,Asia,40.548,81.281,Fred,Valente,Brazil,South America,-11.4119,-39.4619
Luke lives in Vrbovec. Marco lives in San Juan de Betulia. Richard lives in Rauch. The person who lives closest to Luke is,San Juan de Betulia,Colombia,South America,9.2756,-75.2456,9397.61437658517,8568.514023089334,98.71749796515306,Marco,Vrbovec,Croatia,Europe,45.8833,16.4333,Luke,Luke,Vrbovec,Croatia,Europe,45.8833,16.4333,Marco,San Juan de Betulia,Colombia,South America,9.2756,-75.2456,Richard,Rauch,Argentina,South America,-36.7667,-59.1
Michael lives in General Pánfilo Natera. Dallas lives in Pinhalzinho. Henry lives in Palmira. The person who lives closest to Michael is,Palmira,Colombia,South America,3.5833,-76.25,3500.301734828646,3456.443496192957,32.13775597299849,Henry,General Pánfilo Natera,Mexico,North America,22.665,-102.1097,Michael,Michael,General Pánfilo Natera,Mexico,North America,22.665,-102.1097,Dallas,Pinhalzinho,Brazil,South America,-26.8478,-52.9919,Henry,Palmira,Colombia,South America,3.5833,-76.25
Robert lives in Kaiwen. William lives in Bacău. Michael lives in Täby. The person who lives closest to Robert is,Bacău,Romania,Europe,46.5833,26.9167,6589.548401653308,6299.726533825643,75.4642388712031,William,Kaiwen,China,Asia,27.1548,99.8371,Robert,Robert,Kaiwen,China,Asia,27.1548,99.8371,William,Bacău,Romania,Europe,46.5833,26.9167,Michael,Täby,Sweden,Europe,59.5,18.05
Kyle lives in Pampa del Infierno. Rose lives in São Joaquim de Bicas. Leon lives in Torre de Moncorvo. The person who lives closest to Kyle is,São Joaquim de Bicas,Brazil,South America,-20.0489,-44.2739,1867.0846460580747,1860.4104444476084,18.08864640264716,Rose,Pampa del Infierno,Argentina,South America,-26.5167,-61.1667,Kyle,Kyle,Pampa del Infierno,Argentina,South America,-26.5167,-61.1667,Rose,São Joaquim de Bicas,Brazil,South America,-20.0489,-44.2739,Leon,Torre de Moncorvo,Portugal,Europe,41.2,-7.1333
Matt lives in Yunzhong. Frank lives in Domokós. Michael lives in Porto Feliz. The person who lives closest to Matt is,Domokós,Greece,Europe,39.1333,22.3,7414.1789620906475,7002.832462651563,90.8026567296354,Frank,Yunzhong,China,Asia,39.8279,113.1,Matt,Matt,Yunzhong,China,Asia,39.8279,113.1,Frank,Domokós,Greece,Europe,39.1333,22.3,Michael,Porto Feliz,Brazil,South America,-23.215,-47.5239
