name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_answer
Andrew,2019-12-02,Scott,2019-11-05,Rose,2019-05-05,"['Andrew', 'Scott', 'Rose']",Andrew mowed the lawn on the 2nd of December. Scott mowed the lawn on the 5th of November. Rose mowed the lawn on the 5th of May. The only person that mowed the lawn in spring is,2019-05-05,5th of May,spring,1,Rose
Martin,2019-03-10,Jerry,2019-01-10,Rose,2019-07-28,"['Martin', 'Jerry', 'Rose']",Martin ironed the clothes on the 10th of March. Jerry ironed the clothes on the 10th of January. Rose ironed the clothes on the 28th of July. The only person that ironed the clothes in summer is,2019-07-28,28th of July,summer,2,Rose
Alice,2019-11-12,Martin,2019-06-27,Peter,2019-02-25,"['Alice', 'Martin', 'Peter']",Alice reorganized the closet on the 12th of November. Martin reorganized the closet on the 27th of June. Peter reorganized the closet on the 25th of February. The only person that reorganized the closet in fall is,2019-11-12,12th of November,fall,3,Alice
Peter,2019-02-19,Joy,2019-04-25,Grant,2019-07-06,"['Peter', 'Joy', 'Grant']",Peter went camping on the 19th of February. Joy went camping on the 25th of April. Grant went camping on the 6th of July. The only person that went camping in winter is,2019-02-19,19th of February,winter,0,Peter
Frank,2019-03-12,Leon,2019-09-22,Max,2019-02-05,"['Frank', 'Leon', 'Max']",Frank won a prize on the 12th of March. Leon won a prize on the 22nd of September. Max won a prize on the 5th of February. The only person that won a prize in summer is,2019-09-22,22nd of September,summer,2,Leon
Rachel,2019-06-12,Dallas,2019-02-19,Martin,2019-11-15,"['Rachel', 'Dallas', 'Martin']",Rachel compiled the spreadsheet on the 12th of June. Dallas compiled the spreadsheet on the 19th of February. Martin compiled the spreadsheet on the 15th of November. The only person that compiled the spreadsheet in spring is,2019-06-12,12th of June,spring,1,Rachel
Neil,2019-05-27,Rose,2019-04-18,George,2019-03-09,"['Neil', 'Rose', 'George']",Neil watched a documentary on the 27th of May. Rose watched a documentary on the 18th of April. George watched a documentary on the 9th of March. The only person that watched a documentary in winter is,2019-03-09,9th of March,winter,0,George
April,2019-01-21,Matt,2019-05-22,Emily,2019-09-09,"['April', 'Matt', 'Emily']",April went to a Mexican restaurant on the 21st of January. Matt went to a Mexican restaurant on the 22nd of May. Emily went to a Mexican restaurant on the 9th of September. The only person that went to a Mexican restaurant in winter is,2019-01-21,21st of January,winter,0,April
Fred,2019-04-07,Andrew,2019-03-11,Connor,2019-12-28,"['Fred', 'Andrew', 'Connor']",Fred took a boat on the 7th of April. Andrew took a boat on the 11th of March. Connor took a boat on the 28th of December. The only person that took a boat in spring is,2019-04-07,7th of April,spring,1,Fred
Joy,2019-01-01,Leon,2019-07-05,Dean,2019-04-02,"['Joy', 'Leon', 'Dean']",Joy returned from vacation on the 1st of January. Leon returned from vacation on the 5th of July. Dean returned from vacation on the 2nd of April. The only person that returned from vacation in winter is,2019-01-01,1st of January,winter,0,Joy
Joy,2019-11-04,Peter,2019-02-19,Kevin,2019-03-23,"['Joy', 'Peter', 'Kevin']",Joy returned from vacation on the 4th of November. Peter returned from vacation on the 19th of February. Kevin returned from vacation on the 23rd of March. The only person that returned from vacation in fall is,2019-11-04,4th of November,fall,3,Joy
Aaron,2019-02-25,Kevin,2019-02-12,Dallas,2019-11-04,"['Aaron', 'Kevin', 'Dallas']",Aaron went to the gym on the 25th of February. Kevin went to the gym on the 12th of February. Dallas went to the gym on the 4th of November. The only person that went to the gym in fall is,2019-11-04,4th of November,fall,3,Dallas
Connor,2019-03-19,Frank,2019-06-19,Hope,2019-05-05,"['Connor', 'Frank', 'Hope']",Connor bought a new car on the 19th of March. Frank bought a new car on the 19th of June. Hope bought a new car on the 5th of May. The only person that bought a new car in winter is,2019-03-19,19th of March,winter,0,Connor
Alex,2019-09-07,Connor,2019-06-28,Andrew,2019-10-09,"['Alex', 'Connor', 'Andrew']",Alex cleaned the windows on the 7th of September. Connor cleaned the windows on the 28th of June. Andrew cleaned the windows on the 9th of October. The only person that cleaned the windows in fall is,2019-10-09,9th of October,fall,3,Andrew
Grant,2019-01-06,Hunter,2019-04-02,Henry,2019-12-01,"['Grant', 'Hunter', 'Henry']",Grant donated clothes on the 6th of January. Hunter donated clothes on the 2nd of April. Henry donated clothes on the 1st of December. The only person that donated clothes in winter is,2019-01-06,6th of January,winter,0,Grant
Dean,2019-10-25,Richard,2019-08-26,Rose,2019-09-29,"['Dean', 'Richard', 'Rose']",Dean took a taxi on the 25th of October. Richard took a taxi on the 26th of August. Rose took a taxi on the 29th of September. The only person that took a taxi in summer is,2019-08-26,26th of August,summer,2,Richard
Jerry,2019-06-05,Aaron,2019-12-11,April,2019-09-15,"['Jerry', 'Aaron', 'April']",Jerry painted a mural on the 5th of June. Aaron painted a mural on the 11th of December. April painted a mural on the 15th of September. The only person that painted a mural in spring is,2019-06-05,5th of June,spring,1,Jerry
Jerry,2019-10-01,Hunter,2019-02-13,Jason,2019-04-26,"['Jerry', 'Hunter', 'Jason']",Jerry won the lottery on the 1st of October. Hunter won the lottery on the 13th of February. Jason won the lottery on the 26th of April. The only person that won the lottery in fall is,2019-10-01,1st of October,fall,3,Jerry
Martin,2019-09-12,April,2019-07-21,Kyle,2019-01-17,"['Martin', 'April', 'Kyle']",Martin took a boat on the 12th of September. April took a boat on the 21st of July. Kyle took a boat on the 17th of January. The only person that took a boat in winter is,2019-01-17,17th of January,winter,0,Kyle
Alex,2019-02-04,Luke,2019-05-15,Ian,2019-01-21,"['Alex', 'Luke', 'Ian']",Alex arrived in France on the 4th of February. Luke arrived in France on the 15th of May. Ian arrived in France on the 21st of January. The only person that arrived in France in spring is,2019-05-15,15th of May,spring,1,Luke
George,2019-08-22,Rose,2019-06-25,Kevin,2019-02-02,"['George', 'Rose', 'Kevin']",George went to the cinema on the 22nd of August. Rose went to the cinema on the 25th of June. Kevin went to the cinema on the 2nd of February. The only person that went to the cinema in winter is,2019-02-02,2nd of February,winter,0,Kevin
Rachel,2019-10-09,Andrew,2019-01-16,Fred,2019-12-11,"['Rachel', 'Andrew', 'Fred']",Rachel cleaned the garage on the 9th of October. Andrew cleaned the garage on the 16th of January. Fred cleaned the garage on the 11th of December. The only person that cleaned the garage in winter is,2019-01-16,16th of January,winter,0,Andrew
Rose,2019-02-04,Fred,2019-04-16,Steve,2019-06-29,"['Rose', 'Fred', 'Steve']",Rose refinanced the mortgage on the 4th of February. Fred refinanced the mortgage on the 16th of April. Steve refinanced the mortgage on the 29th of June. The only person that refinanced the mortgage in winter is,2019-02-04,4th of February,winter,0,Rose
Rose,2019-12-23,Jack,2019-06-22,Maria,2019-04-13,"['Rose', 'Jack', 'Maria']",Rose ironed the clothes on the 23rd of December. Jack ironed the clothes on the 22nd of June. Maria ironed the clothes on the 13th of April. The only person that ironed the clothes in winter is,2019-12-23,23rd of December,winter,0,Rose
Marco,2019-04-16,Connor,2019-03-19,Richard,2019-09-11,"['Marco', 'Connor', 'Richard']",Marco won a contest on the 16th of April. Connor won a contest on the 19th of March. Richard won a contest on the 11th of September. The only person that won a contest in spring is,2019-04-16,16th of April,spring,1,Marco
Scott,2019-12-24,Tyler,2019-12-20,Luke,2019-09-07,"['Scott', 'Tyler', 'Luke']",Scott cleaned the windows on the 24th of December. Tyler cleaned the windows on the 20th of December. Luke cleaned the windows on the 7th of September. The only person that cleaned the windows in winter is,2019-12-24,24th of December,winter,0,Scott
Luke,2019-02-15,John,2019-09-19,Michael,2019-10-07,"['Luke', 'John', 'Michael']",Luke participated in a triathlon on the 15th of February. John participated in a triathlon on the 19th of September. Michael participated in a triathlon on the 7th of October. The only person that participated in a triathlon in winter is,2019-02-15,15th of February,winter,0,Luke
Andrew,2019-12-02,Richard,2019-08-26,Jerry,2019-02-01,"['Andrew', 'Richard', 'Jerry']",Andrew renovated the kitchen on the 2nd of December. Richard renovated the kitchen on the 26th of August. Jerry renovated the kitchen on the 1st of February. The only person that renovated the kitchen in fall is,2019-12-02,2nd of December,fall,3,Andrew
Hope,2019-08-08,Blake,2019-04-30,Jason,2019-02-14,"['Hope', 'Blake', 'Jason']",Hope left for vacation on the 8th of August. Blake left for vacation on the 30th of April. Jason left for vacation on the 14th of February. The only person that left for vacation in summer is,2019-08-08,8th of August,summer,2,Hope
Brandon,2019-08-30,Andrew,2019-01-10,Richard,2019-05-02,"['Brandon', 'Andrew', 'Richard']",Brandon took a ferry on the 30th of August. Andrew took a ferry on the 10th of January. Richard took a ferry on the 2nd of May. The only person that took a ferry in summer is,2019-08-30,30th of August,summer,2,Brandon
Aaron,2019-12-11,Emily,2019-02-01,Rachel,2019-03-12,"['Aaron', 'Emily', 'Rachel']",Aaron arrived in the US on the 11th of December. Emily arrived in the US on the 1st of February. Rachel arrived in the US on the 12th of March. The only person that arrived in the US in fall is,2019-12-11,11th of December,fall,3,Aaron
Blake,2019-08-14,Josh,2019-06-21,Jason,2019-11-14,"['Blake', 'Josh', 'Jason']",Blake sold their car on the 14th of August. Josh sold their car on the 21st of June. Jason sold their car on the 14th of November. The only person that sold their car in fall is,2019-11-14,14th of November,fall,3,Jason
Dean,2019-08-07,Rose,2019-07-28,Steve,2019-01-06,"['Dean', 'Rose', 'Steve']",Dean repotted the plants on the 7th of August. Rose repotted the plants on the 28th of July. Steve repotted the plants on the 6th of January. The only person that repotted the plants in winter is,2019-01-06,6th of January,winter,0,Steve
Charlie,2019-09-12,Josh,2019-01-07,Joy,2019-06-24,"['Charlie', 'Josh', 'Joy']",Charlie took a ferry on the 12th of September. Josh took a ferry on the 7th of January. Joy took a ferry on the 24th of June. The only person that took a ferry in winter is,2019-01-07,7th of January,winter,0,Josh
Kevin,2019-08-25,Hope,2019-05-05,Brandon,2019-12-17,"['Kevin', 'Hope', 'Brandon']",Kevin bought a new phone on the 25th of August. Hope bought a new phone on the 5th of May. Brandon bought a new phone on the 17th of December. The only person that bought a new phone in summer is,2019-08-25,25th of August,summer,2,Kevin
Blake,2019-07-08,Dean,2019-07-19,George,2019-02-16,"['Blake', 'Dean', 'George']",Blake arrived in France on the 8th of July. Dean arrived in France on the 19th of July. George arrived in France on the 16th of February. The only person that arrived in France in winter is,2019-02-16,16th of February,winter,0,George
Scott,2019-04-14,Henry,2019-10-20,Luke,2019-09-23,"['Scott', 'Henry', 'Luke']",Scott went to an Indian restaurant on the 14th of April. Henry went to an Indian restaurant on the 20th of October. Luke went to an Indian restaurant on the 23rd of September. The only person that went to an Indian restaurant in spring is,2019-04-14,14th of April,spring,1,Scott
Rachel,2019-09-03,Alice,2019-02-19,Kyle,2019-08-13,"['Rachel', 'Alice', 'Kyle']",Rachel took a taxi on the 3rd of September. Alice took a taxi on the 19th of February. Kyle took a taxi on the 13th of August. The only person that took a taxi in winter is,2019-02-19,19th of February,winter,0,Alice
Rachel,2019-03-12,Tyler,2019-07-31,William,2019-08-17,"['Rachel', 'Tyler', 'William']",Rachel went to a Thai restaurant on the 12th of March. Tyler went to a Thai restaurant on the 31st of July. William went to a Thai restaurant on the 17th of August. The only person that went to a Thai restaurant in winter is,2019-03-12,12th of March,winter,0,Rachel
Jerry,2019-07-15,Richard,2019-10-09,Laura,2019-09-14,"['Jerry', 'Richard', 'Laura']",Jerry went to an Indian restaurant on the 15th of July. Richard went to an Indian restaurant on the 9th of October. Laura went to an Indian restaurant on the 14th of September. The only person that went to an Indian restaurant in fall is,2019-10-09,9th of October,fall,3,Richard
Jack,2019-08-15,Mark,2019-07-22,Rachel,2019-05-08,"['Jack', 'Mark', 'Rachel']",Jack watched a movie on the 15th of August. Mark watched a movie on the 22nd of July. Rachel watched a movie on the 8th of May. The only person that watched a movie in spring is,2019-05-08,8th of May,spring,1,Rachel
Mark,2019-05-04,Luke,2019-05-26,Frank,2019-12-03,"['Mark', 'Luke', 'Frank']",Mark won a contest on the 4th of May. Luke won a contest on the 26th of May. Frank won a contest on the 3rd of December. The only person that won a contest in fall is,2019-12-03,3rd of December,fall,3,Frank
Alice,2019-02-28,Luke,2019-11-30,Frank,2019-06-12,"['Alice', 'Luke', 'Frank']",Alice washed the car on the 28th of February. Luke washed the car on the 30th of November. Frank washed the car on the 12th of June. The only person that washed the car in winter is,2019-02-28,28th of February,winter,0,Alice
Emily,2019-02-01,Marco,2019-04-21,Charlie,2019-05-29,"['Emily', 'Marco', 'Charlie']",Emily cleaned the attic on the 1st of February. Marco cleaned the attic on the 21st of April. Charlie cleaned the attic on the 29th of May. The only person that cleaned the attic in winter is,2019-02-01,1st of February,winter,0,Emily
John,2019-10-02,Laura,2019-08-01,Dallas,2019-07-13,"['John', 'Laura', 'Dallas']",John took a ferry on the 2nd of October. Laura took a ferry on the 1st of August. Dallas took a ferry on the 13th of July. The only person that took a ferry in fall is,2019-10-02,2nd of October,fall,3,John
Robert,2019-10-08,Scott,2019-06-07,Andrew,2019-03-24,"['Robert', 'Scott', 'Andrew']",Robert took a ferry on the 8th of October. Scott took a ferry on the 7th of June. Andrew took a ferry on the 24th of March. The only person that took a ferry in fall is,2019-10-08,8th of October,fall,3,Robert
Max,2019-02-18,Ryan,2019-03-03,Hope,2019-10-05,"['Max', 'Ryan', 'Hope']",Max donated blood on the 18th of February. Ryan donated blood on the 3rd of March. Hope donated blood on the 5th of October. The only person that donated blood in fall is,2019-10-05,5th of October,fall,3,Hope
Michael,2019-05-08,Richard,2019-07-20,Dallas,2019-09-30,"['Michael', 'Richard', 'Dallas']",Michael received a promotion on the 8th of May. Richard received a promotion on the 20th of July. Dallas received a promotion on the 30th of September. The only person that received a promotion in spring is,2019-05-08,8th of May,spring,1,Michael
Steve,2019-02-26,Emily,2019-02-01,Connor,2019-03-29,"['Steve', 'Emily', 'Connor']",Steve won a prize on the 26th of February. Emily won a prize on the 1st of February. Connor won a prize on the 29th of March. The only person that won a prize in spring is,2019-03-29,29th of March,spring,1,Connor
Jerry,2019-12-18,Andrew,2019-03-11,Dallas,2019-09-23,"['Jerry', 'Andrew', 'Dallas']",Jerry went to a festival on the 18th of December. Andrew went to a festival on the 11th of March. Dallas went to a festival on the 23rd of September. The only person that went to a festival in winter is,2019-03-11,11th of March,winter,0,Andrew
Richard,2019-12-02,Andrew,2019-04-29,Steve,2019-03-04,"['Richard', 'Andrew', 'Steve']",Richard visited their family on the 2nd of December. Andrew visited their family on the 29th of April. Steve visited their family on the 4th of March. The only person that visited their family in fall is,2019-12-02,2nd of December,fall,3,Richard
Maria,2019-09-09,Rachel,2019-07-14,Marco,2019-05-10,"['Maria', 'Rachel', 'Marco']",Maria cleaned the basement on the 9th of September. Rachel cleaned the basement on the 14th of July. Marco cleaned the basement on the 10th of May. The only person that cleaned the basement in spring is,2019-05-10,10th of May,spring,1,Marco
Jack,2019-01-13,Max,2019-03-02,John,2019-04-23,"['Jack', 'Max', 'John']",Jack arrived in France on the 13th of January. Max arrived in France on the 2nd of March. John arrived in France on the 23rd of April. The only person that arrived in France in spring is,2019-04-23,23rd of April,spring,1,John
Bob,2019-09-16,Rachel,2019-07-05,George,2019-01-09,"['Bob', 'Rachel', 'George']",Bob baked a cake on the 16th of September. Rachel baked a cake on the 5th of July. George baked a cake on the 9th of January. The only person that baked a cake in winter is,2019-01-09,9th of January,winter,0,George
Max,2019-05-04,Alex,2019-10-11,Tyler,2019-12-03,"['Max', 'Alex', 'Tyler']",Max took a plane on the 4th of May. Alex took a plane on the 11th of October. Tyler took a plane on the 3rd of December. The only person that took a plane in spring is,2019-05-04,4th of May,spring,1,Max
Dean,2019-12-06,Luke,2019-02-19,Kyle,2019-08-03,"['Dean', 'Luke', 'Kyle']",Dean arrived in Canada on the 6th of December. Luke arrived in Canada on the 19th of February. Kyle arrived in Canada on the 3rd of August. The only person that arrived in Canada in fall is,2019-12-06,6th of December,fall,3,Dean
Rose,2019-09-15,Grant,2019-05-09,Dean,2019-04-02,"['Rose', 'Grant', 'Dean']",Rose arrived in Germany on the 15th of September. Grant arrived in Germany on the 9th of May. Dean arrived in Germany on the 2nd of April. The only person that arrived in Germany in summer is,2019-09-15,15th of September,summer,2,Rose
Rose,2019-05-25,Dean,2019-02-06,Aaron,2019-07-23,"['Rose', 'Dean', 'Aaron']",Rose went to the zoo on the 25th of May. Dean went to the zoo on the 6th of February. Aaron went to the zoo on the 23rd of July. The only person that went to the zoo in spring is,2019-05-25,25th of May,spring,1,Rose
Tyler,2019-05-03,Jason,2019-06-05,Kyle,2019-08-19,"['Tyler', 'Jason', 'Kyle']",Tyler threw a party on the 3rd of May. Jason threw a party on the 5th of June. Kyle threw a party on the 19th of August. The only person that threw a party in summer is,2019-08-19,19th of August,summer,2,Kyle
Aaron,2019-02-22,Joy,2019-06-24,Peter,2019-04-24,"['Aaron', 'Joy', 'Peter']",Aaron renovated the bathroom on the 22nd of February. Joy renovated the bathroom on the 24th of June. Peter renovated the bathroom on the 24th of April. The only person that renovated the bathroom in winter is,2019-02-22,22nd of February,winter,0,Aaron
Jack,2019-03-01,Grant,2019-07-30,Marco,2019-03-10,"['Jack', 'Grant', 'Marco']",Jack went to the beach on the 1st of March. Grant went to the beach on the 30th of July. Marco went to the beach on the 10th of March. The only person that went to the beach in summer is,2019-07-30,30th of July,summer,2,Grant
Robert,2019-07-13,Marco,2019-01-27,Frank,2019-12-24,"['Robert', 'Marco', 'Frank']",Robert ran a marathon on the 13th of July. Marco ran a marathon on the 27th of January. Frank ran a marathon on the 24th of December. The only person that ran a marathon in summer is,2019-07-13,13th of July,summer,2,Robert
Rose,2019-04-26,Kevin,2019-05-22,Rachel,2019-09-03,"['Rose', 'Kevin', 'Rachel']",Rose went to an Indian restaurant on the 26th of April. Kevin went to an Indian restaurant on the 22nd of May. Rachel went to an Indian restaurant on the 3rd of September. The only person that went to an Indian restaurant in summer is,2019-09-03,3rd of September,summer,2,Rachel
Max,2019-11-17,Alex,2019-11-11,Josh,2019-01-10,"['Max', 'Alex', 'Josh']",Max built a desktop computer on the 17th of November. Alex built a desktop computer on the 11th of November. Josh built a desktop computer on the 10th of January. The only person that built a desktop computer in winter is,2019-01-10,10th of January,winter,0,Josh
Jerry,2019-01-10,Laura,2019-07-13,Grant,2019-03-01,"['Jerry', 'Laura', 'Grant']",Jerry watched a movie on the 10th of January. Laura watched a movie on the 13th of July. Grant watched a movie on the 1st of March. The only person that watched a movie in summer is,2019-07-13,13th of July,summer,2,Laura
Walker,2019-12-04,Ian,2019-09-10,Grant,2019-08-31,"['Walker', 'Ian', 'Grant']",Walker received a promotion on the 4th of December. Ian received a promotion on the 10th of September. Grant received a promotion on the 31st of August. The only person that received a promotion in fall is,2019-12-04,4th of December,fall,3,Walker
Joy,2019-08-27,Josh,2019-01-07,April,2019-01-21,"['Joy', 'Josh', 'April']",Joy watched a documentary on the 27th of August. Josh watched a documentary on the 7th of January. April watched a documentary on the 21st of January. The only person that watched a documentary in summer is,2019-08-27,27th of August,summer,2,Joy
Alex,2019-09-17,Kyle,2019-12-27,Steve,2019-06-29,"['Alex', 'Kyle', 'Steve']",Alex alphabetized the bookshelf on the 17th of September. Kyle alphabetized the bookshelf on the 27th of December. Steve alphabetized the bookshelf on the 29th of June. The only person that alphabetized the bookshelf in winter is,2019-12-27,27th of December,winter,0,Kyle
Hope,2019-09-28,Scott,2019-07-18,Steve,2019-01-06,"['Hope', 'Scott', 'Steve']",Hope alphabetized the bookshelf on the 28th of September. Scott alphabetized the bookshelf on the 18th of July. Steve alphabetized the bookshelf on the 6th of January. The only person that alphabetized the bookshelf in fall is,2019-09-28,28th of September,fall,3,Hope
Martin,2019-10-13,Max,2019-05-04,Hunter,2019-05-20,"['Martin', 'Max', 'Hunter']",Martin played beer pong on the 13th of October. Max played beer pong on the 4th of May. Hunter played beer pong on the 20th of May. The only person that played beer pong in fall is,2019-10-13,13th of October,fall,3,Martin
Laura,2019-10-05,Leon,2019-03-26,Marco,2019-09-21,"['Laura', 'Leon', 'Marco']",Laura went to the gym on the 5th of October. Leon went to the gym on the 26th of March. Marco went to the gym on the 21st of September. The only person that went to the gym in fall is,2019-10-05,5th of October,fall,3,Laura
Josh,2019-03-29,Peter,2019-12-29,Dean,2019-09-24,"['Josh', 'Peter', 'Dean']",Josh received a letter on the 29th of March. Peter received a letter on the 29th of December. Dean received a letter on the 24th of September. The only person that received a letter in spring is,2019-03-29,29th of March,spring,1,Josh
Hunter,2019-08-28,Marco,2019-09-26,Scott,2019-04-14,"['Hunter', 'Marco', 'Scott']",Hunter won a prize on the 28th of August. Marco won a prize on the 26th of September. Scott won a prize on the 14th of April. The only person that won a prize in summer is,2019-08-28,28th of August,summer,2,Hunter
Andrew,2019-12-13,William,2019-05-22,Joy,2019-05-29,"['Andrew', 'William', 'Joy']",Andrew went fishing on the 13th of December. William went fishing on the 22nd of May. Joy went fishing on the 29th of May. The only person that went fishing in fall is,2019-12-13,13th of December,fall,3,Andrew
April,2019-07-21,Jason,2019-05-24,George,2019-03-09,"['April', 'Jason', 'George']",April went to the beach on the 21st of July. Jason went to the beach on the 24th of May. George went to the beach on the 9th of March. The only person that went to the beach in summer is,2019-07-21,21st of July,summer,2,April
Luke,2019-11-26,Dean,2019-03-08,Jason,2019-09-06,"['Luke', 'Dean', 'Jason']",Luke reorganized the closet on the 26th of November. Dean reorganized the closet on the 8th of March. Jason reorganized the closet on the 6th of September. The only person that reorganized the closet in fall is,2019-11-26,26th of November,fall,3,Luke
Aaron,2019-11-05,Emily,2019-04-19,John,2019-01-20,"['Aaron', 'Emily', 'John']",Aaron arrived in France on the 5th of November. Emily arrived in France on the 19th of April. John arrived in France on the 20th of January. The only person that arrived in France in fall is,2019-11-05,5th of November,fall,3,Aaron
Emily,2019-09-10,Andrew,2019-09-01,Jerry,2019-01-10,"['Emily', 'Andrew', 'Jerry']",Emily cooked lasagna on the 10th of September. Andrew cooked lasagna on the 1st of September. Jerry cooked lasagna on the 10th of January. The only person that cooked lasagna in winter is,2019-01-10,10th of January,winter,0,Jerry
Rachel,2019-07-14,Peter,2019-03-12,Henry,2019-03-09,"['Rachel', 'Peter', 'Henry']",Rachel played chess on the 14th of July. Peter played chess on the 12th of March. Henry played chess on the 9th of March. The only person that played chess in summer is,2019-07-14,14th of July,summer,2,Rachel
Jack,2019-12-08,Martin,2019-10-04,Leon,2019-03-26,"['Jack', 'Martin', 'Leon']",Jack arrived in the UK on the 8th of December. Martin arrived in the UK on the 4th of October. Leon arrived in the UK on the 26th of March. The only person that arrived in the UK in spring is,2019-03-26,26th of March,spring,1,Leon
Robert,2019-05-11,Walker,2019-11-11,Max,2019-04-25,"['Robert', 'Walker', 'Max']",Robert arrived in Germany on the 11th of May. Walker arrived in Germany on the 11th of November. Max arrived in Germany on the 25th of April. The only person that arrived in Germany in fall is,2019-11-11,11th of November,fall,3,Walker
Grant,2019-07-30,Laura,2019-01-14,Maria,2019-05-06,"['Grant', 'Laura', 'Maria']",Grant repaired the bike on the 30th of July. Laura repaired the bike on the 14th of January. Maria repaired the bike on the 6th of May. The only person that repaired the bike in summer is,2019-07-30,30th of July,summer,2,Grant
Hope,2019-09-28,Dean,2019-06-23,Leon,2019-03-31,"['Hope', 'Dean', 'Leon']",Hope donated clothes on the 28th of September. Dean donated clothes on the 23rd of June. Leon donated clothes on the 31st of March. The only person that donated clothes in fall is,2019-09-28,28th of September,fall,3,Hope
Bob,2019-05-22,Ian,2019-11-03,Andrew,2019-09-09,"['Bob', 'Ian', 'Andrew']",Bob cleaned the attic on the 22nd of May. Ian cleaned the attic on the 3rd of November. Andrew cleaned the attic on the 9th of September. The only person that cleaned the attic in spring is,2019-05-22,22nd of May,spring,1,Bob
Ryan,2019-12-21,Andrew,2019-09-01,Blake,2019-04-04,"['Ryan', 'Andrew', 'Blake']",Ryan passed an exam on the 21st of December. Andrew passed an exam on the 1st of September. Blake passed an exam on the 4th of April. The only person that passed an exam in winter is,2019-12-21,21st of December,winter,0,Ryan
Ryan,2019-12-17,Luke,2019-05-26,Hunter,2019-02-04,"['Ryan', 'Luke', 'Hunter']",Ryan took a train on the 17th of December. Luke took a train on the 26th of May. Hunter took a train on the 4th of February. The only person that took a train in fall is,2019-12-17,17th of December,fall,3,Ryan
William,2019-02-08,Laura,2019-10-05,Tyler,2019-05-03,"['William', 'Laura', 'Tyler']",William sent a postcard on the 8th of February. Laura sent a postcard on the 5th of October. Tyler sent a postcard on the 3rd of May. The only person that sent a postcard in winter is,2019-02-08,8th of February,winter,0,William
Robert,2019-06-28,Blake,2019-06-08,Maria,2019-04-13,"['Robert', 'Blake', 'Maria']",Robert went fishing on the 28th of June. Blake went fishing on the 8th of June. Maria went fishing on the 13th of April. The only person that went fishing in summer is,2019-06-28,28th of June,summer,2,Robert
Scott,2019-06-16,Dean,2019-12-06,Joy,2019-08-11,"['Scott', 'Dean', 'Joy']",Scott went to the museum on the 16th of June. Dean went to the museum on the 6th of December. Joy went to the museum on the 11th of August. The only person that went to the museum in spring is,2019-06-16,16th of June,spring,1,Scott
Jason,2019-09-24,Laura,2019-11-08,Marco,2019-09-18,"['Jason', 'Laura', 'Marco']",Jason went to the zoo on the 24th of September. Laura went to the zoo on the 8th of November. Marco went to the zoo on the 18th of September. The only person that went to the zoo in summer is,2019-09-18,18th of September,summer,2,Marco
Grant,2019-06-05,Henry,2019-11-23,Richard,2019-07-21,"['Grant', 'Henry', 'Richard']",Grant played chess on the 5th of June. Henry played chess on the 23rd of November. Richard played chess on the 21st of July. The only person that played chess in spring is,2019-06-05,5th of June,spring,1,Grant
Emily,2019-04-22,Alice,2019-11-30,Andrew,2019-09-11,"['Emily', 'Alice', 'Andrew']",Emily planted a tree on the 22nd of April. Alice planted a tree on the 30th of November. Andrew planted a tree on the 11th of September. The only person that planted a tree in spring is,2019-04-22,22nd of April,spring,1,Emily
Bob,2019-06-02,Peter,2019-10-06,Hope,2019-03-03,"['Bob', 'Peter', 'Hope']",Bob washed the car on the 2nd of June. Peter washed the car on the 6th of October. Hope washed the car on the 3rd of March. The only person that washed the car in spring is,2019-06-02,2nd of June,spring,1,Bob
April,2019-07-29,Kevin,2019-05-04,Steve,2019-06-29,"['April', 'Kevin', 'Steve']",April visited their family on the 29th of July. Kevin visited their family on the 4th of May. Steve visited their family on the 29th of June. The only person that visited their family in spring is,2019-05-04,4th of May,spring,1,Kevin
Tyler,2019-04-23,William,2019-08-17,Max,2019-04-10,"['Tyler', 'William', 'Max']",Tyler returned from vacation on the 23rd of April. William returned from vacation on the 17th of August. Max returned from vacation on the 10th of April. The only person that returned from vacation in summer is,2019-08-17,17th of August,summer,2,William
Dean,2019-04-02,Hunter,2019-10-18,Richard,2019-01-01,"['Dean', 'Hunter', 'Richard']",Dean got a raise on the 2nd of April. Hunter got a raise on the 18th of October. Richard got a raise on the 1st of January. The only person that got a raise in spring is,2019-04-02,2nd of April,spring,1,Dean
John,2019-08-04,Grant,2019-03-01,Rachel,2019-06-02,"['John', 'Grant', 'Rachel']",John attended a wedding on the 4th of August. Grant attended a wedding on the 1st of March. Rachel attended a wedding on the 2nd of June. The only person that attended a wedding in summer is,2019-08-04,4th of August,summer,2,John
Andrew,2019-11-04,Emily,2019-02-01,Marco,2019-09-30,"['Andrew', 'Emily', 'Marco']",Andrew got a birthday gift on the 4th of November. Emily got a birthday gift on the 1st of February. Marco got a birthday gift on the 30th of September. The only person that got a birthday gift in winter is,2019-02-01,1st of February,winter,0,Emily
Henry,2019-03-29,Dallas,2019-07-13,April,2019-07-21,"['Henry', 'Dallas', 'April']",Henry renovated the bathroom on the 29th of March. Dallas renovated the bathroom on the 13th of July. April renovated the bathroom on the 21st of July. The only person that renovated the bathroom in spring is,2019-03-29,29th of March,spring,1,Henry
